invoice_no,account_name,branch_code,pharmacy_id,alias_id,supplier_code,match_score,match_method,match_status,entry_date,total_after_discount,record_state
319534,PY/Union Pharm 011,781,,,,0.0,unmatched,UNMATCHED,13012026,2309.26,
319535,green leaf 04,725,,,,0.0,unmatched,UNMATCHED,22012026,3530.65,CLSD
319536,PY/Green Leaf 04,723,,,,0.0,unmatched,UNMATCHED,27012026,4425.84,CLSD
319537,Green Leaf Stationn St.,705,,,,0.0,unmatched,UNMATCHED,03012026,4174.18,CLSD
319539,el shia obour (2)153,763,,,,0.0,unmatched,UNMATCHED,06012026,3211.26,
319541,Ebn Sina 6th Zone,772,,,,0.0,unmatched,UNMATCHED,07012026,3380.14,CLSD
319542,Ph/Ebnn Sina Branch 2,774,,,,0.0,unmatched,UNMATCHED,18-Jan-2026,869.27,CLSD
319543,el Ebn Sina-A,742,,,,0.0,unmatched,UNMATCHED,26012026,5976.42,CLSD
319544,EL Ebn Sina Branch 2,755,,,,0.0,unmatched,UNMATCHED,27012026,1342.35,CLSD
319545,golden ccare 04,767,,,,0.0,unmatched,UNMATCHED,05012026,2169.37,
319546,Ph/MIRA MOHANDESSINb r.2,722,,,,0.0,unmatched,UNMATCHED,08012026,3086.94,CLSD
319547,Ph/MIRA MOHANDESSINb r.2,738,,,,0.0,unmatched,UNMATCHED,02012026,8562.16,
319549,ALPHA PHARMMA 6th Zone926,700,,,,0.0,unmatched,UNMATCHED,13012026,3993.81,CLSD
319550,PY/Alpha Pharma428,740,,,,0.0,unmatched,UNMATCHED,05012026,1436.64,CLSD
319555,hope maadi-A,772,,,,0.0,unmatched,UNMATCHED,25-Jan-2026,3273.6,
319556,el Elite,708,,,,0.0,unmatched,UNMATCHED,11-Jan-2026,1471.34,
319558,El-life line mohandessin 011,755,,,,0.0,unmatched,UNMATCHED,08-Jan-2026,1306.85,CLSD
319561,Al Nozha Imbaba 6th Zone,772,,,,0.0,unmatched,UNMATCHED,02012026,5036.04,CLSD
319563,Al Nozha Imbaba 6th Zone,773,,,,0.0,unmatched,UNMATCHED,24012026,3552.59,CLSD
319564,alnozha imbaba Station St.637,752,,,,0.0,unmatched,UNMATCHED,03012026,3578.94,
319565,el Al Nozha Imbaba Brannch 2,729,,,,0.0,unmatched,UNMATCHED,26012026,5776.51,CLSD
319566,MISR MOANDESSIN br.2,764,,,,0.0,unmatched,UNMATCHED,16012026,3064.62,CLSD
319567,misr mohandeessin br.2,767,,,,0.0,unmatched,UNMATCHED,06012026,4066.5,CLSD
319568,MISR MOHANDESSIN Branch 1,769,,,,0.0,unmatched,UNMATCHED,08012026,4509.9,
319573,PY/EL BARAKA56,775,,,,0.0,unmatched,UNMATCHED,21-Jan-2026,4169.57,CLSD
319574,el METRO 6th Zone,745,,,,0.0,unmatched,UNMATCHED,25012026,3209.24,CLSD
319575,Ph/omega nozha 6th Zone,703,,,,0.0,unmatched,UNMATCHED,27012026,1708.86,CLSD
319577,Ph/angel helwan Main Road,722,,,,0.0,unmatched,UNMATCHED,07-Jan-2026,2410.09,CLSD
319578,El-BETTER LIFE BANHA 04,764,,,,0.0,unmatched,UNMATCHED,03-Jan-2026,4876.69,CLSD
319581,Omega Rehab Viw-A484,781,,,,0.0,unmatched,UNMATCHED,01012026,2725.22,
319586,Ph/Green Leaf Mohandessin Mall669,721,,,,0.0,unmatched,UNMATCHED,16012026,4179.88,CLSD
319588,PH silver care rb.2,767,,,,0.0,unmatched,UNMATCHED,25012026,3979.11,CLSD
319589,el Care 24 Seven Mohandessin,704,,,,0.0,unmatched,UNMATCHED,08-Jan-2026,5371.55,
319590,el care 24 seven mohandessin Mall721,745,,,,0.0,unmatched,UNMATCHED,16012026,3101.28,CLSD
319592,el al nozha Branch 2,753,,,,0.0,unmatched,UNMATCHED,18012026,1109.3,CLSD
319594,el EL TOURATH Station St.,721,,,,0.0,unmatched,UNMATCHED,18012026,1954.26,CLSD
319595,EL Star Care Rehab View Branch 2179,718,,,,0.0,unmatched,UNMATCHED,15012026,3926.65,CLSD
319596,PY/Star Care Rehab View Branch 2,766,,,,0.0,unmatched,UNMATCHED,06012026,2798.82,
319597,ELL Star Care Rehab View,730,,,,0.0,unmatched,UNMATCHED,22012026,3238.3,CLSD
319598,EL Star Care Rehab View Branch 2179,709,,,,0.0,unmatched,UNMATCHED,15012026,7090.88,CLSD
319603,El-elite 04,718,,,,0.0,unmatched,UNMATCHED,19012026,1548.68,CLSD
319604,Ph/BETTER LIFE (2)986,714,,,,0.0,unmatched,UNMATCHED,23012026,2119.53,
319605,Ph/BETTER LIFE (2)986,707,,,,0.0,unmatched,UNMATCHED,08012026,3432.79,
319606,EL EBN SINA MOHANDESSIN ((2),736,,,,0.0,unmatched,UNMATCHED,23012026,1921.33,
319607,El-PPharma Plus,739,,,,0.0,unmatched,UNMATCHED,21012026,1163.71,
319608,EL PHARMA WH-129,742,,,,0.0,unmatched,UNMATCHED,01-Jan-2026,895.3,
319610,Elite Helwan Branch 2,744,,,,0.0,unmatched,UNMATCHED,01012026,2682.02,
319612,el golden care mohandessin (2)771,730,,,,0.0,unmatched,UNMATCHED,04012026,858.46,
319613,EL FARABY MOHANDESSIN Station St.,715,,,,0.0,unmatched,UNMATCHED,17012026,1500.72,CLSD
319615,EL FARABY MOHANDESSIN Station St.,771,,,,0.0,unmatched,UNMATCHED,16012026,3932.21,CLSD
319616,El-Elite 04,700,,,,0.0,unmatched,UNMATCHED,20012026,4081.68,CLSD
319617,Ph/Elite Branch 2,742,,,,0.0,unmatched,UNMATCHED,12012026,3535.58,CLSD
319621,El--Alpha Pharma 6th Zone,758,,,,0.0,unmatched,UNMATCHED,09-Jan-2026,9390.79,CLSD
319622,Ph/Alpha Pharma 04,705,,,,0.0,unmatched,UNMATCHED,07012026,7740.74,
319623,Elite898,724,,,,0.0,unmatched,UNMATCHED,07012026,1961.51,CLSD
319625,PY/Silver Care Haram br.2,747,,,,0.0,unmatched,UNMATCHED,07012026,2841.76,
319627,EL Green Leaf Mohandessin,775,,,,0.0,unmatched,UNMATCHED,06012026,2023.99,CLSD
319628,Health Gate Mohandessin,710,,,,0.0,unmatched,UNMATCHED,24012026,3565.94,CLSD
319629,El-HEALTH GATE MOHANDESSIN189,760,,,,0.0,unmatched,UNMATCHED,11012026,6961.84,
319630,El-HEALTH GATE MOHANDESSIN189,737,,,,0.0,unmatched,UNMATCHED,12012026,3268.18,
319635,Elite Obour Branch 2,727,,,,0.0,unmatched,UNMATCHED,10012026,3722.21,CLSD
319636,Angel Montaza br.2,716,,,,0.0,unmatched,UNMATCHED,17012026,7100.28,CLSD
319637,Ph/Metro Mohandessin 04,717,,,,0.0,unmatched,UNMATCHED,13012026,1330.26,CLSD
319638,el METRO MOHANDESSIN 011,719,,,,0.0,unmatched,UNMATCHED,03012026,4125.03,CLSD
319640,Sunise 04,733,,,,0.0,unmatched,UNMATCHED,20012026,7189.16,
319641,SUNRISE Mall404,765,,,,0.0,unmatched,UNMATCHED,22012026,1516.11,
319642,El-life line 0111212,718,,,,0.0,unmatched,UNMATCHED,15-Jan-2026,2476.25,CLSD
319643,El-life line 011212,737,,,,0.0,unmatched,UNMATCHED,19012026,1025.47,CLSD
319644,El-Life Line Branch 1321,739,,,,0.0,unmatched,UNMATCHED,06012026,4301.45,CLSD
319645,el Alpha Pharma Mohandessin 6th Zone,742,,,,0.0,unmatched,UNMATCHED,08012026,2707.16,CLSD
319646,PH el hokama-A,718,,,,0.0,unmatched,UNMATCHED,28012026,4945.72,CLSD
319650,EL Hope BBranch 1714,759,,,,0.0,unmatched,UNMATCHED,17-Jan-2026,3073.19,
319652,PY/misr Branch 1369,778,,,,0.0,unmatched,UNMATCHED,20012026,3411.9,
319654,el alpha pharma-A,712,,,,0.0,unmatched,UNMATCHED,23012026,3316.19,
319655,alpha pharma Station St.,724,,,,0.0,unmatched,UNMATCHED,27012026,10277.82,
319657,e lnasr 04,779,,,,0.0,unmatched,UNMATCHED,03012026,2510.54,CLSD
319658,EL ElNasr,771,,,,0.0,unmatched,UNMATCHED,07012026,3737.64,
319659,e lnasr 04,711,,,,0.0,unmatched,UNMATCHED,03012026,2044.89,
319660,el NILE CARE 6th Zone824,763,,,,0.0,unmatched,UNMATCHED,24-Jan-2026,2622.63,CLSD
319661,STAR CARE 6th Zone,729,,,,0.0,unmatched,UNMATCHED,26012026,5134.22,
319662,Ph/Star Care Oct City Branc h2,734,,,,0.0,unmatched,UNMATCHED,25-Jan-2026,3949.1,CLSD
319664,Ph/nile care maadi Station St.,739,,,,0.0,unmatched,UNMATCHED,08012026,1616.98,CLSD
319665,Nile Care Maadi Branch 1,765,,,,0.0,unmatched,UNMATCHED,27012026,1293.06,CLSD
319666,El-NILE CARE MAADI 011,741,,,,0.0,unmatched,UNMATCHED,21012026,4468.37,
319668,El-Dr Medha3t07,763,,,,0.0,unmatched,UNMATCHED,20012026,4693.19,CLSD
319669,EL DR WH-190,715,,,,0.0,unmatched,UNMATCHED,08012026,2695.42,
319670,El-Dr Medhat307,724,,,,0.0,unmatched,UNMATCHED,16012026,2682.31,
319671,el DR MMEDHAT Main Road,775,,,,0.0,unmatched,UNMATCHED,27012026,4287.23,CLSD
319672,METRO FAISAL,709,,,,0.0,unmatched,UNMATCHED,11012026,2793.8,
319673,Sunrise Obour Staation St.,701,,,,0.0,unmatched,UNMATCHED,10012026,5380.54,CLSD
319675,Surise Obour Staation St.,720,,,,0.0,unmatched,UNMATCHED,13012026,2334.6,
319677,EL UNION WH-198,739,,,,0.0,unmatched,UNMATCHED,09012026,660.3,
319678,EL EL WH-199,759,,,,0.0,unmatched,UNMATCHED,09-Jan-2026,2832.95,
319681,El-Family Oct City Station St.,737,,,,0.0,unmatched,UNMATCHED,08012026,3454.24,CLSD
319682,Nile Care 011,772,,,,0.0,unmatched,UNMATCHED,28012026,5923.2,CLSD
319688,Green Leaf Mohandessin br.2,747,,,,0.0,unmatched,UNMATCHED,12012026,3559.36,
319695,pharma plus Station St.,764,,,,0.0,unmatched,UNMATCHED,24012026,2651.97,CLSD
319696,EL Better Life,700,,,,0.0,unmatched,UNMATCHED,09012026,10778.1,CLSD
319701,Ph/health gate  Main Road,762,,,,0.0,unmatched,UNMATCHED,24012026,11131.59,CLSD
319702,Care 224 Seven 011,730,,,,0.0,unmatched,UNMATCHED,17012026,6407.26,CLSD
319704,Ph/care 24 seven 04,733,,,,0.0,unmatched,UNMATCHED,11012026,4689.57,CLSD
319705,PY/Care 24 Sevenn 6th Zone,707,,,,0.0,unmatched,UNMATCHED,19012026,5364.65,
319706,ell baraka-A,767,,,,0.0,unmatched,UNMATCHED,12012026,2404.3,CLSD
319707,EL HOPE WH-228,716,,,,0.0,unmatched,UNMATCHED,08012026,4694.75,
319708,EL hope Statio nSt.,720,,,,0.0,unmatched,UNMATCHED,13012026,7382.77,
319710,misr-A,724,,,,0.0,unmatched,UNMATCHED,07-Jan-2026,9702.61,CLSD
319711,Misr Mohandessin341,712,,,,0.0,unmatched,UNMATCHED,21012026,2456.87,CLSD
319712,Ph/Mis Mohandessin Branch 2,719,,,,0.0,unmatched,UNMATCHED,10012026,1943.53,CLSD
319713,Ph/Mis Mhoandessin Branch 2,712,,,,0.0,unmatched,UNMATCHED,18012026,1783.36,
319714,PY/al ozha Station St.216,703,,,,0.0,unmatched,UNMATCHED,14012026,2516.75,CLSD
319717,PH Angel 6th Zone,721,,,,0.0,unmatched,UNMATCHED,08012026,5064.92,
319718,PH metro mohandessin,733,,,,0.0,unmatched,UNMATCHED,15-Jan-2026,4856.42,
319720,EL SHIFA HELWAN,700,,,,0.0,unmatched,UNMATCHED,18012026,4101.22,CLSD
319721,EL El Shifa Helwan (2),717,,,,0.0,unmatched,UNMATCHED,10012026,1541.5,CLSD
319722,ell SALAMTEK (2)898,745,,,,0.0,unmatched,UNMATCHED,09012026,5811.74,CLSD
319725,Al Amal Mohandessin6 th Zone80,708,,,,0.0,unmatched,UNMATCHED,17012026,1596.38,
319726,Ph/Star Care,755,,,,0.0,unmatched,UNMATCHED,14012026,4579.18,CLSD
319727,Star Care Mall,782,,,,0.0,unmatched,UNMATCHED,08012026,2162.85,
319728,Star Care Mall,741,,,,0.0,unmatched,UNMATCHED,18-Jan-2026,4074.24,
319729,Star Care Banch 1,751,,,,0.0,unmatched,UNMATCHED,14012026,1532.2,CLSD
319733,Union Pharm 6tth Zone,731,,,,0.0,unmatched,UNMATCHED,27012026,3136.42,CLSD
319735,Dr Medhat Haram,711,,,,0.0,unmatched,UNMATCHED,02012026,8909.82,CLSD
319736,el EL FARABY MOHANDESSIN,762,,,,0.0,unmatched,UNMATCHED,27012026,4455.79,CLSD
319739,Ph/Hope Imbaba (2)570,781,,,,0.0,unmatched,UNMATCHED,05012026,1818.25,
319740,Hope Imbab a011,778,,,,0.0,unmatched,UNMATCHED,24012026,1908.96,
319742,Ph/Hope Imbaba (2),763,,,,0.0,unmatched,UNMATCHED,07012026,1385.82,CLSD
319743,el El Faaraby,735,,,,0.0,unmatched,UNMATCHED,18012026,2724.1,CLSD
319745,PH/EBN SINA WH-266,774,,,,0.0,unmatched,UNMATCHED,19012026,172.08,
319748,Ebn Sina Obour MMall,708,,,,0.0,unmatched,UNMATCHED,10012026,3442.43,CLSD
319749,Life Line (2),765,,,,0.0,unmatched,UNMATCHED,06012026,4039.55,CLSD
319750,Ph/Life Line,712,,,,0.0,unmatched,UNMATCHED,01012026,3607.29,CLSD
319752,Ph/Life ine,771,,,,0.0,unmatched,UNMATCHED,14-Jan-2026,2699.42,CLSD
319755,Seha First (2)346,774,,,,0.0,unmatched,UNMATCHED,13012026,1128.31,
319757,El-El Tourath MohandessinM all,781,,,,0.0,unmatched,UNMATCHED,17012026,3294.93,CLSD
319758,El-El Tourath MohandessinM all,704,,,,0.0,unmatched,UNMATCHED,23012026,2062.69,
319759,El Touratth Mohandessin,724,,,,0.0,unmatched,UNMATCHED,20012026,5404.59,
319760,Sivler Care Maadi,776,,,,0.0,unmatched,UNMATCHED,12012026,2826.23,
319765,EL SNURISE 04,712,,,,0.0,unmatched,UNMATCHED,23012026,5854.57,
319766,El Zahraa Montaza Branch 2,733,,,,0.0,unmatched,UNMATCHED,26012026,3078.15,
319767,EL SUNRISE MAADI 6th Znoe,719,,,,0.0,unmatched,UNMATCHED,02012026,1972.17,CLSD
319768,PH Sunrise Maadi 011,719,,,,0.0,unmatched,UNMATCHED,03012026,5007.86,
319769,Care 24 Seve Mohandessin,759,,,,0.0,unmatched,UNMATCHED,26012026,3254.76,
319773,EL HOPE WH-294,760,,,,0.0,unmatched,UNMATCHED,11012026,2417.18,
319775,PY/Better Life Mohandessin,735,,,,0.0,unmatched,UNMATCHED,04-Jan-2026,1477.37,
319776,A Amal Moohandessin,745,,,,0.0,unmatched,UNMATCHED,02-Jan-2026,3709.33,CLSD
319777,EL EL WH-298,724,,,,0.0,unmatched,UNMATCHED,27012026,3949.97,CLSD
319778,EL union pharm mohandessin 6th Zone,756,,,,0.0,unmatched,UNMATCHED,10012026,11304.89,CLSD
319779,EL UNION WH-300,712,,,,0.0,unmatched,UNMATCHED,06-Jan-2026,1175.94,
319780,el Dr Medhat Oct City 011,757,,,,0.0,unmatched,UNMATCHED,26012026,2503.23,CLSD
319781,Better Life Mohandessin Branch 2,756,,,,0.0,unmatched,UNMATCHED,07012026,3798.09,
319782,better life mohandessin Branch 2,749,,,,0.0,unmatched,UNMATCHED,19-Jan-2026,1075.56,CLSD
319786,El-life line rehab vieww 04,730,,,,0.0,unmatched,UNMATCHED,19012026,3746.31,CLSD
319789,PH/PHARMA PLUS WH-310,769,,,,0.0,unmatched,UNMATCHED,03-Jan-2026,5974.16,
319790,PY/Pharma Plus,763,,,,0.0,unmatched,UNMATCHED,09012026,2385.56,CLSD
319792,SALAMTEK HARAM WH-313,705,,,,0.0,unmatched,UNMATCHED,14012026,4671.53,CLSD
319793,EL saamtek haram Main Road948,765,,,,0.0,unmatched,UNMATCHED,13012026,4097.61,
319794,Ph/green leaf mohandessin 0469,701,,,,0.0,unmatched,UNMATCHED,15012026,8703.39,CLSD
319796,PY/golden care mohandessin  (2),721,,,,0.0,unmatched,UNMATCHED,13012026,2190.63,
319797,golden care mohandessin Branch 1,747,,,,0.0,unmatched,UNMATCHED,27012026,4399.48,CLSD
319798,nile care Station tS.904,732,,,,0.0,unmatched,UNMATCHED,14012026,3306.61,
319800,PY/Eltie,734,,,,0.0,unmatched,UNMATCHED,27012026,6894.5,CLSD
319801,care 24 seven maadi Main Road,763,,,,0.0,unmatched,UNMATCHED,11012026,2221.11,
319802,EL Care 24 Seven Maadi Station St.,772,,,,0.0,unmatched,UNMATCHED,06012026,1401.11,CLSD
319803,PHC are 24 Seven Maadi 101,776,,,,0.0,unmatched,UNMATCHED,02012026,2897.22,
319805,PY/green laf Branch 1,715,,,,0.0,unmatched,UNMATCHED,05012026,62.03,
319806,PH SEHA FIRST-A,743,,,,0.0,unmatched,UNMATCHED,11012026,3690.03,
319807,PY/Seha First Mall,716,,,,0.0,unmatched,UNMATCHED,01012026,6634.15,CLSD
319812,PH AL AMAL MOHANDESSIN 04,780,,,,0.0,unmatched,UNMATCHED,01012026,1281.56,CLSD
319813,MISR MAG 6th Zone339,762,,,,0.0,unmatched,UNMATCHED,07012026,3359.12,CLSD
319814,MISR MARG 6th one339,747,,,,0.0,unmatched,UNMATCHED,24012026,3109.07,
319815,PH Union Pharm 6th Zone,727,,,,0.0,unmatched,UNMATCHED,11012026,8900.94,CLSD
319816,El-angl 011,710,,,,0.0,unmatched,UNMATCHED,06012026,5020.06,
319817,angel br.2,766,,,,0.0,unmatched,UNMATCHED,27012026,5711.19,
319818,PH ANGEL WH-339,775,,,,0.0,unmatched,UNMATCHED,22-Jan-2026,6349.66,
319819,El-angel 011,714,,,,0.0,unmatched,UNMATCHED,05012026,2760.69,
319820,angel br.2,733,,,,0.0,unmatched,UNMATCHED,12012026,840.53,CLSD
319821,El-angel 011,725,,,,0.0,unmatched,UNMATCHED,04012026,2400.4,CLSD
319822,PH SALAMTEK MOHANDSESIN 04,770,,,,0.0,unmatched,UNMATCHED,28012026,3971.11,CLSD
319825,Ph/Sunrise Mall245,771,,,,0.0,unmatched,UNMATCHED,26012026,1717.84,
319826,El-Sunrise Station St.,769,,,,0.0,unmatched,UNMATCHED,21012026,4130.05,CLSD
319827,el union pharm mohandessin-A,780,,,,0.0,unmatched,UNMATCHED,10012026,2414.93,CLSD
319830,UNION PHARM WH-351,734,,,,0.0,unmatched,UNMATCHED,02012026,1805.49,CLSD
319831,el union pharm mohandessin-A,723,,,,0.0,unmatched,UNMATCHED,28012026,2016.29,
319832,Ph/seha first zayed Station St.242,766,,,,0.0,unmatched,UNMATCHED,16012026,4117.94,CLSD
319834,seha first Maall,733,,,,0.0,unmatched,UNMATCHED,09-Jan-2026,470.72,
319835,EL better life mohandessin 011357,767,,,,0.0,unmatched,UNMATCHED,13012026,1290.34,CLSD
319836,EL Better Life Mohandessin Mall,749,,,,0.0,unmatched,UNMATCHED,06012026,6674.14,
319837,Better Life984,762,,,,0.0,unmatched,UNMATCHED,12012026,2081.48,
319839,el metro,719,,,,0.0,unmatched,UNMATCHED,21012026,2600.74,
319840,mttero,775,,,,0.0,unmatched,UNMATCHED,07012026,1441.6,
319841,Ph/Hope 6th Zone,705,,,,0.0,unmatched,UNMATCHED,09012026,7043.09,CLSD
319842,el Silver Care Smouha,740,,,,0.0,unmatched,UNMATCHED,10012026,3238.26,
319843,Ph/uSnrise Faisal br.2,755,,,,0.0,unmatched,UNMATCHED,16012026,6684.55,
319844,E Lel hokama mohandessin 011,748,,,,0.0,unmatched,UNMATCHED,14012026,5223.5,CLSD
319846,nile care mohandessin Station St.,767,,,,0.0,unmatched,UNMATCHED,20012026,4035.67,
319848,Ph/isr (2),781,,,,0.0,unmatched,UNMATCHED,13012026,5368.95,CLSD
319852,ELL DR MEDHATOCT CITY br.2,764,,,,0.0,unmatched,UNMATCHED,02012026,980.74,CLSD
319853,CITY CARE ZAYED 011,706,,,,0.0,unmatched,UNMATCHED,20012026,3535.88,CLSD
319854,pharma plus mohandessin,755,,,,0.0,unmatched,UNMATCHED,15012026,3920.75,CLSD
319855,Al Nozha Oct City Station St.588,736,,,,0.0,unmatched,UNMATCHED,05012026,6305.57,CLSD
319856,Ph/Seha Firrst Zayed (2),715,,,,0.0,unmatched,UNMATCHED,27012026,2147.66,
319857,EL Seha First Zayed,721,,,,0.0,unmatched,UNMATCHED,13012026,6087.79,CLSD
319860,EL Seha First aZyed,729,,,,0.0,unmatched,UNMATCHED,19012026,2777.99,
319861,PY/Seha Firts Zayed 6th Zone190,706,,,,0.0,unmatched,UNMATCHED,02012026,4263.95,CLSD
319864,EL El Hokama Station St.,754,,,,0.0,unmatched,UNMATCHED,20012026,4981.39,CLSD
319865,PY/Care 24 Seven 6th Zone,728,,,,0.0,unmatched,UNMATCHED,04-Jan-2026,1891.49,CLSD
319868,PH CARE 24 SEVEN 011657,714,,,,0.0,unmatched,UNMATCHED,01-Jan-2026,1320.29,
319870,dr medhat22,768,,,,0.0,unmatched,UNMATCHED,28012026,3605.98,
319871,El-Salamtek br.2743,734,,,,0.0,unmatched,UNMATCHED,24012026,4113.51,CLSD
319872,PY/Salamtek SStation St.,765,,,,0.0,unmatched,UNMATCHED,19012026,1633.76,
319873,El-aSlamtek br.2743,749,,,,0.0,unmatched,UNMATCHED,11-Jan-2026,1981.97,CLSD
319874,EL Metro Montaza (2),712,,,,0.0,unmatched,UNMATCHED,08-Jan-2026,1472.18,
319875,Metro Montaza Mall,724,,,,0.0,unmatched,UNMATCHED,02012026,1254.03,CLSD
319876,Ph/Metor Montaza-A,715,,,,0.0,unmatched,UNMATCHED,28012026,2553.43,CLSD
319877,Star Caerr Mall,708,,,,0.0,unmatched,UNMATCHED,23-Jan-2026,1657.6,CLSD
319878,PY/Staar Care715,738,,,,0.0,unmatched,UNMATCHED,11012026,3521.28,CLSD
319879,Star Care890,745,,,,0.0,unmatched,UNMATCHED,13012026,3446.71,CLSD
319881,PY/Family Helwan Station St.,715,,,,0.0,unmatched,UNMATCHED,10012026,1897.13,
319882,el Omega 04,733,,,,0.0,unmatched,UNMATCHED,13012026,5058.85,
319883,El-omega Branch 1813,756,,,,0.0,unmatched,UNMATCHED,07012026,2780.04,
319884,better life haram,770,,,,0.0,unmatched,UNMATCHED,26012026,1161.45,CLSD
319885,PY/El Baraka Reha bView6th Zone672,771,,,,0.0,unmatched,UNMATCHED,18012026,3402.55,
319886,PH EL FARABY MOHANDESSIN Branch 1,756,,,,0.0,unmatched,UNMATCHED,01012026,2297.34,
319887,Star Care Zayed br.2,760,,,,0.0,unmatched,UNMATCHED,14012026,3343.49,CLSD
319890,el elite shubra 011,727,,,,0.0,unmatched,UNMATCHED,21012026,2881.05,CLSD
319896,PH health gate helwanb r.2,778,,,,0.0,unmatched,UNMATCHED,20012026,2477.79,CLSD
319897,health gate helwan 011743,767,,,,0.0,unmatched,UNMATCHED,12012026,2390.95,
319898,PY/Health Gaet Helwan 6th Zone,764,,,,0.0,unmatched,UNMATCHED,11012026,3162.05,
319899,PH health gate helwan br.2,759,,,,0.0,unmatched,UNMATCHED,17012026,5898.79,CLSD
319900,EL Dr Medhat Mohandessin 6ht Zone,728,,,,0.0,unmatched,UNMATCHED,01012026,3820.0,
319901,EL Dr Medhat Mohandessin 6ht Zone,781,,,,0.0,unmatched,UNMATCHED,06012026,4902.62,
319903,P/elit Branch 1,731,,,,0.0,unmatched,UNMATCHED,04012026,3172.97,CLSD
319904,El-Care 24 Seven (2),749,,,,0.0,unmatched,UNMATCHED,28-Jan-2026,7697.33,
319905,EL Alppha Pharma Mohandessin Mall,704,,,,0.0,unmatched,UNMATCHED,04012026,7018.56,CLSD
319906,EL mira mohanndessin Branch 2886,752,,,,0.0,unmatched,UNMATCHED,13012026,1773.15,CLSD
319907,EL EL NASR ZAYED Mall,726,,,,0.0,unmatched,UNMATCHED,19012026,2520.25,CLSD
319908,El-LIFE LINE OBOUR Mall,731,,,,0.0,unmatched,UNMATCHED,28012026,1460.1,
319910,Sunirse Mohandessin (2),779,,,,0.0,unmatched,UNMATCHED,21012026,2479.86,
319911,PY/SUNRIES MOHANDESSIN 6th Zone,744,,,,0.0,unmatched,UNMATCHED,27012026,17054.34,
319912,EL Dr Medhat Mall892,715,,,,0.0,unmatched,UNMATCHED,23012026,2648.9,
319914,EL star care helwan,712,,,,0.0,unmatched,UNMATCHED,08012026,1891.77,
319915,PH star are helwan-A,727,,,,0.0,unmatched,UNMATCHED,15012026,3108.91,
319917,PH Blue Wave Dokki Mall,717,,,,0.0,unmatched,UNMATCHED,20012026,1347.68,
319918,PH Ebn Sina br.2,718,,,,0.0,unmatched,UNMATCHED,07012026,3783.28,CLSD
319924,el elite mohandessin 6th Zone556,746,,,,0.0,unmatched,UNMATCHED,14012026,3742.57,
319928,EL Better Life Agami Branch 1,774,,,,0.0,unmatched,UNMATCHED,11012026,2550.88,
319931,El-Angel Smouha Main Road,708,,,,0.0,unmatched,UNMATCHED,24012026,7341.91,
319932,el ANGEL SMOUUAH Main Road,733,,,,0.0,unmatched,UNMATCHED,09-Jan-2026,4371.19,CLSD
319933,el EL SHIFA,707,,,,0.0,unmatched,UNMATCHED,27012026,4427.36,CLSD
319934,Ph/el shifa 011,759,,,,0.0,unmatched,UNMATCHED,21012026,2456.51,CLSD
319937,El-elite mohandessin 04,719,,,,0.0,unmatched,UNMATCHED,27012026,1874.49,
319940,pharma plus dokki Maiin Road,729,,,,0.0,unmatched,UNMATCHED,08012026,1227.42,CLSD
319941,pharma plus dokki Main Road,777,,,,0.0,unmatched,UNMATCHED,21012026,1511.5,
319943,pharma plus dokki Main Road,707,,,,0.0,unmatched,UNMATCHED,19012026,2849.55,CLSD
319944,El-Pharma Plus Dokki Mall,759,,,,0.0,unmatched,UNMATCHED,11012026,637.49,
319945,El-Pharma Plus Dokki Mall,732,,,,0.0,unmatched,UNMATCHED,25012026,303.34,CLSD
319946,EL EBN SINA SMOUHA Main Road,726,,,,0.0,unmatched,UNMATCHED,17012026,1910.96,
319947,P/hEbn Sina Smouha 011,762,,,,0.0,unmatched,UNMATCHED,27012026,1991.17,
319948,EL EBN SINA SMOUHA Main Road,776,,,,0.0,unmatched,UNMATCHED,14012026,3435.09,CLSD
319950,El-SUNIRSE-A,713,,,,0.0,unmatched,UNMATCHED,15012026,2534.19,
319956,EL Mira Station St.,775,,,,0.0,unmatched,UNMATCHED,11-Jan-2026,4977.52,
319957,PH Union Pharm Mohandesisn (2),717,,,,0.0,unmatched,UNMATCHED,27012026,5283.63,
319958,Ph/L NASR OCT CITY Mall,755,,,,0.0,unmatched,UNMATCHED,12012026,4283.4,CLSD
319959,Al Nozha Staation St.784,706,,,,0.0,unmatched,UNMATCHED,11012026,4143.66,CLSD
319960,E al  nozha,718,,,,0.0,unmatched,UNMATCHED,22012026,6658.98,CLSD
319961,Al Nozha br.2,782,,,,0.0,unmatched,UNMATCHED,21012026,2216.23,CLSD
319963,starcare marg,712,,,,0.0,unmatched,UNMATCHED,11012026,2364.39,CLSD
319966,Ph/Mra Oct City,717,,,,0.0,unmatched,UNMATCHED,13012026,2778.38,
319968,Mira Oct City Mall995,703,,,,0.0,unmatched,UNMATCHED,03-Jan-2026,2569.14,
319969,Ph/Blue Wave Mohandessin6ht Zone,707,,,,0.0,unmatched,UNMATCHED,22012026,2962.66,CLSD
319970,El Hokama Main Road,763,,,,0.0,unmatched,UNMATCHED,08-Jan-2026,5212.62,CLSD
319973,El Hokama MainR oad,714,,,,0.0,unmatched,UNMATCHED,02012026,7140.35,
