doc_no,account_ref,doc_date,doc_time,doc_type,line_count
302181,P:2701,09/01/2025,13:37,INV,5
302183,P:2705,24/01/2025,11:08,INV,9
302186,P:2710,04/01/2025,08:02,INV,10
302187,P:2710,11/01/2025,16:53,INV,9
302188,P:2712,06/01/2025,14:42,INV,11
302191,P:2720,10/01/2025,14:28,INV,6
9302191,P:2720,10/01/2025,18:28,CR,2
302192,P:2720,21/01/2025,16:09,INV,6
302197,P:2728,11/01/2025,13:56,INV,10
302199,P:2738,09/01/2025,10:08,INV,4
302201,P:2741,07/01/2025,11:25,INV,2
302202,P:2749,22/01/2025,14:48,INV,7
302205,P:2749,05/01/2025,11:50,INV,7
302208,P:2754,01/01/2025,14:28,INV,2
302209,P:2754,23/01/2025,15:49,INV,4
302210,P:2754,07/01/2025,08:52,INV,4
302211,P:2754,03/01/2025,13:17,INV,10
302214,P:2757,26/01/2025,15:12,INV,4
302215,P:2758,12/01/2025,16:13,INV,9
302216,P:2758,17/01/2025,16:45,INV,4
302217,P:2760,04/01/2025,11:55,INV,4
302218,P:2764,18/01/2025,16:15,INV,8
302219,P:2780,16/01/2025,13:16,INV,9
302220,P:2780,11/01/2025,13:55,INV,6
302222,P:2782,15/01/2025,10:11,INV,4
302223,P:2782,25/01/2025,09:11,INV,6
302225,P:2786,16/01/2025,08:32,INV,6
302227,P:2795,17/01/2025,10:19,INV,9
302229,P:2795,28/01/2025,11:42,INV,9
302230,P:2796,12/01/2025,09:09,INV,8
302231,P:2798,14/01/2025,10:00,INV,6
302232,P:2798,24/01/2025,16:42,INV,10
302233,P:2798,28/01/2025,08:01,INV,3
302235,P:1001,18/02/2025,17:58,INV,4
302239,P:1011,12/02/2025,11:26,INV,5
302240,P:1011,24/02/2025,13:32,INV,8
302243,P:1016,04/02/2025,09:52,INV,8
302246,P:1019,26/02/2025,13:02,INV,5
302247,P:1019,20/02/2025,19:12,INV,3
302248,P:1021,27/02/2025,12:50,INV,4
302250,P:1024,26/02/2025,09:18,INV,12
302252,P:1029,14/02/2025,11:02,INV,7
302254,P:1035,05/02/2025,09:58,INV,4
302255,P:1036,20/02/2025,09:57,INV,15
302256,P:1039,12/02/2025,15:00,INV,9
302259,P:1039,26/02/2025,10:51,INV,6
302260,P:1040,08/02/2025,09:06,INV,5
302261,P:1042,26/02/2025,11:32,INV,15
302262,P:1048,23/02/2025,08:57,INV,3
302264,P:1048,05/02/2025,09:59,INV,7
302265,P:1049,19/02/2025,11:46,INV,6
302266,P:1049,07/02/2025,14:56,INV,15
302267,P:1051,25/02/2025,11:06,INV,6
302269,P:1051,17/02/2025,08:13,INV,4
302270,P:1052,07/02/2025,08:20,INV,7
302271,P:1052,27/02/2025,08:00,INV,7
302273,P:1055,12/02/2025,13:02,INV,7
302275,P:1059,16/02/2025,12:29,INV,6
302276,P:1064,04/02/2025,15:53,INV,13
302277,P:1064,09/02/2025,15:26,INV,7
302278,P:1067,09/02/2025,13:12,INV,7
302279,P:1069,20/02/2025,10:46,INV,4
302280,P:1069,08/02/2025,09:08,INV,2
302282,P:1074,06/02/2025,14:32,INV,8
302284,P:1079,04/02/2025,11:03,INV,7
302286,P:1080,05/02/2025,09:48,INV,3
302287,P:1083,16/02/2025,13:44,INV,6
9302287,P:1083,16/02/2025,15:44,CR,2
302288,P:1084,26/02/2025,10:52,INV,4
302296,P:1102,08/02/2025,15:00,INV,15
302297,P:1102,03/02/2025,10:59,INV,7
302299,P:1102,07/02/2025,11:35,INV,12
302300,P:1105,12/02/2025,08:06,INV,9
302302,P:1106,15/02/2025,14:01,INV,4
302306,P:1117,06/02/2025,14:21,INV,10
302309,P:1118,20/02/2025,12:05,INV,2
302311,P:1128,26/02/2025,09:05,INV,7
302313,P:1132,15/02/2025,14:54,INV,4
302314,P:1132,06/02/2025,13:40,INV,6
302315,P:1133,15/02/2025,09:28,INV,3
302317,P:1137,02/02/2025,14:13,INV,5
302318,P:1141,18/02/2025,14:25,INV,14
302320,P:1143,16/02/2025,13:02,INV,4
302327,P:1159,24/02/2025,12:45,INV,9
302329,P:1159,27/02/2025,13:03,INV,5
302331,P:1164,26/02/2025,17:05,INV,11
302332,P:1164,27/02/2025,11:15,INV,6
302334,P:1166,14/02/2025,11:59,INV,6
302335,P:1166,19/02/2025,10:35,INV,8
302336,P:1169,01/02/2025,18:35,INV,6
302337,P:1169,11/02/2025,13:32,INV,4
302338,P:1183,08/02/2025,09:03,INV,9
302340,P:1183,13/02/2025,08:15,INV,7
302342,P:1191,09/02/2025,12:05,INV,11
302345,P:1193,11/02/2025,15:42,INV,5
302346,P:1204,06/02/2025,13:46,INV,7
302348,P:1204,10/02/2025,09:15,INV,10
302350,P:1204,01/02/2025,08:14,INV,6
302352,P:1208,19/02/2025,08:38,INV,8
302353,P:1209,03/02/2025,13:26,INV,5
302354,P:1211,03/02/2025,11:57,INV,6
302356,P:1213,12/02/2025,13:11,INV,4
302357,P:1216,02/02/2025,11:07,INV,4
302363,P:1233,24/02/2025,11:22,INV,6
302365,P:1238,01/02/2025,11:22,INV,6
302366,P:1243,25/02/2025,11:41,INV,10
302367,P:1243,27/02/2025,08:03,INV,10
302368,P:1243,24/02/2025,13:53,INV,14
302369,P:1248,01/02/2025,13:32,INV,7
302370,P:1249,19/02/2025,12:26,INV,8
302372,P:1250,08/02/2025,15:50,INV,5
302375,P:1254,02/02/2025,12:15,INV,4
302376,P:1259,27/02/2025,12:04,INV,12
302377,P:1259,18/02/2025,15:20,INV,12
302378,P:1262,17/02/2025,12:30,INV,9
9302378,P:1262,17/02/2025,16:30,CR,2
302382,P:1262,18/02/2025,13:33,INV,7
302384,P:1265,13/02/2025,15:22,INV,2
302385,P:1270,03/02/2025,11:02,INV,8
302390,P:1278,16/02/2025,11:37,INV,6
302391,P:1287,12/02/2025,16:33,INV,7
302392,P:1287,02/02/2025,13:32,INV,4
302394,P:1292,19/02/2025,13:33,INV,5
302396,P:1297,26/02/2025,12:01,INV,11
302397,P:1297,23/02/2025,17:39,INV,3
302399,P:1297,04/02/2025,09:00,INV,3
302404,P:1312,01/02/2025,11:14,INV,5
302406,P:1312,20/02/2025,14:49,INV,6
302411,P:1324,22/02/2025,10:00,INV,5
302415,P:1332,18/02/2025,14:36,INV,6
302416,P:1332,12/02/2025,10:42,INV,4
302417,P:1334,21/02/2025,10:46,INV,8
302418,P:1334,25/02/2025,12:38,INV,5
302421,P:1340,28/02/2025,14:49,INV,9
302424,P:1341,10/02/2025,08:35,INV,3
302427,P:1345,07/02/2025,11:31,INV,12
302429,P:1347,25/02/2025,11:57,INV,3
302430,P:1347,28/02/2025,08:32,INV,4
302432,P:1351,06/02/2025,17:33,INV,14
302433,P:1355,01/02/2025,14:42,INV,6
302440,P:1377,08/02/2025,11:15,INV,10
302442,P:1379,28/02/2025,08:14,INV,4
302447,P:1388,18/02/2025,17:25,INV,8
302449,P:1389,18/02/2025,13:51,INV,7
302452,P:1394,14/02/2025,12:02,INV,7
302453,P:1400,17/02/2025,14:54,INV,6
302454,P:1400,24/02/2025,12:42,INV,5
302455,P:1400,07/02/2025,14:02,INV,7
302456,P:1403,12/02/2025,18:20,INV,10
302464,P:1414,20/02/2025,15:05,INV,8
302466,P:1417,19/02/2025,11:16,INV,4
302467,P:1417,12/02/2025,11:26,INV,3
302468,P:1420,10/02/2025,12:41,INV,9
302472,P:1440,10/02/2025,20:42,INV,6
302475,P:1445,18/02/2025,15:58,INV,2
302477,P:1445,08/02/2025,12:57,INV,5
302478,P:1454,13/02/2025,10:26,INV,2
302481,P:1466,11/02/2025,13:34,INV,8
302482,P:1466,02/02/2025,12:22,INV,6
302483,P:1471,11/02/2025,11:52,INV,4
302485,P:1476,07/02/2025,08:41,INV,2
302488,P:1482,28/02/2025,15:21,INV,11
302489,P:1482,07/02/2025,08:07,INV,6
302493,P:1488,01/02/2025,09:06,INV,12
302494,P:1488,13/02/2025,12:23,INV,5
302497,P:1494,26/02/2025,08:01,INV,12
302498,P:1494,11/02/2025,16:26,INV,10
302499,P:1497,08/02/2025,09:11,INV,11
302502,P:1530,06/02/2025,12:25,INV,6
302503,P:1535,23/02/2025,13:44,INV,10
302505,P:1537,09/02/2025,15:39,INV,8
302509,P:1539,12/02/2025,09:11,INV,12
302512,P:1542,17/02/2025,12:22,INV,11
302515,P:1546,16/02/2025,13:01,INV,7
302517,P:1550,19/02/2025,14:03,INV,13
302519,P:1550,25/02/2025,08:47,INV,6
302520,P:1551,11/02/2025,11:11,INV,5
302521,P:1554,17/02/2025,08:59,INV,10
302524,P:1554,23/02/2025,13:43,INV,7
302525,P:1557,12/02/2025,13:44,INV,6
302527,P:1557,23/02/2025,08:38,INV,9
302531,P:1561,03/02/2025,09:33,INV,7
302532,P:1564,23/02/2025,14:36,INV,6
302533,P:1564,02/02/2025,09:09,INV,5
302535,P:1564,13/02/2025,14:39,INV,8
302536,P:1564,09/02/2025,15:57,INV,14
302537,P:1566,27/02/2025,10:04,INV,9
302538,P:1566,14/02/2025,12:37,INV,4
302540,P:1571,20/02/2025,14:54,INV,12
302541,P:1575,04/02/2025,11:42,INV,15
302543,P:1576,21/02/2025,11:43,INV,15
302547,P:1586,15/02/2025,09:02,INV,8
302550,P:1592,25/02/2025,14:53,INV,14
302551,P:1594,15/02/2025,12:21,INV,10
302554,P:1594,14/02/2025,08:31,INV,6
302556,P:1595,12/02/2025,17:34,INV,9
302558,P:1595,01/02/2025,13:46,INV,13
302561,P:1596,08/02/2025,14:13,INV,7
302562,P:1597,21/02/2025,08:35,INV,4
302563,P:1597,04/02/2025,12:49,INV,10
302566,P:1600,03/02/2025,11:29,INV,9
302567,P:1600,02/02/2025,13:53,INV,2
302568,P:1602,26/02/2025,11:57,INV,13
302569,P:1603,16/02/2025,13:36,INV,5
302570,P:1611,11/02/2025,13:38,INV,5
302573,P:1612,23/02/2025,10:12,INV,7
302574,P:1617,01/02/2025,15:32,INV,11
302575,P:1617,24/02/2025,11:50,INV,6
302576,P:1617,02/02/2025,10:37,INV,3
302577,P:1618,02/02/2025,14:24,INV,5
302578,P:1618,16/02/2025,12:13,INV,6
302579,P:1618,11/02/2025,14:01,INV,6
302580,P:1618,05/02/2025,12:45,INV,5
302581,P:1618,21/02/2025,13:11,INV,3
302584,P:1624,22/02/2025,16:41,INV,5
302585,P:1625,23/02/2025,12:11,INV,4
302588,P:1627,10/02/2025,14:26,INV,8
302589,P:1632,26/02/2025,13:52,INV,8
302591,P:1635,27/02/2025,09:42,INV,6
302593,P:1638,27/02/2025,15:05,INV,4
302598,P:1650,19/02/2025,11:45,INV,5
302599,P:1653,28/02/2025,08:21,INV,7
302600,P:1656,09/02/2025,15:04,INV,8
302602,P:1656,11/02/2025,14:11,INV,8
302604,P:1669,04/02/2025,09:09,INV,5
302606,P:1670,14/02/2025,13:24,INV,7
302607,P:1671,20/02/2025,12:10,INV,4
302608,P:1671,01/02/2025,10:07,INV,2
302610,P:1673,01/02/2025,16:31,INV,9
302612,P:1675,07/02/2025,17:46,INV,5
302614,P:1683,11/02/2025,14:26,INV,9
302617,P:1689,04/02/2025,12:14,INV,11
302618,P:1689,14/02/2025,11:57,INV,5
302623,P:1697,28/02/2025,11:00,INV,10
302625,P:1703,15/02/2025,15:02,INV,4
302626,P:1703,07/02/2025,17:34,INV,4
302627,P:1704,28/02/2025,09:40,INV,8
302628,P:1704,23/02/2025,14:58,INV,7
9302628,P:1704,23/02/2025,16:58,CR,2
302630,P:1704,28/02/2025,09:27,INV,8
302631,P:1705,08/02/2025,13:27,INV,2
302632,P:1705,03/02/2025,12:43,INV,7
302633,P:1708,03/02/2025,11:35,INV,7
302634,P:1708,15/02/2025,13:51,INV,2
302636,P:1709,10/02/2025,12:04,INV,12
302637,P:1710,08/02/2025,15:56,INV,3
302638,P:1714,14/02/2025,16:27,INV,5
302641,P:1714,08/02/2025,08:18,INV,9
302642,P:1718,23/02/2025,11:13,INV,7
302643,P:1718,15/02/2025,12:57,INV,2
302644,P:1718,03/02/2025,12:53,INV,5
302645,P:1718,11/02/2025,08:03,INV,4
302646,P:1718,17/02/2025,11:52,INV,2
302648,P:1718,18/02/2025,16:20,INV,13
302649,P:1721,14/02/2025,11:54,INV,8
302652,P:1722,05/02/2025,14:09,INV,7
302654,P:1722,24/02/2025,18:15,INV,13
302657,P:1728,15/02/2025,14:42,INV,4
302658,P:1732,28/02/2025,08:44,INV,12
302660,P:1733,23/02/2025,11:57,INV,5
302661,P:1733,10/02/2025,12:24,INV,9
302662,P:1738,14/02/2025,09:34,INV,3
302664,P:1740,05/02/2025,13:48,INV,15
302666,P:1748,22/02/2025,15:40,INV,7
302667,P:1750,28/02/2025,09:38,INV,7
302670,P:1760,25/02/2025,16:35,INV,9
302671,P:1760,18/02/2025,08:07,INV,4
302672,P:1760,04/02/2025,17:51,INV,7
302674,P:1774,11/02/2025,08:07,INV,9
302676,P:1780,28/02/2025,12:52,INV,7
302678,P:1782,12/02/2025,11:14,INV,8
302679,P:1789,14/02/2025,08:13,INV,10
302680,P:1789,12/02/2025,10:58,INV,5
302686,P:1794,11/02/2025,14:21,INV,3
302688,P:1795,22/02/2025,11:58,INV,5
302690,P:1797,23/02/2025,18:27,INV,5
302694,P:1801,05/02/2025,12:00,INV,4
302696,P:1805,24/02/2025,08:47,INV,4
302697,P:1806,07/02/2025,11:22,INV,4
9302697,P:1806,07/02/2025,15:22,CR,2
302699,P:1806,08/02/2025,14:17,INV,12
302702,P:1808,18/02/2025,13:30,INV,4
302704,P:1808,02/02/2025,10:28,INV,6
9302704,P:1808,02/02/2025,11:28,CR,2
302705,P:1810,22/02/2025,10:18,INV,5
302707,P:1814,18/02/2025,10:51,INV,9
302708,P:1822,28/02/2025,10:54,INV,11
302709,P:1826,23/02/2025,12:39,INV,2
302711,P:1826,01/02/2025,14:00,INV,6
302713,P:1831,26/02/2025,14:58,INV,4
302715,P:1838,03/02/2025,13:13,INV,11
302716,P:1842,17/02/2025,08:59,INV,9
302717,P:1842,09/02/2025,09:10,INV,5
302718,P:1847,19/02/2025,08:27,INV,15
302719,P:1848,05/02/2025,10:09,INV,6
302721,P:1855,18/02/2025,13:12,INV,6
302722,P:1856,22/02/2025,10:48,INV,6
302725,P:1860,24/02/2025,13:57,INV,6
302730,P:1876,23/02/2025,13:14,INV,10
302731,P:1876,11/02/2025,13:10,INV,6
302733,P:1879,16/02/2025,15:03,INV,6
302737,P:1893,24/02/2025,09:38,INV,9
302739,P:1901,28/02/2025,08:29,INV,4
302744,P:1911,07/02/2025,14:57,INV,11
9302744,P:1911,07/02/2025,19:57,CR,2
302746,P:1914,16/02/2025,18:52,INV,9
302747,P:1914,17/02/2025,14:02,INV,5
302753,P:1923,23/02/2025,09:31,INV,6
9302753,P:1923,23/02/2025,13:31,CR,2
302755,P:1925,16/02/2025,12:14,INV,6
302757,P:1935,28/02/2025,10:58,INV,7
302761,P:1942,18/02/2025,12:27,INV,10
302762,P:1942,14/02/2025,16:02,INV,8
302765,P:1943,23/02/2025,10:52,INV,11
302766,P:1944,08/02/2025,13:25,INV,9
302767,P:1944,24/02/2025,08:37,INV,14
302772,P:1953,26/02/2025,08:12,INV,13
302773,P:1954,22/02/2025,12:25,INV,5
302774,P:1957,28/02/2025,08:28,INV,7
302777,P:1958,22/02/2025,14:40,INV,7
302782,P:1976,08/02/2025,08:56,INV,8
302783,P:1976,28/02/2025,11:35,INV,8
302786,P:1984,15/02/2025,13:21,INV,7
302787,P:1984,04/02/2025,11:44,INV,2
302788,P:1986,08/02/2025,10:30,INV,15
302789,P:1986,22/02/2025,13:48,INV,10
302791,P:1986,16/02/2025,14:02,INV,12
302792,P:1991,06/02/2025,13:11,INV,5
302794,P:1991,07/02/2025,18:30,INV,10
302799,P:1996,17/02/2025,09:34,INV,6
302800,P:1996,13/02/2025,11:54,INV,11
302805,P:2007,26/02/2025,08:47,INV,5
302808,P:2010,23/02/2025,11:32,INV,8
302810,P:2010,24/02/2025,12:30,INV,8
302812,P:2011,27/02/2025,14:18,INV,15
302815,P:2016,23/02/2025,12:58,INV,3
302817,P:2025,04/02/2025,14:45,INV,13
302818,P:2025,25/02/2025,08:10,INV,3
302819,P:2027,02/02/2025,09:45,INV,4
302820,P:2031,27/02/2025,13:56,INV,5
302826,P:2040,22/02/2025,13:43,INV,6
302828,P:2045,17/02/2025,18:43,INV,6
302833,P:2061,28/02/2025,08:22,INV,10
302834,P:2061,04/02/2025,13:57,INV,7
302835,P:2063,14/02/2025,16:46,INV,10
302836,P:2063,26/02/2025,08:23,INV,10
302839,P:2076,07/02/2025,15:37,INV,9
9302839,P:2076,07/02/2025,17:37,CR,2
302843,P:2087,03/02/2025,13:44,INV,11
302844,P:2091,25/02/2025,11:12,INV,7
302846,P:2098,25/02/2025,08:39,INV,4
302848,P:2100,03/02/2025,13:03,INV,3
302849,P:2100,28/02/2025,16:38,INV,6
302850,P:2100,06/02/2025,13:44,INV,2
302851,P:2101,12/02/2025,13:42,INV,8
302853,P:2104,12/02/2025,11:38,INV,9
302854,P:2104,04/02/2025,13:39,INV,3
302856,P:2107,23/02/2025,15:46,INV,8
302858,P:2109,02/02/2025,10:04,INV,8
302860,P:2113,06/02/2025,16:27,INV,8
302861,P:2120,17/02/2025,09:55,INV,14
302863,P:2123,16/02/2025,14:31,INV,9
302864,P:2123,28/02/2025,11:40,INV,9
302865,P:2126,22/02/2025,12:09,INV,5
302866,P:2130,07/02/2025,10:41,INV,4
302869,P:2130,03/02/2025,11:08,INV,13
302872,P:2133,15/02/2025,18:56,INV,10
302873,P:2134,15/02/2025,18:47,INV,5
302874,P:2138,10/02/2025,08:07,INV,10
302878,P:2146,16/02/2025,08:41,INV,6
302880,P:2153,06/02/2025,14:58,INV,8
302883,P:2163,14/02/2025,14:14,INV,4
302884,P:2173,22/02/2025,11:12,INV,2
302885,P:2175,11/02/2025,08:07,INV,6
302886,P:2175,01/02/2025,13:53,INV,12
302889,P:2176,24/02/2025,13:19,INV,5
9302889,P:2176,24/02/2025,20:19,CR,2
302891,P:2181,02/02/2025,13:12,INV,6
302892,P:2181,06/02/2025,13:40,INV,7
302893,P:2186,08/02/2025,13:11,INV,6
302899,P:2201,06/02/2025,14:54,INV,7
302900,P:2201,24/02/2025,11:58,INV,5
302901,P:2206,21/02/2025,13:00,INV,3
302904,P:2208,19/02/2025,13:19,INV,7
302905,P:2208,24/02/2025,09:22,INV,5
302906,P:2215,28/02/2025,16:08,INV,13
302908,P:2221,05/02/2025,17:09,INV,5
302910,P:2230,17/02/2025,14:38,INV,7
302912,P:2231,21/02/2025,14:01,INV,10
302917,P:2234,22/02/2025,08:55,INV,10
302921,P:2237,10/02/2025,08:01,INV,5
302924,P:2240,19/02/2025,09:44,INV,7
302926,P:2244,14/02/2025,14:38,INV,7
302927,P:2244,07/02/2025,14:27,INV,5
302928,P:2245,22/02/2025,12:37,INV,13
302930,P:2247,28/02/2025,10:10,INV,5
302933,P:2247,21/02/2025,08:42,INV,9
302938,P:2255,07/02/2025,08:18,INV,6
302939,P:2258,06/02/2025,13:36,INV,4
302941,P:2258,04/02/2025,08:39,INV,7
302942,P:2259,23/02/2025,17:58,INV,2
302944,P:2264,22/02/2025,13:41,INV,6
302945,P:2265,09/02/2025,10:03,INV,6
302946,P:2265,08/02/2025,11:38,INV,11
302947,P:2266,21/02/2025,13:28,INV,6
302948,P:2271,20/02/2025,11:28,INV,6
302953,P:2291,19/02/2025,11:38,INV,10
302954,P:2291,27/02/2025,15:00,INV,5
302955,P:2292,25/02/2025,17:12,INV,11
302956,P:2292,16/02/2025,10:48,INV,4
302958,P:2293,16/02/2025,10:09,INV,4
302959,P:2295,22/02/2025,14:13,INV,7
302961,P:2297,26/02/2025,17:45,INV,4
302963,P:2300,20/02/2025,12:46,INV,8
302966,P:2301,14/02/2025,12:48,INV,10
302971,P:2306,01/02/2025,15:05,INV,6
302972,P:2306,01/02/2025,09:42,INV,5
302974,P:2324,05/02/2025,08:20,INV,7
302976,P:2327,08/02/2025,08:09,INV,14
9302976,P:2327,08/02/2025,15:09,CR,2
302977,P:2328,12/02/2025,10:49,INV,7
302978,P:2335,13/02/2025,15:13,INV,2
302979,P:2336,10/02/2025,12:57,INV,7
302980,P:2336,07/02/2025,15:23,INV,11
302981,P:2336,25/02/2025,11:35,INV,6
302982,P:2337,27/02/2025,13:08,INV,4
302985,P:2337,19/02/2025,12:54,INV,9
302988,P:2340,19/02/2025,13:16,INV,3
302989,P:2347,26/02/2025,12:57,INV,6
302992,P:2349,15/02/2025,11:15,INV,10
302994,P:2359,11/02/2025,15:41,INV,9
302995,P:2365,24/02/2025,10:16,INV,6
302997,P:2368,05/02/2025,10:27,INV,7
302998,P:2368,07/02/2025,08:22,INV,9
303000,P:2372,05/02/2025,12:26,INV,2
303003,P:2377,23/02/2025,12:21,INV,7
303004,P:2377,18/02/2025,13:56,INV,7
303007,P:2378,16/02/2025,14:58,INV,4
303008,P:2378,18/02/2025,08:54,INV,5
303012,P:2381,27/02/2025,17:30,INV,7
303013,P:2381,05/02/2025,11:30,INV,8
303014,P:2381,05/02/2025,14:30,INV,5
303016,P:2391,11/02/2025,10:40,INV,8
303017,P:2395,18/02/2025,16:27,INV,13
303019,P:2396,25/02/2025,10:45,INV,15
303021,P:2398,18/02/2025,16:38,INV,3
303024,P:2399,05/02/2025,08:58,INV,4
303026,P:2405,20/02/2025,09:30,INV,7
303027,P:2411,17/02/2025,11:56,INV,10
303028,P:2411,03/02/2025,09:34,INV,11
303029,P:2412,13/02/2025,11:35,INV,5
303031,P:2417,11/02/2025,10:37,INV,3
303032,P:2418,07/02/2025,17:49,INV,4
303033,P:2419,01/02/2025,09:29,INV,2
303035,P:2425,10/02/2025,11:29,INV,6
303036,P:2428,03/02/2025,17:19,INV,3
303037,P:2442,09/02/2025,12:49,INV,8
303039,P:2447,09/02/2025,15:47,INV,8
303040,P:2448,04/02/2025,08:08,INV,5
303042,P:2450,19/02/2025,16:22,INV,5
303043,P:2451,21/02/2025,13:19,INV,7
303046,P:2455,01/02/2025,12:23,INV,10
303047,P:2455,26/02/2025,10:26,INV,6
303052,P:2468,06/02/2025,13:32,INV,5
303054,P:2484,28/02/2025,12:36,INV,5
303056,P:2486,19/02/2025,12:36,INV,5
303058,P:2487,17/02/2025,14:21,INV,6
303059,P:2490,20/02/2025,11:26,INV,6
303060,P:2490,19/02/2025,10:54,INV,5
303063,P:2496,25/02/2025,14:21,INV,13
303065,P:2514,15/02/2025,12:10,INV,4
303066,P:2514,28/02/2025,08:28,INV,5
303067,P:2514,24/02/2025,17:04,INV,14
303068,P:2514,06/02/2025,12:32,INV,4
303069,P:2517,27/02/2025,13:23,INV,4
303070,P:2517,20/02/2025,17:14,INV,8
303071,P:2518,15/02/2025,14:06,INV,6
303073,P:2525,21/02/2025,11:34,INV,3
303074,P:2535,09/02/2025,12:24,INV,5
303075,P:2535,22/02/2025,13:09,INV,9
303076,P:2538,08/02/2025,08:05,INV,10
303078,P:2539,13/02/2025,10:07,INV,10
303079,P:2539,16/02/2025,14:26,INV,5
303080,P:2541,23/02/2025,15:47,INV,15
303081,P:2542,08/02/2025,11:52,INV,8
303082,P:2542,24/02/2025,15:01,INV,8
303083,P:2544,17/02/2025,11:45,INV,10
303084,P:2544,15/02/2025,11:48,INV,3
303085,P:2546,04/02/2025,12:40,INV,5
303086,P:2549,02/02/2025,15:27,INV,6
303089,P:2555,07/02/2025,13:31,INV,7
303092,P:2560,16/02/2025,10:14,INV,5
9303092,P:2560,16/02/2025,12:14,CR,2
303096,P:2563,28/02/2025,08:34,INV,3
303097,P:2563,24/02/2025,16:20,INV,2
303098,P:2563,26/02/2025,10:34,INV,8
9303098,P:2563,26/02/2025,11:34,CR,2
303101,P:2563,03/02/2025,15:19,INV,2
303104,P:2572,25/02/2025,10:03,INV,5
303106,P:2576,09/02/2025,08:12,INV,7
303107,P:2580,03/02/2025,11:13,INV,7
303108,P:2580,24/02/2025,20:00,INV,7
303109,P:2580,11/02/2025,12:07,INV,3
303110,P:2582,15/02/2025,14:08,INV,4
303111,P:2584,05/02/2025,08:28,INV,4
303120,P:2601,11/02/2025,15:11,INV,15
303121,P:2602,18/02/2025,15:44,INV,4
303125,P:2607,24/02/2025,10:35,INV,5
303129,P:2611,06/02/2025,18:37,INV,12
303131,P:2621,15/02/2025,09:38,INV,7
303134,P:2623,17/02/2025,08:52,INV,5
303135,P:2623,23/02/2025,14:36,INV,8
303136,P:2625,13/02/2025,08:46,INV,10
303139,P:2633,25/02/2025,14:32,INV,4
303140,P:2634,13/02/2025,11:59,INV,7
303142,P:2634,05/02/2025,12:17,INV,9
303143,P:2636,02/02/2025,11:18,INV,5
303144,P:2636,03/02/2025,12:10,INV,4
303145,P:2637,21/02/2025,18:54,INV,4
303146,P:2643,08/02/2025,10:52,INV,2
303148,P:2643,13/02/2025,10:40,INV,7
303151,P:2648,23/02/2025,15:42,INV,4
9303151,P:2648,23/02/2025,16:42,CR,2
303152,P:2649,17/02/2025,15:12,INV,10
303154,P:2652,11/02/2025,11:41,INV,10
303155,P:2655,02/02/2025,11:25,INV,7
303156,P:2662,24/02/2025,11:11,INV,7
303158,P:2668,07/02/2025,12:48,INV,11
303160,P:2669,17/02/2025,09:50,INV,11
303163,P:2670,06/02/2025,12:37,INV,10
303165,P:2671,04/02/2025,08:05,INV,2
303166,P:2673,09/02/2025,11:00,INV,5
303167,P:2673,25/02/2025,16:08,INV,4
303168,P:2673,16/02/2025,12:21,INV,5
303169,P:2673,02/02/2025,16:42,INV,10
303173,P:2684,07/02/2025,13:39,INV,5
303176,P:2695,24/02/2025,12:12,INV,8
303179,P:2697,21/02/2025,09:28,INV,3
303181,P:2702,11/02/2025,11:04,INV,11
303182,P:2703,05/02/2025,14:02,INV,2
303183,P:2705,16/02/2025,13:07,INV,4
303184,P:2705,15/02/2025,15:09,INV,3
303185,P:2705,06/02/2025,12:23,INV,6
303188,P:2707,12/02/2025,12:49,INV,8
303190,P:2712,13/02/2025,09:21,INV,4
303191,P:2715,13/02/2025,13:31,INV,10
303195,P:2716,03/02/2025,17:44,INV,4
303197,P:2721,01/02/2025,08:09,INV,4
303205,P:2730,20/02/2025,13:00,INV,4
303206,P:2735,12/02/2025,16:51,INV,5
303210,P:2739,24/02/2025,08:01,INV,6
303211,P:2739,11/02/2025,16:03,INV,5
303212,P:2739,12/02/2025,17:40,INV,5
303215,P:2749,10/02/2025,11:48,INV,6
303216,P:2750,07/02/2025,17:40,INV,13
303217,P:2750,05/02/2025,16:07,INV,9
303218,P:2753,15/02/2025,09:23,INV,9
303219,P:2753,16/02/2025,11:19,INV,8
303220,P:2753,04/02/2025,12:40,INV,6
303221,P:2754,06/02/2025,09:49,INV,8
303222,P:2754,24/02/2025,08:37,INV,3
303224,P:2754,05/02/2025,14:38,INV,7
303227,P:2760,13/02/2025,08:50,INV,3
303230,P:2783,08/02/2025,12:37,INV,2
303231,P:2786,02/02/2025,10:15,INV,7
303234,P:2790,22/02/2025,17:50,INV,2
303235,P:2790,12/02/2025,09:25,INV,2
303236,P:2792,02/02/2025,10:19,INV,2
303237,P:2792,14/02/2025,17:49,INV,7
303238,P:2795,27/02/2025,10:51,INV,6
303240,P:2795,06/02/2025,10:57,INV,7
303243,P:2795,05/02/2025,15:24,INV,6
303244,P:2796,18/02/2025,15:49,INV,5
303246,P:2796,01/02/2025,11:53,INV,12
303247,P:2798,18/02/2025,08:25,INV,2
303248,P:2798,10/02/2025,12:17,INV,8
303249,P:2798,22/02/2025,09:15,INV,4
303250,P:2798,28/02/2025,09:51,INV,14
303254,P:1006,21/03/2025,23:15,INV,6
303255,P:1009,14/03/2025,18:28,INV,7
303257,P:1011,12/03/2025,14:22,INV,3
