id,name,class,governorate,area,opens_at_hh,closes_at_hh,sales_rep_id,registered_on,status_code,phone_last4,lat,lon
1486,Angel Pharmacy - Nasr,,Cairo,Nasr City,8,23,2,2025-04-24,0,8695,30.049872,31.333401
1487,Family Pharmacy - Nasr,,Cairo,Nasr City,8,23,2,2025-07-24,2,3160,30.04272,31.357433
1488,Green Leaf Pharmacy - Banha,,Cairo,Nasr City,9,1,2,2025-02-16,0,7889,30.059846,31.365201
1489,El Nasr Pharmacy - Maadi,,Cairo,Nasr City,8,23,2,2024-09-02,0,7634,30.049459,31.347935
1490,Dr Medhat Pharmacy,,Cairo,Nasr City,9,1,2,2025-07-04,0,8805,30.055111,31.371635
1491,Elite Pharmacy,,Cairo,Nasr City,10,23,2,2024-10-15,0,4027,30.062553,31.344514
1492,Family Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-07-22,0,5196,30.049519,31.33896
1493,City Care Pharmacy,,Cairo,Nasr City,10,23,2,2025-06-09,0,7048,30.053917,31.331237
1494,Seha First Pharmacy - Nozha,,Cairo,Nasr City,9,23,2,2025-01-11,0,5296,30.04376,31.361383
1495,Silver Care Pharmacy - Marg,,Cairo,Nasr City,10,23,2,2025-04-08,0,8714,30.058621,31.369571
1496,Metro Pharmacy,,Cairo,Nasr City,9,2,2,2025-03-31,1,8268,30.051927,31.344006
1497,El Zahraa Pharmacy,,Cairo,Nasr City,8,2,2,2024-11-22,0,5874,30.041162,31.334939
1498,El Zahraa Pharmacy - Nasr,,Cairo,Nasr City,8,23,2,2025-04-20,0,5746,30.060967,31.337508
1499,Misr Pharmacy,,Cairo,Nasr City,9,23,2,2025-02-24,1,9939,30.047769,31.374145
1500,Salamtek Pharmacy - Smouha,,Cairo,Nasr City,9,23,2,2025-05-26,2,3453,30.052166,31.35884
1501,Health Gate Pharmacy,,Cairo,Nasr City,8,23,2,2025-08-07,0,6681,30.060041,31.351231
1502,Pharma Plus - Square,,Cairo,Nasr City,8,2,2,2025-07-25,0,1330,30.047573,31.367989
1503,City Care Pharmacy,,Cairo,Nasr City,9,23,2,2025-05-18,1,2732,30.054821,31.342885
1504,Misr Pharmacy,,Cairo,Nasr City,9,23,2,2024-12-10,0,5433,30.045509,31.366431
1505,Salamtek Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2024-11-08,2,5357,30.063343,31.358358
1506,Health Gate Pharmacy - Nasr,,Cairo,Nasr City,8,23,2,2025-06-21,0,9588,30.051386,31.332559
1507,Seha First Pharmacy,,Cairo,Nasr City,8,2,2,2025-05-18,1,3295,30.04267,31.355437
1508,Union Pharm,,Cairo,Nasr City,9,23,2,2025-06-10,1,1895,30.055106,31.364821
1509,Salamtek Pharmacy - Oct City,,Cairo,Nasr City,9,2,2,2025-06-12,0,4976,30.046701,31.347843
1510,Dr Medhat Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2024-09-15,0,4401,30.052328,31.372906
1511,Life Line Pharmacy,,Cairo,Nasr City,8,23,2,2025-04-20,0,1590,30.065429,31.346435
1512,Green Leaf Pharmacy,,Cairo,Nasr City,10,23,2,2024-09-18,0,6090,30.049615,31.338784
1513,Salamtek Pharmacy - Nasr,,Cairo,Nasr City,8,1,2,2025-07-28,0,9017,30.056318,31.330512
1514,Alpha Pharma - Nasr,,Cairo,Nasr City,9,23,2,2025-07-12,0,7550,30.042184,31.361459
1515,Seha First Pharmacy,,Cairo,Nasr City,9,23,2,2025-07-25,0,3384,30.060285,31.368626
1516,Pharma Plus,,Cairo,Nasr City,9,23,2,2025-09-07,0,3180,30.050776,31.345363
1517,Blue Wave Pharmacy - Marg,,Cairo,Nasr City,8,23,2,2025-04-29,0,7575,30.044555,31.334119
1518,Hope Pharmacy,,Cairo,Nasr City,9,23,2,2024-12-18,0,7177,30.059384,31.336578
1519,Star Care Pharmacy - Nasr,,Cairo,Nasr City,10,1,2,2025-06-07,0,7385,30.048226,31.373308
1520,El Baraka Pharmacy - Faisal,,Cairo,Nasr City,9,23,2,2025-07-31,0,5068,30.052519,31.360881
1521,Mira Pharmacy - Marg,,Cairo,Nasr City,9,23,2,2025-03-01,0,2406,30.059044,31.351022
1522,Green Leaf Pharmacy - Zayed,,Cairo,Nasr City,8,1,2,2025-06-12,0,4932,30.047213,31.370336
1523,Seha First Pharmacy - Helwan,,Cairo,Nasr City,9,1,2,2025-05-23,0,4931,30.053512,31.340617
1524,Green Leaf Pharmacy,,Cairo,Nasr City,9,23,2,2025-08-26,0,4351,30.046566,31.366879
1525,Mira Pharmacy,,Cairo,Nasr City,10,23,2,2024-12-22,0,5215,30.062727,31.358368
1526,El Tourath Pharmacy,,Cairo,Nasr City,8,23,2,2025-04-18,0,2932,30.050322,31.332532
1527,El Nasr Pharmacy - Agami,,Cairo,Nasr City,9,23,2,2025-08-28,0,8647,30.04443,31.355313
1528,Health Gate Pharmacy - Smouha,,Cairo,Nasr City,9,1,2,2025-02-03,0,6739,30.058615,31.367027
1529,Family Pharmacy,,Cairo,Nasr City,9,23,2,2024-12-23,0,6367,30.046944,31.347624
1530,Silver Care Pharmacy,,Cairo,Nasr City,9,23,2,2025-02-04,0,9372,30.052846,31.37195
1531,Misr Pharmacy,,Cairo,Nasr City,9,1,2,2025-04-15,0,4996,30.064903,31.344935
1532,Care 24 Seven - Nasr,,Cairo,Nasr City,10,2,2,2025-02-05,0,2382,30.04985,31.337362
1533,Al Amal Pharmacy,,Cairo,Nasr City,9,2,2,2025-04-21,0,7269,30.05608,31.330401
1534,Hope Pharmacy,,Cairo,Nasr City,9,23,2,2024-09-17,0,8355,30.043836,31.363071
1535,Star Care Pharmacy - Nasr,,Cairo,Nasr City,9,2,2,2024-11-28,0,5036,30.060525,31.368853
1536,Angel Pharmacy,,Cairo,Nasr City,8,23,2,2025-05-02,0,6213,30.051084,31.34691
1537,Star Care Pharmacy,,Cairo,Nasr City,8,23,2,2024-09-13,0,3934,30.045182,31.333784
1538,El Hokama Pharmacy - Nasr,,Cairo,Nasr City,9,2,2,2024-11-26,0,1598,30.057937,31.336289
1539,El Baraka Pharmacy - Rehab View,,Cairo,Nasr City,9,23,2,2025-02-16,0,3869,30.047114,31.375369
1540,Alpha Pharma - Imbaba,,Cairo,Nasr City,10,23,2,2025-08-08,0,2814,30.051195,31.359262
1541,El Baraka Pharmacy - Nasr,,Cairo,Nasr City,10,1,2,2025-07-01,0,4790,30.06021,31.350014
1542,Angel Pharmacy,,Cairo,Nasr City,8,23,2,2025-02-09,0,1527,30.047162,31.370554
1543,Mira Pharmacy,,Cairo,Nasr City,9,23,2,2025-06-13,0,9708,30.056384,31.341655
1544,Al Amal Pharmacy,,Cairo,Nasr City,8,23,2,2025-01-29,1,2512,30.045867,31.36583
1545,Elite Pharmacy,,Cairo,Nasr City,9,23,2,2025-01-23,2,8598,30.063634,31.357145
1546,Star Care Pharmacy - Dokki,,Cairo,Nasr City,8,23,2,2024-09-25,2,1267,30.049097,31.331367
1547,City Care Pharmacy - Nasr,,Cairo,Nasr City,8,23,2,2025-05-03,0,8219,30.043675,31.355899
1548,Dr Medhat Pharmacy - Shubra,,Cairo,Nasr City,10,23,2,2024-12-23,1,4812,30.05802,31.366879
1549,El Hokama Pharmacy,,Cairo,Nasr City,8,1,2,2025-06-30,0,2871,30.044924,31.34772
1550,Misr Pharmacy,,Cairo,Nasr City,8,23,2,2024-12-19,2,1474,30.055436,31.373446
1551,El Tourath Pharmacy,,Cairo,Nasr City,9,1,2,2024-09-27,0,4947,30.062323,31.345326
1552,Dr Medhat Pharmacy,,Cairo,Nasr City,8,2,2,2025-05-07,0,1229,30.051387,31.339447
1553,El Shifa Pharmacy,,Cairo,Nasr City,9,23,2,2025-04-08,0,4317,30.055827,31.33079
1554,El Nasr Pharmacy - Nasr,,Cairo,Nasr City,9,2,2,2025-02-27,2,2035,30.041921,31.359847
1555,Sunrise Pharmacy - Nasr,,Cairo,Nasr City,8,23,2,2025-03-23,0,2150,30.060325,31.367962
1556,Health Gate Pharmacy,,Cairo,Nasr City,9,23,2,2025-06-08,0,9382,30.052276,31.343938
1557,Salamtek Pharmacy - Nasr,,Cairo,Nasr City,8,23,2,2025-01-18,0,8308,30.044922,31.333141
1558,Care 24 Seven - Maadi,,Cairo,Nasr City,8,1,2,2025-06-13,2,9024,30.058113,31.336834
1559,El Faraby Pharmacy,,Cairo,Nasr City,9,23,2,2025-04-04,0,5672,30.047715,31.374708
1560,City Care Pharmacy - Marg,,Cairo,Nasr City,9,23,2,2025-01-20,0,8733,30.054116,31.360036
1561,Family Pharmacy - Shubra,,Cairo,Nasr City,9,23,2,2024-09-21,0,5915,30.0599,31.350122
1562,Sunrise Pharmacy - Oct City,,Cairo,Nasr City,9,23,2,2024-10-21,1,2902,30.049309,31.370713
1563,Salamtek Pharmacy - Square,,Cairo,Nasr City,8,23,2,2024-09-23,0,6777,30.054905,31.342817
1564,Family Pharmacy - Banha,,Cairo,Nasr City,8,23,2,2024-12-23,0,3465,30.04536,31.366095
1565,Pharma Plus - Rehab View,,Cairo,Nasr City,9,23,2,2024-10-07,2,9833,30.065174,31.358436
1566,Family Pharmacy,,Cairo,Nasr City,9,23,2,2025-02-26,0,1337,30.048875,31.333641
1567,El Zahraa Pharmacy - Nasr,,Cairo,Nasr City,8,23,2,2025-05-13,0,3898,30.044859,31.356041
1568,Union Pharm,,Cairo,Nasr City,9,1,2,2024-09-09,2,7994,30.057016,31.365061
1569,El Faraby Pharmacy - Nozha,,Cairo,Nasr City,8,23,2,2025-03-06,0,2142,30.047233,31.347944
1570,Hope Pharmacy,,Cairo,Nasr City,9,23,2,2025-01-31,0,1013,30.055788,31.371934
1571,El Baraka Pharmacy - Oct City,,Cairo,Nasr City,9,1,2,2025-01-07,2,4414,30.064777,31.345866
1572,El Hokama Pharmacy - Agami,,Cairo,Nasr City,9,23,2,2024-10-15,0,9764,30.049587,31.336834
1573,Silver Care Pharmacy,,Cairo,Nasr City,9,23,2,2025-04-19,0,7778,30.054947,31.33231
1574,Al Amal Pharmacy - Nasr,,Cairo,Nasr City,9,1,2,2025-04-24,0,8845,30.040626,31.363734
1575,Hope Pharmacy - Rehab View,,Cairo,Nasr City,9,2,2,2024-10-18,0,9981,30.061596,31.368971
1576,Star Care Pharmacy - Rehab View,,Cairo,Nasr City,9,23,2,2024-10-08,0,3720,30.049464,31.346028
1577,El Nasr Pharmacy - Nasr,,Cairo,Nasr City,10,1,2,2024-12-31,0,9788,30.04489,31.334923
1578,Better Life Pharmacy,,Cairo,Nasr City,9,2,2,2025-06-14,0,6869,30.060276,31.337007
1579,Union Pharm - Montaza,,Cairo,Nasr City,9,2,2,2025-08-31,0,6017,30.045824,31.375919
1580,Care 24 Seven - Smouha,,Cairo,Nasr City,9,1,2,2025-05-16,0,3804,30.05317,31.35708
1581,El Nasr Pharmacy - Oct City,,Cairo,Nasr City,9,1,2,2024-11-20,0,1192,30.060335,31.351179
1582,Pharma Plus,,Cairo,Nasr City,9,1,2,2024-09-15,0,5573,30.049245,31.371184
1583,Golden Care Pharmacy,,Cairo,Nasr City,9,23,2,2025-02-06,0,8587,30.0554,31.34276
1584,Dr Medhat Pharmacy - Square,,Cairo,Nasr City,9,23,2,2025-02-08,0,3688,30.045234,31.364818
1585,Green Leaf Pharmacy - Square,,Cairo,Nasr City,9,23,2,2025-07-12,0,7031,30.060815,31.358503
1586,El Shifa Pharmacy - Obour,,Cairo,Nasr City,10,1,2,2024-12-05,0,2972,30.049574,31.331379
1587,Al Amal Pharmacy - Nasr,,Cairo,Nasr City,10,23,2,2024-12-21,0,2094,30.043415,31.357337
1588,City Care Pharmacy - Nasr,,Cairo,Nasr City,9,1,2,2024-12-30,0,8040,30.057494,31.363667
1589,El Tourath Pharmacy - Rehab View,,Cairo,Nasr City,9,23,2,2025-03-28,0,6098,30.046905,31.350407
1590,Better Life Pharmacy,,Cairo,Nasr City,9,23,2,2025-08-10,0,2821,30.051854,31.371623
1591,Nile Care Pharmacy - Nasr,,Cairo,Nasr City,8,23,2,2025-08-16,0,7004,30.065332,31.344675
1592,El Faraby Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2024-11-15,0,3699,30.049528,31.336936
1593,Elite Pharmacy - Marg,,Cairo,Nasr City,9,1,2,2025-07-27,0,6479,30.056736,31.32934
1594,Misr Pharmacy - Haram,,Cairo,Nasr City,9,23,2,2024-11-09,0,5265,30.04158,31.360483
1595,Omega Pharmacy,,Cairo,Nasr City,8,1,2,2024-10-11,1,1671,30.058204,31.368683
1596,Al Amal Pharmacy,,Cairo,Nasr City,9,1,2,2024-11-24,0,1673,30.05117,31.344749
1597,El Hokama Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2024-10-01,0,3298,30.043369,31.335021
1598,Better Life Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2024-11-22,2,8159,30.05782,31.337523
1599,Star Care Pharmacy - Shubra,,Cairo,Nasr City,9,1,2,2025-08-01,0,7547,30.047923,31.376178
1600,El Hokama Pharmacy - Nasr,,Cairo,Nasr City,10,1,2,2024-12-15,0,7047,30.05291,31.359775
1601,El Faraby Pharmacy - Nasr,,Cairo,Nasr City,8,23,2,2025-06-12,0,6877,30.057289,31.348997
1602,Sunrise Pharmacy,,Cairo,Nasr City,10,2,2,2024-11-10,0,1688,30.045573,31.371529
1603,City Care Pharmacy - Montaza,,Cairo,Nasr City,9,1,2,2024-09-07,0,1663,30.056505,31.342589
1604,Dr Medhat Pharmacy - Marg,,Cairo,Nasr City,8,1,2,2025-08-12,0,7471,30.0443,31.364598
1605,Star Care Pharmacy - Smouha,,Cairo,Nasr City,8,23,2,2025-04-04,0,8910,30.060057,31.358506
1606,Union Pharm - Nasr,,Cairo,Nasr City,9,1,2,2025-02-28,0,9988,30.050603,31.334333
1607,El Nasr Pharmacy - Helwan,,Cairo,Nasr City,9,23,2,2025-04-19,0,5406,30.044142,31.353681
1608,Ebn Sina Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-04-03,0,7953,30.055728,31.363622
1609,El Shifa Pharmacy,,Cairo,Nasr City,9,1,2,2024-11-25,0,5206,30.048003,31.34775
1610,Elite Pharmacy,,Cairo,Nasr City,8,23,2,2025-06-15,0,5942,30.053668,31.371949
1611,Nile Care Pharmacy - Helwan,,Cairo,Nasr City,9,23,2,2024-09-17,1,8131,30.063953,31.34612
1612,Metro Pharmacy - Nasr,,Cairo,Nasr City,8,23,2,2025-01-22,0,1707,30.04774,31.338451
1613,Star Care Pharmacy - Faisal,,Cairo,Nasr City,8,2,2,2024-09-30,2,6189,30.055819,31.327738
1614,Al Nozha Pharmacy,,Cairo,Nasr City,8,23,2,2025-03-05,0,4092,30.044267,31.362392
1615,El Faraby Pharmacy - Marg,,Cairo,Nasr City,8,2,2,2025-05-01,1,3708,30.060329,31.368384
1616,Angel Pharmacy,,Cairo,Nasr City,9,23,2,2025-02-08,0,3800,30.049413,31.348679
1617,Golden Care Pharmacy,,Cairo,Nasr City,9,23,2,2025-02-03,0,3355,30.044139,31.333029
1618,Misr Pharmacy,,Cairo,Nasr City,9,23,2,2024-12-31,0,1836,30.058428,31.336607
1619,Life Line Pharmacy - Dokki,,Cairo,Nasr City,10,23,2,2025-06-09,0,3855,30.048839,31.376881
1620,Misr Pharmacy,,Cairo,Nasr City,8,23,2,2025-02-21,0,3835,30.054361,31.361323
1621,El Faraby Pharmacy,,Cairo,Nasr City,10,23,2,2024-09-26,0,6931,30.059925,31.349361
1622,Nile Care Pharmacy - Nasr,,Cairo,Nasr City,8,23,2,2025-03-10,0,1075,30.04878,31.37056
1623,Golden Care Pharmacy - Oct City,,Cairo,Nasr City,8,2,2,2024-09-17,1,9802,30.054372,31.342544
1624,Pharma Plus - Imbaba,,Cairo,Nasr City,9,1,2,2024-12-13,0,7622,30.046098,31.364472
1625,Green Leaf Pharmacy - Banha,,Cairo,Nasr City,9,1,2,2024-12-14,0,2987,30.060018,31.357071
1626,Elite Pharmacy - Nasr,,Cairo,Nasr City,9,1,2,2024-11-20,0,3359,30.05045,31.332535
1627,Alpha Pharma - Nasr,,Cairo,Nasr City,8,2,2,2025-01-25,1,6548,30.045366,31.355714
1628,Metro Pharmacy - Square,,Cairo,Nasr City,8,2,2,2025-06-03,0,5150,30.057905,31.363873
1629,Better Life Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-01-10,0,5600,30.046808,31.348081
1630,El Baraka Pharmacy - Marg,,Cairo,Nasr City,9,23,2,2025-05-12,0,8495,30.052263,31.369501
1631,Omega Pharmacy - Zayed,,Cairo,Nasr City,8,23,2,2025-02-28,0,9652,30.064655,31.346172
1632,Omega Pharmacy - Square,,Cairo,Nasr City,8,2,2,2024-11-14,0,7603,30.050656,31.337914
1633,Silver Care Pharmacy,,Cairo,Nasr City,10,23,2,2024-10-15,0,5221,30.056518,31.332084
1634,Green Leaf Pharmacy - Montaza,,Cairo,Nasr City,9,1,2,2025-06-08,0,5550,30.043137,31.362468
1635,Al Amal Pharmacy,,Cairo,Nasr City,9,23,2,2024-11-04,0,8819,30.060141,31.36831
1636,Hope Pharmacy,,Cairo,Nasr City,9,23,2,2025-06-06,0,6729,30.050184,31.345113
1637,Star Care Pharmacy - Nasr,,Cairo,Nasr City,10,1,2,2025-05-19,2,6217,30.04689,31.334102
1638,Golden Care Pharmacy - Shubra,,Cairo,Nasr City,9,23,2,2025-02-15,0,3580,30.05651,31.340467
1639,El Shifa Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-02-22,0,4304,30.047724,31.375824
1640,Ebn Sina Pharmacy - Smouha,,Cairo,Nasr City,10,1,2,2025-04-02,0,4715,30.054324,31.361268
1641,Elite Pharmacy - Rehab View,,Cairo,Nasr City,8,23,2,2025-03-17,0,7092,30.05952,31.352703
1642,Nile Care Pharmacy - Agami,,Cairo,Nasr City,9,1,2,2024-10-11,0,6606,30.049263,31.371609
1643,Silver Care Pharmacy - Square,,Cairo,Nasr City,9,23,2,2024-10-20,1,5381,30.054121,31.340558
1644,Alpha Pharma,,Cairo,Nasr City,9,1,2,2025-07-07,1,9813,30.044449,31.364827
1645,Mira Pharmacy - Nasr,,Cairo,Nasr City,8,23,2,2024-11-01,0,5880,30.060831,31.356283
1646,Hope Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-03-30,0,4826,30.050241,31.333219
1647,Silver Care Pharmacy - Zayed,,Cairo,Nasr City,10,23,2,2024-09-01,0,1128,30.044624,31.357101
1648,Health Gate Pharmacy,,Cairo,Nasr City,10,1,2,2024-09-29,0,6007,30.058559,31.364135
1649,El Tourath Pharmacy,,Cairo,Nasr City,9,1,2,2025-03-06,0,6423,30.044589,31.347514
1650,Angel Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2024-12-15,1,5455,30.053994,31.372809
1651,Life Line Pharmacy - Nasr,,Cairo,Nasr City,10,23,2,2025-06-11,2,4429,30.062832,31.344446
1652,Nile Care Pharmacy - Obour,,Cairo,Nasr City,8,23,2,2025-07-02,0,6172,30.047598,31.336983
1653,Better Life Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-01-30,1,4708,30.057299,31.330125
1654,Dr Medhat Pharmacy,,Cairo,Nasr City,9,23,2,2025-08-16,0,8493,30.045337,31.361877
1655,Dr Medhat Pharmacy - Nozha,,Cairo,Nasr City,9,23,2,2025-08-19,0,4819,30.059454,31.366981
1656,Silver Care Pharmacy - Nozha,,Cairo,Nasr City,8,23,2,2025-02-18,0,6739,30.051084,31.346245
1657,El Shifa Pharmacy - Nozha,,Cairo,Nasr City,9,23,2,2024-11-20,0,2473,30.043866,31.334284
1658,Green Leaf Pharmacy - Nasr,,Cairo,Nasr City,8,23,2,2025-02-28,1,2155,30.060834,31.337086
1659,Silver Care Pharmacy - Square,,Cairo,Nasr City,9,23,2,2025-04-23,1,8647,30.050627,31.37485
1660,Elite Pharmacy - Agami,,Cairo,Nasr City,10,23,2,2025-07-27,0,3602,30.051457,31.358259
1661,Dr Medhat Pharmacy - Banha,,Cairo,Nasr City,8,23,2,2025-05-24,0,9737,30.05833,31.34975
1662,Union Pharm - Obour,,Cairo,Nasr City,8,1,2,2024-10-05,0,3031,30.04798,31.371814
1663,Family Pharmacy - Obour,,Cairo,Nasr City,9,1,2,2025-05-11,0,2326,30.055885,31.34064
1664,City Care Pharmacy,,Cairo,Nasr City,9,23,2,2025-09-08,0,9517,30.04628,31.365798
1665,Salamtek Pharmacy,,Cairo,Nasr City,9,1,2,2025-08-03,0,2447,30.062428,31.356848
1666,Hope Pharmacy - Agami,,Cairo,Nasr City,8,1,2,2024-09-07,0,1994,30.04904,31.334522
1667,Salamtek Pharmacy,,Cairo,Nasr City,9,2,2,2025-06-21,0,4509,30.043735,31.357009
1668,Al Amal Pharmacy - Shubra,,Cairo,Nasr City,8,23,2,2025-05-12,1,4817,30.057733,31.362836
1669,City Care Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2024-10-17,0,8001,30.046173,31.349862
1670,Misr Pharmacy - Square,,Cairo,Nasr City,8,23,2,2024-11-22,0,8242,30.052617,31.370866
1671,Health Gate Pharmacy - Nasr,,Cairo,Nasr City,9,1,2,2024-12-19,0,8172,30.065408,31.344556
1672,Elite Pharmacy - Shubra,,Cairo,Nasr City,8,1,2,2025-04-20,0,8047,30.050448,31.339606
1673,El Shifa Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2024-11-17,1,6942,30.057794,31.330309
1674,El Hokama Pharmacy,,Cairo,Nasr City,8,1,2,2024-12-21,0,5964,30.042239,31.361762
1675,Nile Care Pharmacy - Marg,,Cairo,Nasr City,9,23,2,2025-01-10,1,7580,30.0592,31.368966
1676,Silver Care Pharmacy,,Cairo,Nasr City,9,23,2,2025-03-06,0,5597,30.053031,31.345838
1677,Alpha Pharma - Rehab View,,Cairo,Nasr City,8,23,2,2025-06-09,1,5101,30.044501,31.334388
1678,Ebn Sina Pharmacy,,Cairo,Nasr City,9,23,2,2025-04-27,1,4981,30.058407,31.337041
1679,Al Nozha Pharmacy - Nasr,,Cairo,Nasr City,10,23,2,2025-08-27,0,5786,30.048523,31.374395
1680,Mira Pharmacy,,Cairo,Nasr City,8,1,2,2025-08-07,0,2322,30.055212,31.359511
1681,Elite Pharmacy - Oct City,,Cairo,Nasr City,9,23,2,2025-04-25,0,6020,30.061167,31.351203
1682,Omega Pharmacy,,Cairo,Nasr City,9,23,2,2025-08-10,0,8023,30.045815,31.370253
1683,Dr Medhat Pharmacy - Helwan,,Cairo,Nasr City,9,23,2,2025-01-11,0,8605,30.054884,31.341479
1684,Care 24 Seven - Obour,,Cairo,Nasr City,9,23,2,2025-07-01,0,5098,30.046604,31.365277
1685,El Hokama Pharmacy,,Cairo,Nasr City,8,1,2,2025-08-27,0,1121,30.05949,31.356985
1686,Union Pharm - Nasr,,Cairo,Nasr City,9,1,2,2024-11-01,0,9004,30.05158,31.334814
1687,Care 24 Seven,,Cairo,Nasr City,9,23,2,2025-05-11,0,8735,30.044559,31.357143
1688,Dr Medhat Pharmacy - Rehab View,,Cairo,Nasr City,10,23,2,2025-01-10,0,7700,30.057296,31.366196
1689,Misr Pharmacy,,Cairo,Nasr City,9,23,2,2024-09-14,0,5045,30.048118,31.347179
1690,El Hokama Pharmacy,,Cairo,Nasr City,9,1,2,2025-07-17,0,8618,30.053033,31.371129
1691,El Tourath Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-09-11,0,7751,30.063018,31.345812
1692,Al Nozha Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-06-19,0,3707,30.048041,31.340179
1693,El Zahraa Pharmacy - Nasr,,Cairo,Nasr City,8,2,2,2025-02-27,0,5608,30.057096,31.33101
1694,Pharma Plus - Obour,,Cairo,Nasr City,9,23,2,2025-03-13,0,8739,30.0395,31.361562
1695,Misr Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-01-15,0,4446,30.061379,31.366973
1696,Hope Pharmacy,,Cairo,Nasr City,8,2,2,2025-01-21,0,2471,30.051545,31.34464
1697,Mira Pharmacy,,Cairo,Nasr City,8,2,2,2024-09-02,0,7076,30.04454,31.333837
1698,Misr Pharmacy - Nozha,,Cairo,Nasr City,9,23,2,2025-07-03,0,9132,30.057295,31.336028
1699,Life Line Pharmacy - Nasr,,Cairo,Nasr City,10,23,2,2024-12-29,0,2373,30.048497,31.376025
1700,Omega Pharmacy,,Cairo,Nasr City,9,1,2,2025-03-10,0,6547,30.051824,31.35938
1701,Salamtek Pharmacy - Obour,,Cairo,Nasr City,10,23,2,2025-01-29,1,9462,30.058495,31.35058
1702,Silver Care Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2025-01-20,0,3847,30.047532,31.369022
1703,Metro Pharmacy,,Cairo,Nasr City,9,23,2,2024-11-12,2,6911,30.056521,31.344619
1704,Sunrise Pharmacy - Nasr,,Cairo,Nasr City,8,23,2,2025-01-23,0,8305,30.045207,31.363668
1705,Health Gate Pharmacy - Agami,,Cairo,Nasr City,9,23,2,2024-10-28,1,7068,30.060712,31.357803
1706,Star Care Pharmacy,,Cairo,Nasr City,10,23,2,2025-03-08,0,4878,30.048348,31.333202
1707,El Hokama Pharmacy - Nasr,,Cairo,Nasr City,9,2,2,2025-03-13,0,1303,30.041499,31.355823
1708,Family Pharmacy,,Cairo,Nasr City,8,23,2,2025-01-28,0,4188,30.057694,31.36609
1709,Sunrise Pharmacy,,Cairo,Nasr City,8,1,2,2024-11-26,0,3117,30.046176,31.347056
1710,Family Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2024-09-06,0,5731,30.05338,31.373616
1711,Metro Pharmacy,,Cairo,Nasr City,9,23,2,2025-08-16,0,2761,30.064584,31.343512
1712,El Zahraa Pharmacy - Faisal,,Cairo,Nasr City,10,23,2,2024-12-01,1,6794,30.047623,31.337278
1713,El Nasr Pharmacy - Nozha,,Cairo,Nasr City,10,23,2,2025-05-28,0,4056,30.058426,31.331228
1714,Mira Pharmacy - Banha,,Cairo,Nasr City,9,23,2,2025-02-21,0,4357,30.03996,31.360659
1715,Care 24 Seven - Nasr,,Cairo,Nasr City,9,23,2,2025-04-09,2,2142,30.060807,31.370931
1716,El Nasr Pharmacy - Imbaba,,Cairo,Nasr City,9,1,2,2025-05-03,0,3192,30.051149,31.34376
1717,Elite Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2024-10-03,0,2497,30.045711,31.333837
1718,Blue Wave Pharmacy - Banha,,Cairo,Nasr City,8,23,2,2024-10-04,0,2288,30.059129,31.33528
1719,Elite Pharmacy - Zayed,,Cairo,Nasr City,9,23,2,2025-07-04,0,7483,30.046376,31.375104
1720,Salamtek Pharmacy - Nasr,,Cairo,Nasr City,8,23,2,2025-03-23,0,4706,30.050366,31.360155
1721,Omega Pharmacy - Rehab View,,Cairo,Nasr City,8,1,2,2025-02-05,0,8793,30.058122,31.350746
1722,Blue Wave Pharmacy,,Cairo,Nasr City,8,23,2,2025-02-05,0,3527,30.048445,31.370343
1723,Star Care Pharmacy - Montaza,,Cairo,Nasr City,8,23,2,2025-05-30,1,8303,30.055908,31.342564
1724,Better Life Pharmacy - Nasr,,Cairo,Nasr City,9,23,2,2024-12-28,0,1227,30.045695,31.364374
1725,Al Amal Pharmacy,,Cairo,Nasr City,9,23,2,2024-11-22,0,2034,30.06225,31.358117
1726,Metro Pharmacy - Nozha,,Cairo,Nasr City,8,23,2,2024-10-06,0,7721,30.049445,31.334704
1727,Golden Care Pharmacy,,Cairo,Nasr City,9,1,2,2025-03-25,0,3736,30.041706,31.354491
1728,Alpha Pharma - Shubra,,Cairo,Nasr City,9,1,2,2025-01-08,0,6588,30.056937,31.364231
