invoice_no,account_name,branch_code,entry_date,entry_time,account_address,governorate,area,gross_value,total_discount,total_after_discount,line_count,record_state
321079,EL Hope Faisal,714,02022026,08:30:57,,Giza,Mohandessin,5022.51,613.91,4408.60,7,
321080,hope faisal (2),770,09022026,13:19:07,,Giza,Faisal,3985.22,563.97,3421.25,7,CLSD
321081,El-ope faisal 6th Zone,706,11022026,08:29:15,"115 9th District st., near market, Faisal",,,2974.75,689.95,2284.80,6,CLSD
321082,EL AL NOZHA AMADI 04436,728,12022026,15:12:22,,,,5517.82,588.23,4929.59,3,CLSD
321083,Al Nozha Maadi Main Roa9d41,711,24022026,18:08:25,"70 Sudan st., near school, faisal",,,4523.75,763.39,3760.36,8,
321084,PY/elite faisal br.2,739,23022026,16:26:40,,Giza,Mohandessin,3566.96,839.14,2727.82,6,
321085,PH Angel Haram,728,06022026,10:49:48,,,,1761.92,226.94,1534.98,4,
321086,El-Angel Faisl br.2,704,09022026,09:24:05,9 school Faisal,,,5254.37,331.83,4922.54,10,
321087,HOPE DOKKI 04,702,10022026,15:53:33,"51 Zayed st., near hospital, faisal",,,5344.21,700.10,4644.11,6,
321088,PY/sunris eBranch 2,739,20-Feb-2026,22:00:51,227 police st. Faisal,,,2748.59,610.74,2137.85,6,
321090,ANGEL MAADI WH-634,716,20022026,16:23:10,Faisal 173 9th District st. hospital,,,3968.12,369.53,3598.59,6,CLSD
321091,EL family faisal Main Road,727,18022026,15:36:13,41 bridge faisal,,,3304.77,686.77,2618.00,5,
321094,el union pharm obour (2),724,03022026,08:59:54,116 mosque Fisal,,,1422.20,203.44,1218.76,4,
321095,PY/Union Phar Obour,764,20022026,20:33:59,,,,9685.88,2114.62,7571.26,12,CLSD
321098,Ph/ebn sina Main Road,718,28-Feb-2026,18:23:28,23 park FAISAL,Giza,Faisal,2950.94,383.47,2567.47,7,
321099,ENB SINA Mall,778,08022026,12:17:16,128 metro Fasial,,,4492.61,804.78,3687.83,7,CLSD
321100,El-Ebn Sina,734,10022026,10:08:12,"180 Industrial Zone st., near hospital, Faaisal",,,3123.87,341.37,2782.50,6,
321102,dr medhat faisal Mall,763,07022026,13:35:27,72 park Faisal,Giza,Mohandessin,6402.43,1331.94,5070.49,10,CLSD
321103,dr medhat faisal Mall,774,01022026,17:14:27,,,,1013.46,91.18,922.28,2,
321105,PH DR WH-649,730,03-Feb-2026,12:15:35,,Giza,Mohandessin,8619.97,1629.03,6990.94,11,CLSD
321106,PH El Baraka Dokki,777,08022026,12:32:09,Faisal 220 Gamet Dewal st. square,,,8077.89,1491.65,6586.24,12,
321107,el el baraka dokki-A,720,25022026,20:29:59,,,,7619.90,1616.72,6003.18,6,
321108,el el baraka dokki-A,736,15022026,13:52:45,"142 Salah Salem st., near metro, Faisal",,,2843.19,466.96,2376.23,4,CLSD
321111,EL city care faisal 011,745,17022026,13:18:55,,,,5097.43,651.25,4446.18,7,
321113,EL BARAKA HELWAN 6th Zone,746,19-Feb-2026,18:34:59,Industrial Zone 126 - faisal,,,2055.31,269.29,1786.02,10,CLSD
321114,el baraka helwan806,716,05022026,11:42:45,,,,4145.32,319.10,3826.22,8,CLSD
321115,ALHA PHARMA Main Road,761,16-Feb-2026,15:58:32,"36 Mustafa Nahhas st., near gas station, Faisal",,,620.05,96.52,523.53,4,CLSD
321116,PH Alpha Pharma,702,27022026,22:07:05,Sudan 81 - Faisal,,,3821.13,485.61,3335.52,7,CLSD
321119,El Nasr Mall,715,15022026,09:15:02,141 park Faisal,,,3381.26,346.47,3034.79,9,
321121,PH Nile Care,733,27022026,16:17:03,4 market FAISAL,,,1512.89,253.48,1259.41,4,
321122,Nile Care-A,712,09022026,15:01:15,,,,4584.78,776.65,3808.13,7,
321123,Nile Care-A,766,24022026,17:07:05,,,,2607.72,650.13,1957.59,6,
321124,EL nile care-A,733,01022026,12:26:50,Faisal 158 Salah Salem st. metro,,,1565.27,217.09,1348.18,2,CLSD
321125,nile care Branch 1182,710,20022026,20:32:01,123 park faisal,,,1543.08,381.12,1161.96,7,
321126,el ANGEL FAISAL,724,21022026,20:19:51,51 square Faisal,,,1829.20,225.56,1603.64,4,CLSD
321127,El-angel faisa-A,745,16022026,11:12:58,217 park FAISAL,,,1686.66,234.68,1451.98,5,
321128,El-ANEL FAISAL Main Road,750,25022026,23:49:27,,,,2146.95,226.14,1920.81,6,CLSD
321129,el ANGEL FAISAL,779,28022026,23:40:15,,,,2847.39,688.03,2159.36,10,CLSD
321130,Dr Medhat Imbaba 6th Zone,706,11022026,08:35:43,121 bridge Faisal,,,1497.57,315.94,1181.63,3,CLSD
321131,PHH ope 011,747,20022026,23:08:33,,,,2000.20,238.31,1761.89,5,CLSD
321132,PH hope 6th Zone,775,08-Feb-2026,15:42:14,139 gas station Faisal,,,2766.87,655.73,2111.14,4,
321133,PH HOPE WH-677,708,25022026,23:06:01,,Giza,Faisal,2090.32,480.02,1610.30,3,
321134,El-ope 04,778,20022026,19:54:17,17 park Fisal,,,7805.00,1263.17,6541.83,11,CLSD
321135,DR MEDHAT MONTAZA Station St.,766,08-Feb-2026,13:18:00,105 metro Faiasl,,,3767.56,940.82,2826.74,8,
321136,DrM edhatt Montaza 6th Zone120,736,19-Feb-2026,21:35:10,Tahrir 90 - faisal,,,4600.78,747.80,3852.98,5,CLSD
321137,PH DR MEDHAT MONTAZA Mall729,717,17022026,13:33:51,,,,2380.38,237.68,2142.70,9,CLSD
321138,el union pharm faisal Mall,765,06-Feb-2026,14:45:35,"139 Autostrad st., near hospital, Fasial",,,5432.48,1349.05,4083.43,11,CLSD
321140,PH Greeen Leaf Squrae-A,769,10022026,13:53:45,Faisal 210 Horreya st. school,,,5349.49,1001.86,4347.63,9,CLSD
321142,PY/EL ZAHRAA FAISAL Banch 2,719,22022026,23:45:16,,,,6084.74,1256.70,4828.04,8,
321143,PH El Zahraa Faisal 6th Zone,718,08022026,16:22:29,,Giza,Faisal,5015.92,566.09,4449.83,5,CLSD
321144,family shubra,702,11022026,11:10:35,,,,2719.94,325.52,2394.42,5,CLSD
321145,EL family shubra br.2,780,02022026,16:45:07,,,,4874.03,761.18,4112.85,8,CLSD
321146,El-FAMILY HSUBRA Mall,763,12022026,13:23:05,,Cairo,Nasr City,5150.52,1205.59,3944.93,10,CLSD
321147,PY/Sunnrise br.2,773,27022026,20:55:45,"203 9th District st., near mosque, faisal",Cairo,Nasr City,2201.10,251.89,1949.21,5,CLSD
321148,el hokama faisal Branch 2,780,05022026,17:20:32,,,,1994.04,396.07,1597.97,2,CLSD
321149,El-El Hokama Faisal (2),756,18022026,19:20:03,"189 Nasr st., near park, Faisal",,,2457.94,612.89,1845.05,6,
321151,Silver Care Montaza br.2,757,18022026,16:49:20,"87 9th District st., near square, Faiasl",,,4108.93,933.27,3175.66,6,
321152,Ph/El Nsar,716,15022026,13:03:09,"2 Nile st., near bridge, Fasial",,,5310.15,600.17,4709.98,12,
321153,El-el nasr,762,17022026,13:33:31,,,,4680.22,937.45,3742.77,5,CLSD
321154,El-mira banha,739,11022026,08:42:48,"147 Autostrad st., near gas station, Faisal",Alexandria,Smouha,1395.98,297.56,1098.42,3,
321155,Golden Care Faisal (2),743,16022026,11:03:57,Faial 12 Nasr st. market,,,1138.89,92.33,1046.56,6,CLSD
321156,Sunrise br.2,713,12022026,09:49:37,,,,7242.47,869.02,6373.45,10,CLSD
321158,El-Mira Faisal,726,04022026,14:58:16,,,,2400.89,480.84,1920.05,7,CLSD
321161,el elite 04622,741,15022026,13:08:51,,,,1894.88,397.90,1496.98,4,CLSD
321162,el Seha irst (2),751,28022026,20:50:43,Fasial 65 Horreya st. school,,,2496.26,539.58,1956.68,6,
321163,Seha First 011,758,27022026,22:24:19,,,,1697.04,265.37,1431.67,6,CLSD
321164,el Seha iFrst,771,15022026,08:18:49,,,,6814.41,984.61,5829.80,15,
321165,Seha First (2),734,21022026,20:29:21,232 metro Faisal,,,3727.27,512.57,3214.70,7,
321168,SEHA FIRST SMOUHA Main Road,708,01022026,10:37:25,,,,3025.31,773.61,2251.70,8,
321169,Seha First Smouha,772,27022026,16:36:16,208 metro FAISAL,,,3423.67,421.96,3001.71,4,CLSD
321170,el seha first smouha 04,757,09022026,11:42:12,Port Said 45 - Faisal,Giza,Mohandessin,6319.80,1395.66,4924.14,8,
321171,PY/salamtek faisal 011232,729,03022026,08:52:08,,,,2468.27,335.82,2132.45,7,CLSD
321173,Ph/EL TOURATH ZAYED br.2,746,25022026,22:26:38,"167 Nile st., near park, Faisal",,,9110.49,1015.58,8094.91,11,
321174,Ph/HOPE MNTAZA 011835,766,14022026,15:14:28,Haram 136 - FAISAL,,,9394.56,2517.55,6877.01,14,CLSD
321175,Ph/El Nasr br.2,703,22022026,19:21:32,Mustafa Nahhas 186 - Faisal,,,1817.27,84.55,1732.72,6,CLSD
321176,Angel Haram br.2,702,11022026,12:23:00,"101 Sudan st., near metro, faisal",,,2669.44,344.06,2325.38,6,CLSD
321177,E LMetro Nozha br.2339,701,26022026,22:43:24,Faisal 62 Corniche st. market,,,5095.06,772.87,4322.19,9,
321179,PY/Union Pharm 04,713,27022026,23:18:15,Zayed 236 - Faisal,Giza,Faisal,6335.07,963.71,5371.36,12,
321180,PY/ity Care Faisal 011,724,20022026,18:37:55,"37 Autostrad st., near school, FAISAL",,,2135.66,251.63,1884.03,5,
321181,EL Ebn Sina Faisal Station St.58,707,13022026,09:28:32,Autostrad 5 - Faisal,,,8258.91,1104.82,7154.09,9,CLSD
321182,el Green Leaf Main Road,760,21022026,22:59:06,FAISAL 79 Industrial Zone st. metro,,,426.46,88.52,337.94,4,
321184,EL nile car helwan Station St.,753,20-Feb-2026,17:49:39,,,,3945.72,1013.19,2932.53,5,
321185,PH METRO AISAL 04948,750,19022026,23:58:11,,,,1747.84,271.72,1476.12,2,CLSD
321187,El-Health Gate Faisal (2),734,02022026,11:26:41,193 school Faisal,,,3514.47,582.52,2931.95,7,CLSD
321188,PH HEALTH GATE FAISAL br.2,774,15022026,14:34:57,201 bridge Faisal,,,1150.94,131.31,1019.63,3,
321189,Union PharmB ranch 2,772,12022026,16:20:52,,,,5941.65,709.59,5232.06,7,
321190,Union PharmB ranch 2,744,08022026,12:07:11,,,,2504.01,261.65,2242.36,9,
321191,El Shifa Obour br.2,769,26022026,17:05:38,135 bridge Mohandessin,,,4194.20,838.11,3356.09,8,CLSD
321192,El Shifa Obour br.2,719,14022026,09:30:03,"131 Industrial Zone st., near police st., Mohandessin",,,5408.19,1238.82,4169.37,7,CLSD
321193,Seha First Mohandesin,733,05-Feb-2026,11:58:01,,,,3188.44,471.54,2716.90,9,CLSD
321196,el Siler Care Haram Branch 2,765,05-Feb-2026,13:47:54,"94 Nasr st., near metro, Mohandessin",,,1837.33,443.02,1394.31,5,CLSD
321197,Alpha Phaarma Mall,756,22022026,18:45:54,,,,7325.35,1683.47,5641.88,13,CLSD
321199,el alpha hparma,709,03022026,08:31:51,Zayed 154 - Mohandessin,,,6933.65,1946.36,4987.29,7,CLSD
321202,el Green Leaf Agami-A,746,14022026,09:38:33,"106 Zayed st., near police st., Mohandessin",Cairo,Nasr City,7958.35,1209.31,6749.04,12,
321204,EL star care helwan,727,04-Feb-2026,16:40:34,86 market Mohandeessin,,,6004.46,1197.70,4806.76,11,CLSD
321205,EL Star Care elwan Mall,704,22022026,22:49:14,"79 9th District st., near bridge, Mohandesin",,,4594.26,527.90,4066.36,6,CLSD
321206,EL hope maadi,779,24022026,17:47:09,86 mosque Mohandessin,,,10952.00,2491.15,8460.85,12,
321207,PY/elite,719,23022026,23:00:11,,,,4699.32,1239.93,3459.39,8,CLSD
321208,El-life line mohandessin 011,742,09022026,11:44:51,"204 Abbas st., near square, Mohanedssin",Giza,Mohandessin,1612.86,339.22,1273.64,3,CLSD
321210,el AL NOZHA IMBABA Branch 1,722,08-Feb-2026,12:07:34,"130 Tahrir st., near hospital, Mohandessin",,,4233.89,543.40,3690.49,6,
321211,AL OZHA IMBABA 011,713,27022026,19:11:14,"101 Nile st., near mosque, MOHANDESSIN",,,4303.25,649.87,3653.38,9,
321212,MISR MOANDESSIN br.2,723,23022026,15:16:28,164 gas station Mohandesssin,Giza,Faisal,5503.09,573.27,4929.82,7,
321213,el Pharma Plus Mall800,711,05022026,10:14:41,"18 9th District st., near metro, Mohandessin",,,7331.54,1122.22,6209.32,9,
321214,El-Al Amal 04752,768,06022026,11:23:17,,,,6189.36,1077.19,5112.17,12,CLSD
321215,EL Seha First Dokki Branch 2,751,16022026,13:11:34,154 mosque Mohnadessin,,,1179.27,225.94,953.33,2,
321216,PY/Seha First Maadi-A,746,23-Feb-2026,22:49:51,,,,2008.80,306.31,1702.49,3,CLSD
321217,El-Seha First Maadi (2),774,13-Feb-2026,09:49:32,"229 Industrial Zone st., near school, Mohandessin",,,4467.75,450.73,4017.02,6,
321218,PY/Al Nozha Mall,777,16022026,13:07:12,Mohandessin 206 Abbas st. bridge,,,3104.76,535.45,2569.31,7,CLSD
321221,PH METRO 6th Zone,747,16022026,12:04:44,9th District 58 - Mohandessin,Alexandria,Smouha,7153.67,1052.42,6101.25,9,CLSD
321224,PY/Omega Nozh-aA571,705,26022026,19:44:01,,,,2058.67,218.60,1840.07,5,
321226,el hope mohandesin Mall,770,22-Feb-2026,23:52:18,,,,2962.13,485.86,2476.27,11,
321230,Care 24 Seven Mohandessin 04,769,03022026,14:11:36,mohandessin 166 Sudan st. square,,,3687.62,649.75,3037.87,5,
321234,Ph/Star Care Rehab View Main Road,700,13022026,10:41:32,37 hospital Mohandessin,,,7339.03,1011.88,6327.15,12,
321236,PHSALAMTEK MOHANDESSIN 6th Zone,703,22022026,22:13:42,,,,2718.25,242.91,2475.34,5,
321237,Salamtek Mohandessin960,744,27022026,23:39:06,"99 Sudan st., near police st., Mohandessin",,,3199.52,222.32,2977.20,6,CLSD
321239,PH better life helwan,726,28-Feb-2026,16:39:09,"7 Faisal st., near bridge, Mohandessin",,,4732.11,1164.57,3567.54,13,CLSD
321241,Ph/BETTER LIFE (2)986,760,03022026,12:25:30,Mohadessin 58 Sudan st. gas station,Giza,Faisal,3200.22,714.85,2485.37,2,
321242,El-Al Nozha Mohandessin (2),781,04022026,09:38:19,"7 Mustafa Nahhas st., near hospital, Moahndessin",,,863.44,148.46,714.98,7,CLSD
321243,al nozha mohandessin,707,23-Feb-2026,15:53:22,,,,3839.08,516.00,3323.08,3,CLSD
321244,El-Ebn Sina Mohandessin br.2,741,24022026,18:41:47,,,,1461.06,310.53,1150.53,4,
321245,EL PHARMA PLUS Mall442,780,11022026,15:59:59,,,,1367.54,221.28,1146.26,4,CLSD
321247,Pharma Plus Statioon St.,744,16022026,11:09:02,,,,3898.43,387.63,3510.80,8,CLSD
321248,el Pharma Plus 6th Zone986,760,28022026,17:38:53,,,,6893.42,1012.92,5880.50,11,
321249,PH al amalm ohandessin 011,739,15022026,09:31:23,,,,1831.16,470.04,1361.12,2,
321250,El-HEALTH GATE SMOUHA Station St.,751,07022026,12:26:04,,,,4380.10,1066.62,3313.48,6,
321252,Ph/CARE 24 SEVEN MOHANDESSIN 6th Zone,737,03022026,12:41:01,,Giza,Mohandessin,14101.31,3123.63,10977.68,11,CLSD
321253,Crae 24 Seven Mohandessin Branch 2704,763,15022026,13:47:05,,,,509.16,108.65,400.51,2,CLSD
321254,El-SALAMTEK MOHANDESSIN (2),782,26022026,15:16:24,,,,2406.76,336.20,2070.56,2,CLSD
321255,el Elite Helwan Mll,714,10022026,11:53:21,Salah Salem 174 - Mohandessin,,,6425.35,742.81,5682.54,10,
321256,el Elite elwan Mall,759,27022026,22:11:25,185 mosque MOHANDESSIN,,,6921.96,1188.81,5733.15,11,CLSD
321257,El-union pharm 6th Zone,776,17022026,17:46:31,,,,4990.84,612.10,4378.74,5,CLSD
321258,Elite 6th Zone,700,03022026,13:18:43,,,,5076.38,400.08,4676.30,6,CLSD
321261,Nile Care( 2),768,14022026,14:16:17,,Cairo,Nasr City,2351.66,396.75,1954.91,5,CLSD
321263,Ph/Life Lnie (2),735,06022026,08:55:04,Autostrad 178 - Mohandessin,Alexandria,Smouha,3960.52,553.19,3407.33,10,CLSD
321264,mira banha Branch 2879,736,02022026,14:17:55,,,,2437.49,365.51,2071.98,7,
321265,El-MIRA BANHA Mall173,712,10022026,09:31:13,Salah Salem 51 - Moahndessin,,,3235.64,549.96,2685.68,11,CLSD
321266,PH AlphaPharma 04,752,05022026,12:46:44,,,,6250.31,1438.23,4812.08,8,
321267,EL Alpha Pharma Mall,757,06022026,13:51:38,Mohandesin 121 Nasr st. square,,,4172.82,956.21,3216.61,4,
321268,better life Branch 2,724,26022026,18:21:44,,,,1952.76,154.10,1798.66,7,
321269,al nozha,759,04022026,09:08:09,Mohandeessin 151 Industrial Zone st. square,,,1570.42,314.93,1255.49,4,CLSD
321270,PY/Al Nozha Branch 2,713,14022026,09:06:44,"53 Corniche st., near police st., Mohadnessin",Giza,Mohandessin,3543.50,520.69,3022.81,7,CLSD
321271,PY/Al Nozha Branch 2,704,10022026,13:03:37,Mohandssin 47 Haram st. police st.,,,4345.94,319.26,4026.68,6,
321273,EL Green Leaf Mohandesin,709,05022026,23:39:39,152 market Mohandessin,Giza,Faisal,4175.16,1081.77,3093.39,5,CLSD
321275,El-anggell (2),720,26022026,23:20:42,Mohandessin 151 Haram st. hospital,,,2714.28,604.27,2110.01,5,
321277,el HEALTH GATE MOHANDESSIN624,764,16022026,08:18:23,,,,4819.56,874.89,3944.67,10,CLSD
321278,Heaalth Gate Mohandessin Main Road,706,22022026,18:49:42,,,,9788.14,1931.23,7856.91,8,
321280,el HEALTH GATE MOHANDESSIN624,742,10022026,08:34:35,29 hospital MOHANDESSIN,,,2615.26,523.89,2091.37,4,CLSD
321281,Health Gate Mohandessin Main Road,714,22022026,19:21:29,Sudan 43 - Mohandessin,,,9801.61,1159.83,8641.78,9,CLSD
321282,Elite Obour 011,738,08022026,15:59:11,,,,965.23,156.72,808.51,4,CLSD
321283,PH ELITE OBOU RMain Road,743,25022026,20:06:57,,Giza,Mohandessin,1324.62,99.02,1225.60,5,CLSD
321284,Ph/Metro Mohandessin 04,703,24022026,20:13:35,,,,2685.32,307.03,2378.29,5,CLSD
321285,SUNRISE Mall404,714,14022026,13:10:47,"61 Corniche st., near police st., mohandessin",,,2790.68,205.20,2585.48,7,CLSD
321287,El-hope,729,17022026,10:32:56,mohandessin 73 Tahrir st. police st.,,,4108.94,591.22,3517.72,5,
321288,Hope,744,16-Feb-2026,14:24:31,,,,1965.58,116.79,1848.79,10,
321289,PH City Care Branch 1610,703,10022026,14:08:04,"80 Nile st., near school, MOHANDESSIN",,,5333.29,383.63,4949.66,12,
321290,misr 011,707,03022026,11:37:17,28 market Mohandessin,,,2469.16,276.91,2192.25,6,
321294,El-nilecare,727,05022026,12:51:58,"147 Port Said st., near mosque, Mohanedssin",,,4335.53,978.94,3356.59,13,
321295,Nile Care-A,733,07022026,09:51:25,76 square Mohandessin,,,1998.11,286.05,1712.06,7,CLSD
321296,Nile Care Mohandessin,711,18-Feb-2026,20:50:22,,Giza,Mohandessin,5356.05,1064.80,4291.25,6,CLSD
321297,STAR CARE WH-841,781,21022026,19:56:57,,,,2906.24,397.49,2508.75,4,
321299,Green Leaf 6th Zone,701,03022026,10:36:46,,,,1524.25,196.62,1327.63,4,
321300,el el faraby mohandessin 011234,703,06022026,13:40:39,,Giza,Mohandessin,7990.12,672.80,7317.32,8,
321301,El-metro mohandessin Station St.,723,26022026,21:06:25,9th District 134 - Moohandessin,,,6846.47,759.45,6087.02,8,CLSD
321303,PY/NILE CARE WH-847,754,08022026,12:55:00,"206 Abbas st., near hospital, Mohandessin",,,1627.29,164.19,1463.10,2,
321305,Nile Care Maadi Branch 1,700,09022026,09:33:32,,Alexandria,Smouha,3914.81,484.30,3430.51,10,
321307,PH Silver Care Mohandessin Main Road,779,13-Feb-2026,10:00:10,,Giza,Faisal,9191.65,2154.71,7036.94,9,CLSD
321308,el DR MMEDHAT Main Road,708,09022026,11:45:57,164 gas station Mohaandessin,,,5197.59,1356.07,3841.52,10,CLSD
321310,El-Dr eMdhat307,730,25022026,21:15:13,"211 Nile st., near metro, MOHANDESSIN",,,2496.36,572.95,1923.41,2,CLSD
321312,el metro faisal bbr.2,745,18022026,23:59:55,Faisal 130 - Moahndessin,,,1815.43,230.44,1584.99,5,CLSD
321314,Unon Pharm316,703,15022026,10:33:08,Nasr 62 - Mohandessin,,,2696.63,170.50,2526.13,6,CLSD
321315,Unon Pharm316,755,06022026,11:46:26,,,,3383.27,431.41,2951.86,7,CLSD
321316,El-Hop eHaram 6th Zone,725,16022026,08:00:33,Mohandessin 112 Corniche st. hospital,Alexandria,Smouha,5568.39,1197.71,4370.68,11,
321319,El-El Baraka 6th Zone,774,09022026,12:57:44,Salah Salem 147 - Mohandessin,,,402.16,55.90,346.26,3,CLSD
321321,El-El Baraka 6th Zone,765,08022026,08:12:31,MOHANDESSIN 167 Autostrad st. mosque,,,1118.47,244.41,874.06,4,
321322,omega smouha,766,04022026,11:14:48,225 park Mohandessin,,,1659.41,437.02,1222.39,6,
321323,Omega Smouha-A,753,08022026,10:02:21,mohandessin 115 Zayed st. bridge,,,3606.63,822.65,2783.98,5,CLSD
321324,PH OMEGA SMOUHAA  04,728,18022026,16:34:42,Mohandessin 147 Port Said st. park,,,1623.58,302.14,1321.44,3,
321325,omega smouha,704,02022026,11:52:18,3 park Mohandessin,,,6896.80,584.79,6312.01,9,
321326,EL TOURATH MOHANDESSIN744,707,01022026,15:00:08,168 metro Mohandessin,,,2985.03,337.87,2647.16,6,CLSD
321327,PY/BETTER LIFE232,747,28022026,21:45:39,"45 Horreya st., near police st., Mohandessin",,,1796.94,232.90,1564.04,2,
321329,PY/Care 24 Seven Obour,708,09022026,12:59:08,,,,973.16,228.63,744.53,3,
321331,EL El Baraka,778,20022026,22:09:20,Mustafa Nahhas 109 - Mohandessin,,,4128.02,738.44,3389.58,12,CLSD
321334,Ph/El Faraby 04,744,06022026,08:27:34,"159 Haram st., near square, Mohandessin",,,1817.38,225.50,1591.88,5,
321335,MISR MOHANDESSIN br.2,734,20022026,18:41:17,,,,1434.36,242.76,1191.60,5,
321336,Misr Mohandessin341,758,03022026,08:41:06,,,,4384.95,650.54,3734.41,8,
321337,Ph/alpha pharma banha-A350,701,25022026,17:42:19,,,,6955.10,992.90,5962.20,9,
321338,PY/El Nasr768,755,12-Feb-2026,10:41:10,,Giza,Mohandessin,1891.97,211.09,1680.88,6,
321339,hope 6th Zone,729,21022026,22:01:32,231 park Mohandessin,,,2377.77,365.52,2012.25,5,CLSD
321341,El-ANGEL Main Rad,734,13022026,11:20:07,75 square Mohandesin,,,1286.80,243.21,1043.59,4,CLSD
321342,Angel Branch 2,711,16022026,15:32:07,,Giza,Mohandessin,7488.68,1160.97,6327.71,15,CLSD
321343,EL El Shifa Helwan br.2,776,13022026,10:19:34,,,,4072.94,668.77,3404.17,3,CLSD
321344,ELS HIFA HELWAN,747,22022026,21:16:14,Gamet Dewal 225 - Mohnadessin,,,4735.14,612.63,4122.51,4,CLSD
321345,EL SHIFA HELWAN (2),740,14-Feb-2026,10:05:27,,,,4761.15,1096.56,3664.59,11,
321346,El-elt ourath-A,760,20022026,21:46:24,128 school mohandessin,,,2105.62,307.45,1798.17,4,CLSD
321347,PH el tourath 011,752,21022026,23:28:22,,,,7321.78,1879.68,5442.10,8,CLSD
321349,El-SALAMTEK 04,772,10022026,11:03:59,"236 Gamet Dewal st., near gas station, Mohandessin",,,7410.16,951.76,6458.40,11,
321350,PH a amal mohandessin Branch 1123,707,09022026,16:06:17,,,,1154.74,133.95,1020.79,2,CLSD
321352,EL NILE CARE OCT CITY Main Road,756,22022026,19:02:33,,,,4739.41,1209.68,3529.73,8,
321354,nile care oct city,723,04022026,11:32:52,,Giza,Mohandessin,3896.02,477.29,3418.73,5,
321355,el nile carre oct city Branch 1825,780,06022026,11:15:29,,,,1679.29,265.76,1413.53,4,
321356,E LNILE CARE OCT CITY Main Road,750,13022026,13:44:19,,,,6561.21,554.43,6006.78,7,CLSD
321357,Union Pharm 6tth Zone,706,07022026,14:22:11,Industrial Zone 171 - Mohandessin,,,1872.95,414.36,1458.59,6,CLSD
321358,Union Pharm 6tth Zone,719,14022026,10:23:06,,,,671.51,145.58,525.93,4,
321359,SUNRISE MOHANDESSIN 6th Zone507,757,28022026,20:10:44,"210 Mustafa Nahhas st., near hospital, Mohandessin",Giza,Mohandessin,2222.33,477.80,1744.53,2,CLSD
321360,PY/DR MEDHAT HARAM,741,06022026,18:10:43,,,,292.66,49.65,243.01,3,
321361,PY/DR MEDAHT HARAM Main Road,730,21022026,23:22:04,,,,5335.08,1143.15,4191.93,5,CLSD
321362,EL Silver Care Rehab View,703,21022026,16:38:16,mohandessin 82 Industrial Zone st. bridge,Cairo,Nasr City,3828.56,274.19,3554.37,7,
321364,Ph/pharma plus mohandessin,715,04-Feb-2026,11:27:05,,,,3702.35,439.76,3262.59,5,CLSD
321365,El-el tourath shubra 04,777,25022026,20:25:38,Mohandssin 45 Geish st. park,,,3742.53,652.71,3089.82,5,
321368,EL SALAMTEK Branch 1,778,22022026,18:03:20,"95 Salah Salem st., near bridge, Mohandessin",,,4717.17,820.09,3897.08,12,
321371,Ph/Ebn Snia,749,09022026,15:06:34,Mohanndessin 48 Autostrad st. bridge,,,1635.02,137.73,1497.29,4,
321373,EL El Nasr Shubra 6th Zone,722,01022026,11:44:55,,,,7719.70,708.24,7011.46,10,
321374,PY/EL NASR SHUBRA-A359,702,07022026,11:23:04,,,,788.14,129.15,658.99,3,CLSD
321376,PYY/Life Line Branch 2,711,07022026,14:05:06,,Giza,Mohandessin,2715.18,464.27,2250.91,8,CLSD
321378,EL better life mohandessin-A57,775,20022026,23:35:16,Haram 101 - Mohandessin,,,3615.24,851.15,2764.09,9,CLSD
321379,PY/El Hokama Shubra722,746,06022026,20:44:02,,,,8082.82,971.01,7111.81,6,
321382,el PHARMA PLUS MOHANDESSIN Mall269,769,07022026,14:16:51,"38 Sudan st., near park, mohandessin",,,1467.90,236.35,1231.55,4,
321383,EL TOURATH HARAM Branch 2,740,12022026,14:45:20,,,,4551.26,934.39,3616.87,10,CLSD
321385,sunrise-A,771,16022026,17:21:47,"199 Salah Salem st., near square, Mohandessin",,,2957.68,430.73,2526.95,6,
321386,Ph/STAR CARE MOHANDESSN Station St.,758,14-Feb-2026,11:34:26,,Cairo,Nasr City,2898.22,553.82,2344.40,7,
321389,PY/GOLDEN CARE SMOUHA Branch 2,782,08022026,13:21:20,"226 Mustafa Nahhas st., near bridge, Mohandessin",Giza,Faisal,1961.61,305.44,1656.17,5,
321391,El--Hope Mohandeessin br.2,733,16022026,09:14:46,68 park mohandessin,,,1212.28,163.85,1048.43,7,CLSD
321392,Ph/HOPE ZAYEDD 04,709,13022026,08:38:01,mohandessin 57 Industrial Zone st. school,,,9418.65,2246.95,7171.70,11,CLSD
321393,al amal mohandessin,769,21022026,23:49:44,,Cairo,Nasr City,7267.72,1146.34,6121.38,9,
321395,Ph/better life mohandessin Mlal92,733,02022026,12:47:10,"219 Abbas st., near gas station, Mohandessin",,,3785.62,366.69,3418.93,7,
321396,Ph/BETTER LIFE MOHANDESSIN Branch 2,759,28022026,19:41:02,Mohandessin 33 Faisal st. gas station,,,3364.18,632.46,2731.72,5,
321397,PH liife line rehab view 04,758,07022026,17:07:21,mohandessin 176 Haram st. police st.,,,5593.67,856.74,4736.93,9,CLSD
321399,PH LIFE LINE REHAB VIEW 6th Zone,711,21022026,23:17:39,,,,3984.54,655.10,3329.44,8,CLSD
