doc_no,qty,unit_price,line_value,vat_flag
304798,4,465.12,1429.08,
304798,2,11.34,18.99,
304800,2,534.48,932.78,
304800,2,98.88,166.68,
304800,3,22.30,55.33,
304800,2,32.54,54.11,
304800,4,25.80,79.34,
304800,5,160.34,635.25,
304800,5,140.18,576.74,
304803,3,47.93,117.03,
304803,6,66.86,333.63,
304803,4,29.90,83.61,
304803,4,246.24,741.04,
304804,6,96.10,522.55,
304804,3,12.16,33.55,
304804,4,148.05,559.02,
304804,4,238.56,879.48,
304804,2,328.23,585.16,
304807,6,342.41,1971.47,
304807,6,220.80,1294.62,
304807,2,41.94,75.23,
304807,6,478.89,2534.76,
304807,1,313.74,297.65,
304807,2,80.46,151.29,
304807,3,148.81,413.95,
304807,3,201.93,554.71,
304807,2,77.64,147.34,
304809,4,151.54,457.01,
304809,3,142.73,306.60,
304809,3,24.70,56.41,
304809,1,186.38,141.52,
304809,3,320.99,676.19,
304810,5,187.62,887.94,
304810,4,91.10,295.83,
304810,1,162.03,142.05,
304810,3,339.57,893.45,
304810,7,84.94,507.44,
304810,7,258.00,1728.12,
304810,4,526.83,1918.25,
304810,6,188.14,912.88,
304810,2,96.86,165.69,
304810,5,318.78,1391.26,
304814,2,167.38,250.00,
304814,5,219.12,860.17,
304814,1,120.12,94.04,
304814,3,252.96,618.52,
304814,5,11.95,44.91,
304814,1,124.96,90.59,
304814,7,21.82,126.47,
304814,2,80.23,125.36,
304814,4,345.87,1057.63,
304814,3,174.59,393.93,
304815,4,222.72,776.53,
304815,3,77.09,196.88,
304815,4,23.21,79.97,
304815,5,16.96,69.50,
304815,4,8.22,27.66,
304815,3,43.65,111.77,
304815,5,60.76,248.46,
304817,9,224.16,1798.02,
304817,6,13.65,69.68,
304817,4,35.08,120.72,
304817,5,180.93,779.03,
304817,5,11.55,47.98,
304817,2,231.84,411.49,
304818,4,92.74,277.49,
304818,4,92.93,281.68,
304818,3,22.32,52.50,
304818,3,103.01,239.94,
304818,6,539.07,2257.37,
304818,4,32.24,89.05,
304818,2,32.44,51.79,
304820,5,12.50,56.35,
304820,3,544.68,1391.73,
304824,2,99.26,148.40,
304824,4,298.94,931.25,
304824,8,401.94,2449.61,
304824,3,118.00,268.41,
304824,6,140.98,653.96,
304824,6,100.99,489.72,
304828,3,440.16,957.04,
304828,6,477.36,2187.18,
304828,8,141.50,779.35,
304828,2,417.48,655.20,
304829,4,136.36,468.99,
304829,5,7.55,32.26,
304829,5,498.78,2125.43,
304829,4,21.89,68.28,
304829,2,31.42,59.59,
304829,3,184.45,460.67,
304829,9,189.73,1468.22,
304829,3,16.88,44.18,
304829,5,534.99,2303.00,
304832,4,34.09,120.65,
304832,9,23.88,186.15,
304833,4,283.82,993.16,
304833,4,340.83,1159.55,
304833,3,56.97,141.58,
304833,3,55.45,142.60,
304833,3,32.60,86.01,
304835,5,472.26,2278.26,
304835,6,22.73,126.47,
304836,3,30.03,80.63,
304836,5,558.96,2516.40,
304836,6,33.30,182.66,
304836,4,7.95,26.60,
304836,5,12.25,51.29,
304836,7,133.19,792.24,
304836,7,142.12,895.45,
304836,6,33.89,160.22,
304837,4,139.26,526.59,
304837,3,93.98,239.87,
304837,4,405.72,1505.49,
304838,4,164.46,572.43,
304838,4,171.78,614.37,
304838,1,391.02,340.64,
304838,2,178.29,335.81,
304838,8,297.68,2140.95,
304838,2,240.96,449.44,
304838,2,7.54,12.72,
304838,4,16.40,57.60,
304839,2,13.50,21.56,
304839,4,19.04,62.42,
304839,3,533.97,1337.62,
304839,3,42.03,97.10,
304839,6,23.54,109.45,
304839,7,22.61,118.42,
304839,3,49.50,122.97,
304839,3,13.06,32.89,
304842,2,72.53,121.06,
304842,3,234.24,588.17,
304842,4,31.88,105.63,
304845,5,7.72,35.93,
304845,2,31.19,59.54,
304845,7,63.14,419.84,
304845,8,120.36,904.65,
304845,3,131.21,353.49,
304845,4,13.48,47.17,
304845,6,117.29,601.68,
304845,3,243.12,673.12,
304846,3,13.38,33.76,
304846,3,323.82,894.46,
304846,1,146.53,129.29,
304846,6,300.20,1589.90,
304846,3,56.79,147.76,
304847,2,287.28,486.64,
304847,3,541.11,1400.16,
304847,7,30.76,190.85,
304847,3,105.41,269.09,
304847,7,164.77,1006.69,
304847,5,189.02,824.42,
304847,3,94.94,258.02,
304847,4,7.53,27.27,
304847,5,35.51,164.20,
304847,5,18.16,77.82,
304847,3,33.30,92.22,
304847,6,502.35,2557.66,
304847,1,239.52,206.45,
304847,4,413.70,1495.27,
304847,4,123.29,433.71,
304849,6,109.62,553.39,
304849,5,124.49,510.11,
304849,4,97.25,307.54,
304849,4,144.40,481.48,
304851,4,227.28,772.89,
304851,5,157.78,693.54,
304851,4,147.14,515.54,
304851,3,243.12,638.60,
304851,5,43.20,173.99,
304851,4,233.52,801.62,
304856,2,148.35,225.00,
304856,2,470.22,737.55,
304856,4,124.96,395.58,
304856,2,243.60,390.56,
304856,5,295.16,1196.81,
304856,6,182.51,923.08,
304856,2,45.90,70.80,
304856,4,7.87,24.80,
304856,7,7.84,45.59,
304856,5,87.65,367.67,
304856,2,175.65,294.50,
304857,5,468.69,1777.76,
304857,7,184.45,1037.01,
304857,7,60.57,337.80,
304857,5,12.25,44.87,
304857,2,16.90,26.41,
304857,7,25.34,147.41,
304857,2,22.82,38.41,
304857,4,380.10,1193.20,
304857,5,42.75,185.11,
304857,2,170.54,255.79,
304857,4,237.60,735.57,
304858,5,63.44,267.94,
304858,4,60.82,205.24,
304858,2,7.74,13.09,
304861,4,389.76,1238.17,
304861,2,316.26,495.77,
304861,5,13.05,55.20,
304861,4,30.46,95.84,
304862,2,35.64,52.87,
304862,5,287.60,1189.62,
304862,3,42.12,104.97,
304862,6,7.56,36.71,
304862,3,17.21,40.13,
304862,5,34.55,133.37,
304862,1,310.91,258.24,
304862,3,16.42,36.73,
304862,3,145.46,323.66,
304862,3,193.32,457.38,
304862,4,193.07,615.46,
304864,2,12.85,22.62,
304864,1,13.28,10.77,
304864,6,22.22,108.52,
304864,2,434.70,708.99,
304864,3,149.72,410.46,
304864,5,19.24,81.08,
304864,6,103.20,524.33,
304864,3,13.53,33.01,
304864,2,195.37,317.67,
304864,2,7.67,12.34,
304864,3,132.92,341.38,
304864,3,25.49,71.44,
304864,5,220.58,991.48,
304867,2,540.09,877.62,
304867,3,91.30,234.50,
304867,2,30.33,50.51,
304867,2,259.44,431.72,
304867,7,156.10,870.08,
304867,9,388.08,3077.85,
304867,10,22.34,189.67,
304868,4,484.50,1703.88,
304868,3,120.36,318.32,
304868,2,122.48,218.00,
304868,4,63.14,231.46,
304868,5,549.27,2446.61,
304868,4,206.44,689.85,
304868,3,141.06,365.07,
304868,3,17.28,49.44,
304872,3,86.35,223.23,
304872,1,8.52,7.52,
304872,3,30.23,81.52,
304872,7,285.71,1607.61,
304872,5,460.74,1896.71,
304872,3,124.84,327.88,
304872,3,460.53,1179.52,
304872,3,55.63,155.34,
304872,6,44.06,218.53,
304873,8,73.32,437.69,
304873,3,33.96,75.75,
304873,4,196.60,553.43,
304873,5,32.44,126.38,
304873,2,105.41,166.28,
304873,6,7.82,34.48,
304873,3,22.32,51.49,
304873,7,249.12,1144.35,
304874,2,239.76,323.30,
304874,2,170.19,261.15,
304874,2,47.12,70.86,
304874,5,34.12,126.26,
304874,3,8.03,18.28,
304874,6,114.58,516.62,
304874,5,30.36,118.78,
304877,4,140.18,463.54,
304877,1,158.38,121.75,
304877,5,123.16,435.10,
304877,4,221.76,696.61,
304877,5,230.40,881.77,
304877,3,61.98,130.96,
304877,3,26.06,56.46,
304878,5,12.93,55.53,
304878,6,83.45,442.76,
304878,5,78.58,347.51,
304878,4,261.36,883.30,
304878,3,88.70,221.49,
304878,10,137.94,1125.30,
304878,4,217.92,747.91,
304878,10,332.33,2878.84,
304878,4,12.15,42.90,
304878,3,135.43,334.06,
304878,4,8.18,31.20,
304880,4,78.19,268.28,
304880,5,66.43,283.11,
304880,5,22.01,98.79,
304880,4,85.33,287.71,
304880,1,47.07,41.71,
304880,4,92.54,309.69,
304880,5,77.64,330.26,
304880,8,87.46,590.60,
304881,2,144.14,245.45,
304881,2,317.84,537.59,
304881,7,174.06,982.42,
304881,7,322.88,1907.59,
304881,5,56.00,242.96,
304881,6,13.30,64.57,
304881,5,218.40,879.65,
304881,6,164.77,838.76,
304881,7,204.80,1202.65,
304881,6,13.69,74.55,
304881,6,32.54,145.60,
304881,3,100.13,244.19,
304881,4,90.72,279.22,
304882,3,110.57,271.82,
304882,6,16.38,80.56,
304882,7,129.09,759.61,
304882,5,435.96,1740.40,
304882,6,157.62,727.62,
304882,3,48.02,112.93,
304884,3,143.75,389.92,
304884,6,11.56,59.38,
304884,5,12.03,54.96,
304884,3,32.14,85.47,
304884,3,77.40,203.90,
304884,4,58.07,227.19,
304884,3,292.64,808.31,
304884,10,124.74,1196.99,
304884,2,416.64,768.05,
304884,3,57.10,155.80,
304887,4,45.18,157.33,
304887,4,191.84,701.50,
304887,3,137.28,365.18,
304887,5,34.95,143.40,
304887,6,48.24,256.22,
304889,4,107.38,382.79,
304889,6,25.97,142.65,
304889,4,173.36,635.03,
304889,2,44.91,84.59,
304890,2,16.67,27.92,
304890,3,556.92,1325.30,
304890,3,302.09,800.37,
304890,6,204.59,1084.43,
304890,3,342.09,862.33,
304890,3,326.97,783.45,
304890,2,89.76,155.00,
304890,5,92.64,375.59,
304891,4,194.96,616.03,
304891,5,138.17,559.35,
304891,6,450.66,2008.54,
304891,4,408.66,1325.14,
304892,4,301.46,1081.49,
304892,7,59.17,344.13,
304892,5,122.96,534.97,
304892,8,13.00,88.86,
304892,5,18.00,75.68,
304892,6,260.64,1536.70,
304892,4,49.14,177.61,
304893,3,23.30,61.80,
304893,4,17.14,59.27,
304893,4,219.97,720.27,
304893,1,256.80,212.07,
304893,1,7.68,6.14,
304893,2,149.26,233.46,
304896,2,45.81,76.28,
304896,5,71.51,292.64,
304896,1,162.03,134.26,
304896,5,511.53,2145.36,
304896,2,114.70,180.96,
304896,4,390.60,1428.20,
304896,6,442.68,2094.05,
304897,8,18.77,138.27,
304897,4,19.76,69.95,
304901,5,117.06,427.10,
304901,7,117.88,662.70,
304901,5,155.34,580.02,
304901,3,33.03,78.12,
304901,7,456.12,2503.57,
304901,4,47.39,153.52,
304901,5,45.54,171.07,
304901,4,30.00,92.95,
304901,5,228.00,862.12,
304902,9,42.53,292.25,
304902,5,219.12,835.74,
304902,4,47.21,144.42,
304902,4,31.71,98.56,
304902,8,61.49,375.15,
304902,8,73.95,458.08,
304902,1,18.85,14.59,
304902,3,141.77,339.01,
304902,4,123.78,414.17,
304902,4,26.33,77.26,
304902,3,134.11,300.70,
304902,3,124.48,302.58,
304902,6,208.28,907.21,
304903,4,121.19,412.79,
304903,7,306.18,1736.92,
304903,3,87.46,213.11,
304903,4,40.95,131.09,
304903,3,327.92,853.57,
304904,6,144.55,644.24,
304904,2,197.62,301.90,
304904,4,129.80,374.23,
304904,5,72.77,249.57,
304904,2,48.78,76.62,
304904,7,135.70,711.25,
304904,4,286.65,831.82,
304904,4,104.74,311.20,
304904,6,76.77,378.26,
304908,2,189.63,363.41,
304908,2,340.52,609.36,
304908,9,22.15,188.48,
304908,2,17.64,32.35,
304908,2,250.32,447.12,
304908,4,533.46,2085.29,
304908,6,8.09,43.63,
304908,3,546.72,1483.21,
304908,1,35.15,32.24,
304908,4,175.30,591.36,
304908,2,520.71,981.08,
304908,2,42.17,79.07,
304908,7,196.19,1304.70,
304910,4,462.57,1363.33,
304910,4,204.39,731.76,
304910,4,122.01,392.20,
304910,4,45.23,145.72,
304910,3,48.83,119.70,
304910,5,392.28,1538.38,
304910,2,481.44,713.33,
304910,6,8.18,37.11,
304914,3,229.20,568.74,
304914,4,417.06,1292.23,
304914,6,144.14,724.91,
304914,5,191.66,830.65,
304918,3,45.81,102.68,
304918,1,23.38,17.35,
304918,4,8.38,25.02,
304918,7,105.12,593.15,
304918,4,178.46,552.62,
304920,7,117.41,608.23,
304920,3,174.77,404.33,
304920,4,24.65,84.69,
304920,1,538.05,416.88,
304920,5,205.00,797.28,
304920,7,7.70,44.65,
304920,4,17.39,55.78,
304922,10,139.99,1174.45,
304922,2,450.24,742.22,
304922,6,503.37,2288.59,
304922,4,217.92,698.23,
304922,6,25.58,128.42,
304922,4,7.42,22.99,
304925,4,83.21,281.33,
304925,4,24.91,79.34,
304925,4,71.36,233.09,
304925,3,8.72,21.84,
304925,4,164.92,575.55,
304925,2,109.03,173.78,
304925,4,79.05,284.36,
304926,5,190.65,752.44,
304926,9,188.32,1476.51,
304926,2,74.34,122.30,
304929,3,36.14,90.32,
304929,4,185.50,629.67,
304929,5,465.63,2095.47,
304929,5,54.96,232.04,
304929,3,48.83,124.98,
304929,7,244.56,1472.09,
304929,5,58.62,255.78,
304930,5,104.93,462.01,
304930,3,74.34,183.02,
304930,9,124.61,892.45,
304930,4,96.00,314.87,
304931,7,143.49,906.42,
304931,8,434.70,2970.45,
304931,2,317.21,562.13,
304931,3,42.17,115.70,
304931,4,7.90,26.37,
304931,6,100.13,568.12,
304931,2,185.73,346.73,
304931,3,330.75,913.90,
304931,5,22.18,102.69,
304933,8,23.78,144.29,
304933,4,13.48,39.19,
304933,6,32.74,151.52,
304933,5,119.18,430.41,
304933,3,197.01,441.11,
304936,5,208.90,966.66,
304936,5,554.88,2380.89,
304936,4,198.03,680.06,
304938,4,188.19,606.89,
304938,3,143.64,324.47,
304938,3,117.88,289.31,
304938,3,157.17,389.40,
304938,5,21.70,78.15,
304944,4,7.42,25.45,
304944,5,143.75,593.77,
304944,2,45.18,73.28,
304944,4,454.86,1459.79,
304945,8,383.46,2429.63,
304945,3,467.16,1154.79,
304946,4,41.49,151.52,
304946,2,166.67,293.11,
304946,4,241.20,849.82,
304946,3,30.92,78.54,
304946,4,92.16,328.39,
304951,2,109.50,175.37,
304951,4,188.50,610.19,
304951,2,202.95,327.47,
304951,6,430.08,1963.39,
304951,2,386.82,608.99,
304951,7,35.74,204.25,
304951,7,7.41,39.39,
304951,5,34.98,131.81,
304951,2,43.43,63.85,
304952,4,315.95,1043.92,
304952,3,127.20,315.11,
304952,6,378.84,1972.97,
304953,3,412.02,1042.63,
304953,4,114.22,359.98,
304953,5,503.88,2092.46,
304953,2,22.32,36.29,
304953,8,184.50,1173.73,
304953,3,61.37,143.68,
304953,3,127.68,296.53,
304954,8,378.00,2562.28,
304954,3,124.73,331.15,
304954,3,23.16,61.33,
304954,3,192.19,502.07,
304954,3,114.46,290.66,
304954,6,78.66,396.77,
304957,2,219.60,391.07,
304957,2,114.11,198.36,
304957,6,159.45,822.60,
304957,6,332.01,1773.48,
304957,4,13.19,47.29,
304959,6,180.22,932.04,
304959,3,234.96,619.80,
304960,5,49.05,217.63,
304960,5,417.90,1761.12,
304960,4,117.53,407.74,
304960,5,49.46,210.74,
304960,5,58.01,231.36,
304960,4,231.84,777.53,
304961,5,57.77,272.11,
304961,4,72.46,274.67,
304961,2,128.62,234.69,
304961,3,47.48,130.52,
304961,5,75.67,356.74,
304961,8,7.62,57.59,
304961,4,8.07,30.31,
304961,9,173.36,1493.09,
304961,3,192.91,520.56,
304961,6,408.66,2242.80,
304963,7,67.10,389.42,
304963,7,13.71,75.79,
304963,5,529.38,2332.46,
304963,6,520.71,2840.91,
304963,3,253.68,617.58,
304963,7,61.18,361.38,
304967,2,23.74,37.48,
304967,1,18.83,15.57,
304967,6,195.37,1005.38,
304967,3,337.68,863.97,
304967,5,254.16,1127.23,
304967,3,184.10,459.38,
304969,4,60.33,199.10,
304969,4,75.44,267.93,
304969,2,22.90,42.56,
304969,4,19.03,67.31,
304969,5,13.18,59.37,
304969,3,520.71,1378.91,
304969,5,164.01,757.82,
304970,3,230.64,569.56,
304970,9,155.65,1040.73,
304970,4,11.50,37.74,
304970,4,128.17,383.43,
304970,3,98.78,219.20,
304970,5,13.55,52.42,
304971,6,25.78,118.87,
304971,7,44.46,234.21,
304971,3,123.95,267.18,
304971,5,144.28,562.60,
304972,2,382.20,617.95,
304972,4,35.34,105.32,
304972,5,124.61,478.11,
304972,4,114.58,373.47,
304973,4,81.40,290.09,
304973,3,115.05,279.55,
304973,4,65.51,218.69,
304973,7,202.95,1187.07,
304973,6,152.00,816.59,
304977,4,19.60,63.96,
304977,4,48.06,142.25,
304977,4,30.46,94.65,
304977,3,8.80,20.56,
304977,2,11.75,18.07,
304977,5,188.40,675.26,
304977,4,59.35,188.66,
304977,3,109.39,260.54,
304977,2,17.66,24.59,
304977,7,314.06,1808.98,
304977,2,16.52,26.37,
304978,4,139.66,450.35,
304978,2,439.32,677.86,
304978,6,26.26,114.41,
304978,7,172.30,910.50,
304978,5,155.34,576.49,
304978,6,55.51,243.59,
304978,3,25.58,57.37,
304978,1,22.06,16.34,
304978,4,145.77,487.66,
304978,8,29.90,171.60,
304979,5,162.10,662.96,
304979,5,66.86,245.46,
304979,4,129.89,413.85,
304979,4,163.25,533.59,
304979,4,18.49,56.50,
304979,4,63.99,190.99,
304979,6,539.58,2540.15,
304980,8,56.12,398.83,
304980,2,393.54,649.98,
304980,6,517.14,2661.17,
304980,3,113.04,285.19,
304980,4,544.17,1906.60,
304980,5,40.68,182.06,
304980,4,12.89,43.09,
304981,5,25.30,108.74,
304981,8,217.92,1647.06,
304981,4,148.66,538.17,
304985,5,62.59,241.47,
304985,4,285.39,973.49,
304985,4,221.28,726.25,
304985,4,125.40,385.44,
304985,9,145.16,1125.95,
304985,2,180.75,299.43,
304985,7,120.01,727.18,
304985,2,120.65,199.26,
304986,2,25.68,44.81,
304986,4,386.40,1237.05,
304986,7,40.59,241.34,
304987,3,476.34,1329.64,
304987,8,11.96,79.30,
304987,2,61.00,105.29,
304987,4,7.42,25.50,
304987,4,8.69,29.68,
304987,4,444.78,1531.82,
304987,5,19.01,86.78,
304987,5,543.66,2348.60,
304988,5,67.04,272.23,
304988,5,42.44,187.29,
304988,4,17.73,60.81,
304988,6,493.68,2491.34,
304988,5,99.55,429.80,
304988,2,18.45,33.17,
304988,5,190.43,806.21,
304988,2,132.79,227.78,
304992,3,410.34,1124.71,
304992,3,187.97,511.56,
304992,6,19.03,106.15,
304992,4,233.76,847.81,
304992,2,77.40,138.86,
304992,3,18.50,54.88,
304992,5,312.48,1391.62,
304993,2,44.37,84.43,
304993,3,17.26,45.30,
304993,3,151.54,403.25,
304993,3,221.28,595.24,
304993,5,176.00,821.10,
304994,3,245.52,589.38,
304994,4,144.10,431.44,
304994,1,171.95,137.50,
304994,9,481.95,3381.98,
304994,4,533.97,1546.43,
304994,2,61.67,93.74,
304994,3,138.47,299.50,
304994,7,19.21,107.55,
304994,5,34.45,128.85,
304994,5,34.19,118.28,
304994,2,84.00,126.70,
304995,2,8.02,15.56,
304995,6,17.53,95.69,
304995,3,223.04,589.26,
304995,5,185.32,869.90,
304995,6,144.80,784.63,
304995,5,56.49,258.75,
304995,3,60.09,159.16,
304995,6,171.07,920.46,
304995,3,42.48,114.49,
304995,4,8.73,31.93,
304995,7,172.13,1044.21,
305001,2,62.10,113.01,
305001,6,97.63,526.73,
305001,2,134.90,247.76,
305001,3,195.98,523.06,
305002,3,90.05,246.70,
305002,5,91.97,438.33,
305002,7,46.40,286.00,
305002,5,8.52,39.28,
305002,2,216.89,407.25,
305002,6,382.20,2155.48,
305002,4,162.79,587.62,
305007,6,544.68,3093.50,
305007,3,91.20,252.07,
305007,6,125.67,696.73,
305007,9,126.61,1027.97,
305007,3,132.92,351.42,
305009,3,292.01,618.66,
305009,3,95.33,209.77,
305009,4,13.58,44.82,
305009,6,97.44,450.79,
305009,4,161.27,518.18,
305009,2,44.96,67.70,
305009,2,404.88,593.50,
305009,3,230.16,539.77,
305009,2,102.62,160.27,
305009,5,229.20,893.20,
305009,6,19.17,82.67,
305009,4,125.55,356.46,
305011,4,187.58,621.49,
305011,3,313.11,833.64,
305011,3,165.07,431.44,
305011,3,227.76,549.77,
305011,3,22.66,56.36,
305011,3,13.19,33.61,
305011,2,148.50,226.11,
305011,9,190.86,1483.86,
305011,7,41.27,246.70,
305011,4,191.47,598.27,
305011,3,92.45,222.94,
305011,2,48.42,79.17,
305011,3,7.63,18.92,
305013,2,141.82,255.24,
305013,3,388.50,999.36,
305013,5,291.69,1279.09,
305014,5,232.32,954.89,
305014,5,42.12,168.51,
305014,1,125.32,104.38,
305014,5,100.61,429.76,
305014,3,19.35,46.40,
305014,2,417.48,677.43,
305014,3,43.34,109.23,
305014,3,256.08,631.97,
305014,7,165.62,937.22,
305014,4,308.39,974.05,
305015,3,88.80,189.37,
305015,3,18.07,44.75,
305015,3,17.93,40.01,
305015,7,103.10,582.44,
305015,7,12.75,71.01,
305015,3,159.28,360.32,
305015,5,305.55,1131.41,
305015,9,18.97,138.67,
305015,6,224.07,1037.76,
305017,4,85.49,271.70,
305017,4,543.15,1669.52,
305020,3,55.08,145.16,
305020,3,286.97,742.55,
305020,2,138.86,236.72,
305021,10,164.16,1165.15,
305021,7,193.32,995.94,
305021,2,13.24,18.95,
305021,4,16.38,48.95,
305021,5,43.02,170.90,
305021,5,83.60,312.00,
305022,4,25.70,82.97,
305022,7,200.70,1213.21,
305022,3,32.08,76.92,
305022,7,19.48,110.10,
305022,6,140.45,649.82,
305022,6,19.78,93.23,
305022,7,41.85,221.88,
305024,4,464.61,1607.89,
305024,4,112.93,413.62,
305024,3,122.13,306.04,
305024,6,430.08,2160.91,
305024,2,12.25,22.42,
305024,5,206.03,939.28,
305026,5,21.72,84.06,
305026,3,398.16,1058.29,
305026,5,98.30,406.10,
305026,3,154.58,384.21,
305026,7,12.99,80.07,
305026,3,306.18,819.85,
305026,2,23.90,40.67,
305026,7,178.99,1078.98,
305028,4,409.92,1430.19,
305028,4,47.39,167.98,
305028,4,163.68,604.01,
305028,6,19.10,100.31,
305028,4,26.26,97.85,
305029,12,12.78,115.16,
305029,2,219.15,357.67,
305029,4,74.97,234.35,
305029,3,36.10,83.99,
305029,9,541.62,3647.44,
305029,2,57.28,89.15,
305029,3,147.59,325.14,
305029,4,163.33,456.27,
305029,5,46.22,181.09,
305030,4,168.08,525.25,
305030,7,62.77,372.54,
305030,5,72.22,286.22,
305030,2,47.66,73.74,
305030,4,12.01,37.22,
305030,5,203.36,756.48,
305030,4,18.14,52.97,
305030,6,230.40,1050.96,
305030,1,23.93,19.63,
305030,6,32.31,148.37,
305031,6,48.38,249.81,
305031,5,453.60,1903.24,
305031,8,32.54,217.02,
305031,10,92.93,752.27,
305031,6,125.20,659.55,
305031,3,21.62,52.49,
305031,1,61.06,50.12,
305034,4,21.74,70.06,
305034,5,101.76,413.88,
305034,4,224.07,713.33,
305034,3,287.91,683.61,
305037,1,344.30,301.19,
305037,2,191.47,299.32,
305038,4,155.34,520.25,
305038,2,165.38,299.26,
305038,4,8.14,28.71,
305038,2,96.86,162.12,
305039,4,8.22,28.77,
305039,4,44.64,153.93,
305039,2,234.96,402.02,
305039,3,49.01,124.64,
305039,4,113.52,371.82,
305039,2,136.62,226.58,
305039,3,13.45,33.27,
305039,2,401.94,681.17,
305039,4,24.50,82.76,
305039,4,119.65,442.89,
305040,1,259.44,225.85,
305040,3,7.58,19.97,
305040,1,168.26,140.31,
305040,4,84.54,289.13,
305040,3,48.83,134.37,
305040,5,31.94,129.23,
305040,5,44.33,188.45,
305040,4,57.65,206.80,
305040,3,8.37,22.20,
305040,5,115.40,503.60,
305040,3,141.50,365.41,
305042,4,449.82,1467.75,
305042,2,23.74,37.87,
305042,4,139.52,499.36,
305042,3,62.77,155.71,
305042,3,161.58,401.03,
305042,2,187.79,304.51,
305042,7,260.16,1480.67,
305042,4,559.47,1660.12,
305042,4,403.62,1286.90,
305042,6,36.14,185.61,
305042,2,219.35,360.64,
305042,3,24.48,57.94,
305046,5,97.34,414.31,
305046,5,43.52,164.40,
305046,3,26.30,67.30,
305046,3,125.80,332.36,
305046,3,143.35,333.48,
305046,4,235.44,771.00,
305046,3,531.93,1287.18,
305046,3,66.98,163.17,
305046,3,57.65,149.51,
305046,7,22.08,125.97,
305048,6,328.55,1651.98,
305048,2,23.26,36.14,
305048,2,109.74,192.83,
305048,3,41.45,95.30,
305049,1,441.84,400.56,
305049,2,342.41,647.34,
305049,4,101.57,373.05,
305049,2,116.70,205.19,
305049,3,164.77,450.93,
305049,6,186.03,1030.83,
305051,2,19.04,33.62,
305051,7,463.08,3146.41,
305051,6,139.23,753.03,
305051,6,178.64,936.71,
305051,7,13.04,79.76,
305053,4,194.75,614.08,
305053,7,248.88,1193.14,
305053,5,302.09,1114.88,
305053,3,202.95,484.31,
305056,5,80.07,301.17,
305056,4,60.02,187.04,
305056,6,90.53,422.86,
305056,6,7.38,35.84,
305056,5,285.71,1128.43,
305056,6,391.02,1742.49,
305056,5,13.64,54.75,
305057,4,254.64,882.70,
305057,4,35.38,125.82,
305057,5,24.41,105.44,
305057,7,33.79,208.21,
305057,4,548.25,1970.57,
305057,2,34.42,56.31,
305057,3,426.72,1113.50,
305057,2,7.70,12.95,
305057,7,184.27,1007.86,
305057,7,8.37,52.52,
305057,3,85.02,236.26,
305057,6,7.44,37.15,
305058,4,448.14,1639.41,
305058,8,72.22,556.66,
305061,4,59.05,177.23,
305061,3,133.06,319.91,
305061,3,337.68,826.84,
305061,5,12.34,47.74,
305061,5,62.16,249.84,
305061,5,93.70,347.39,
305061,4,47.43,157.35,
305061,3,11.43,25.39,
305061,7,442.26,2311.20,
305061,6,217.44,1008.94,
305061,1,154.43,115.88,
305061,6,32.74,149.23,
305061,3,521.73,1198.79,
305061,4,34.68,101.09,
305064,2,108.56,159.56,
305064,5,126.06,463.06,
305064,1,142.30,104.66,
305066,7,23.38,143.47,
305066,6,72.46,389.45,
305066,2,119.30,212.11,
305066,2,186.14,336.73,
305066,5,7.62,33.80,
305066,9,293.27,2222.80,
305068,5,224.27,987.66,
305068,3,480.42,1327.42,
305068,2,308.39,540.16,
305068,3,17.87,45.26,
305068,2,31.94,51.25,
305068,2,44.64,73.99,
305068,6,84.00,446.82,
305068,3,22.58,56.12,
305068,5,138.73,619.69,
305072,3,219.97,597.28,
305072,7,100.22,649.00,
305072,4,8.30,31.07,
305075,2,258.48,413.24,
305075,5,72.93,305.85,
305075,6,424.62,1940.08,
305075,4,197.42,574.28,
305075,2,343.04,530.88,
305075,4,172.30,527.67,
305075,4,25.97,69.98,
305075,4,8.42,25.51,
305076,4,19.21,66.76,
305076,1,34.06,27.11,
305076,4,142.58,516.22,
305076,5,404.88,1688.38,
305076,3,7.67,19.53,
305078,5,47.34,199.14,
305078,5,242.88,964.64,
305078,4,550.80,1666.59,
305078,7,32.08,180.11,
305078,4,120.83,374.70,
305078,4,252.48,731.23,
305078,5,111.75,442.11,
305078,1,323.51,251.10,
305078,2,124.37,191.81,
305078,4,11.83,34.51,
305079,4,385.56,1366.97,
305079,6,57.28,343.61,
305079,4,17.73,61.86,
305079,6,149.11,808.81,
305079,2,139.99,261.81,
305079,2,73.79,131.48,
305079,2,80.15,138.78,
305079,5,57.65,273.34,
305079,4,142.69,528.11,
305079,3,74.65,203.47,
305079,5,7.66,35.06,
305079,4,8.11,27.58,
305079,3,247.92,677.24,
305079,4,19.39,71.32,
305080,4,70.96,253.13,
305080,5,17.28,81.53,
305080,5,11.84,59.20,
305080,2,47.30,90.18,
305080,6,156.41,800.00,
305080,7,233.28,1375.31,
305080,4,143.48,531.74,
305081,3,59.23,146.08,
305081,6,79.29,416.13,
305081,8,231.84,1542.95,
305081,4,31.22,107.47,
305081,3,13.09,32.23,
305081,6,140.71,726.70,
305081,3,30.39,70.86,
305081,8,126.38,791.57,
305081,3,13.56,33.88,
305081,7,90.14,528.46,
305082,6,127.78,660.02,
