invoice_id,customer_id,placed_at_utc,delivery_slot,grand_total,paid_total,declared_items,campaign_ref,order_status
317496,2073,2025-12-14T06:22:06Z,,1091.78,,2,NONE,paid
317497,2074,2025-12-11T10:06:54Z,,8107.99,8107.99,15,LUX-R6,paid
317505,2082,2025-12-24T13:38:54Z,,2047.45,2047.45,3,RAMADAN-BUNDLE,paid
317507,2088,2025-12-18T10:39:20Z,,2075.74,2075.74,9,LUX-R6,pending_hold
317508,2088,2025-12-25T10:26:43Z,,4182.65,4182.65,4,NONE,pending_hold
317509,2088,2025-12-26T08:18:11Z,,2847.12,,5,RAMADAN-BUNDLE,shipped
317510,2091,2025-12-08T10:49:44Z,,3469.31,3469.31,7,NONE,paid
317523,2102,2025-12-03T11:42:03Z,,2708.92,,9,NONE,paid
317524,2104,2025-12-18T11:21:18Z,,4631.94,4631.94,8,RAMADAN-BUNDLE,paid
317527,2106,2025-12-10T15:13:48Z,,6362.9,6362.90,7,,canceled
317531,2109,2025-12-27T12:39:49Z,,3411.8,,6,RAMADAN-BUNDLE,canceled
317536,2113,2025-12-24T15:49:37Z,,4666.44,4666.44,8,RAMADAN-BUNDLE,paid
317546,2119,2025-12-27T13:02:38Z,,2289.63,,4,,paid
317547,2123,2025-12-05T13:24:51Z,,4906.35,,11,NONE,canceled
317548,2123,2025-12-26T06:53:56Z,,5408.47,,5,LUX-R6,paid
317549,2124,2025-12-18T13:43:40Z,,1312.67,1312.67,5,LUX-R6,pending_hold
317551,2125,2025-12-04T10:01:18Z,,3431.59,3431.59,7,NONE,shipped
317552,2126,2025-12-23T09:12:47Z,,4176.86,,7,NONE,paid
317555,2128,2025-12-10T12:22:03Z,,2466.61,2466.61,8,NONE,paid
317556,2128,2025-12-23T08:36:18Z,,2620.99,2620.99,4,RAMADAN-BUNDLE,shipped
317560,2130,2025-12-21T08:16:59Z,,3002.05,3002.05,4,RAMADAN-BUNDLE,canceled
317562,2131,2025-12-05T08:54:18Z,,3427.17,3427.17,8,WINTER-FLYER,canceled
317566,2134,2025/12/20 12:34,,2035.28,2035.28,5,WINTER-FLYER,canceled
317567,2134,2025-12-08T14:48:44Z,,3797.36,3797.36,7,NONE,paid
317569,2134,2025/12/21 15:36,,2257.33,,6,NONE,paid
317570,2135,2025-12-03T08:29:29Z,,3761.79,,8,WINTER-FLYER,paid
317579,2144,2025-12-08T10:59:20Z,,5067.81,,8,WINTER-FLYER,pending_hold
317580,2145,2025-12-01T11:27:49Z,,763.94,763.94,2,,paid
317582,2151,2025-12-16T13:25:37Z,,4820.9,4820.90,12,LUX-R6,pending_hold
317584,2151,2025-12-20T08:03:50Z,,2005.89,,4,RAMADAN-BUNDLE,shipped
317587,2152,2025/12/04 13:44,,3301.61,3301.61,5,,shipped
317591,2157,2025-12-15T11:31:18Z,,5921.08,,10,RAMADAN-BUNDLE,paid
317598,2165,2025-12-14T12:55:56Z,,5007.47,5007.47,7,NONE,paid
317604,2169,2025-12-27T10:36:23Z,,3904.83,3904.83,8,,pending_hold
317605,2170,2025-12-08T13:58:59Z,,3703.4,3703.40,8,,shipped
317606,2170,2025-12-03T14:10:44Z,,2773.2,,12,WINTER-FLYER,shipped
317611,2176,2025-12-01T10:53:29Z,,4648.9,4648.90,10,NONE,paid
317617,2183,2025-12-16T08:48:34Z,,4566.7,4566.70,5,WINTER-FLYER,pending_hold
317619,2185,2025-12-26T09:47:17Z,,3230.02,,5,,paid
317620,2185,2025-12-09T09:33:22Z,,2779.75,,4,NONE,pending_hold
317621,2186,2025-12-12T13:14:26Z,,6962.25,6962.25,6,,canceled
317625,2191,2025-12-27T14:23:14Z,,2577.39,2577.39,6,NONE,pending_hold
317627,2191,2025-12-07T08:32:50Z,,2346.34,2346.34,5,NONE,canceled
317630,2193,2025-12-03T10:08:18Z,,2413.12,2413.12,8,RAMADAN-BUNDLE,canceled
317637,2201,2025-12-19T06:14:32Z,,1027.76,1027.76,5,LUX-R6,canceled
317639,2203,2025-12-12T13:22:03Z,,2303.63,,9,WINTER-FLYER,pending_hold
317640,2203,2025-12-04T13:41:19Z,,3024.47,,4,RAMADAN-BUNDLE,pending_hold
317643,2206,2025-12-16T11:11:13Z,,2943.97,2943.97,5,NONE,pending_hold
317649,2211,2025-12-02T08:47:45Z,,8598.04,,8,NONE,canceled
317654,2219,2025-12-26T07:26:53Z,,3362.3,,7,NONE,paid
317657,2221,2025-12-17T06:40:02Z,,4151.14,4151.14,7,,paid
317662,2230,2025-12-22T11:40:43Z,,5102.6,5102.60,8,NONE,pending_hold
317669,2236,2025-12-04T07:03:19Z,,1980.66,1980.66,4,NONE,pending_hold
317674,2243,2025-12-24T06:36:16Z,,3209.64,,4,WINTER-FLYER,pending_hold
317679,2249,2025-12-17T10:02:19Z,,7969.68,,10,NONE,paid
317680,2250,2025-12-15T13:10:18Z,,3233.06,,5,WINTER-FLYER,shipped
317682,2251,2025-12-03T08:03:08Z,,2254.3,,10,RAMADAN-BUNDLE,paid
317686,2255,2025-12-02T12:58:33Z,,3652.04,,7,NONE,paid
317687,2255,2025-12-14T09:24:52Z,,1238.41,1238.41,5,RAMADAN-BUNDLE,canceled
317688,2255,2025-12-26T08:52:43Z,,4834.22,4834.22,4,RAMADAN-BUNDLE,canceled
317693,2257,2025-12-12T07:09:38Z,,2820.41,2820.41,5,NONE,pending_hold
317699,2265,2025-12-09T15:15:07Z,,705.98,705.98,2,LUX-R6,shipped
317705,2270,2025-12-17T08:12:21Z,,6783.6,6783.60,7,NONE,paid
317709,2270,2025/12/21 12:27,,3876.07,3876.07,7,WINTER-FLYER,paid
317711,2274,2025-12-10T14:38:45Z,,4064.63,4064.63,6,WINTER-FLYER,paid
317715,2277,2025-12-07T10:36:10Z,,2684.84,2684.84,8,NONE,paid
317716,2282,2025/12/05 08:13,,175.54,175.54,3,WINTER-FLYER,paid
317717,2283,2025-12-28T17:49:52Z,,5011.19,,8,NONE,paid
317721,2287,2025-12-17T15:49:58Z,,8331.85,,14,NONE,paid
317724,2293,2025-12-03T11:59:46Z,,5729.07,5729.07,11,,paid
317725,2293,2025-12-12T06:16:56Z,,1554.94,1554.94,5,NONE,canceled
317727,2295,2025-12-25T07:38:21Z,,2834.1,,5,NONE,pending_hold
317732,2297,2025-12-10T15:03:14Z,,2303.18,,5,LUX-R6,canceled
317733,2297,2025-12-26T06:58:29Z,,1020.27,,3,WINTER-FLYER,paid
317736,2299,2025-12-12T13:28:32Z,,1145.29,,6,RAMADAN-BUNDLE,canceled
317741,2304,2025-12-15T13:53:06Z,,1028.14,1028.14,2,NONE,canceled
317742,2307,2025-12-14T08:40:07Z,,6853.82,,13,NONE,canceled
317743,2309,2025-12-03T08:22:55Z,,1338.23,,5,WINTER-FLYER,paid
317745,2312,2025-12-01T08:06:57Z,,4073.85,,11,WINTER-FLYER,paid
317752,2319,2025-12-02T08:07:19Z,,293.85,,2,NONE,paid
317754,2319,2025-12-04T14:11:11Z,,4347.9,4347.90,5,NONE,canceled
317761,2324,2025-12-14T08:02:30Z,,2675.04,,5,RAMADAN-BUNDLE,paid
317769,2332,2025-12-10T12:17:28Z,,1940.5,,5,LUX-R6,paid
317774,2335,2025-12-22T11:04:29Z,,3424.32,3424.32,5,WINTER-FLYER,canceled
317777,2338,2025-12-25T06:24:34Z,,11680.47,11680.47,15,RAMADAN-BUNDLE,canceled
317778,2340,2025-12-08T10:51:43Z,,1701.3,1701.30,5,LUX-R6,canceled
317779,2341,2025/12/02 15:06,,3916.02,3916.02,4,RAMADAN-BUNDLE,paid
317783,2345,2025-12-15T10:44:12Z,,1751.51,1751.51,3,NONE,paid
317802,2365,2025-12-15T07:11:55Z,,2633.12,,8,,canceled
317803,2365,2025-12-03T09:42:44Z,,9665.93,,12,WINTER-FLYER,paid
317805,2368,2025/12/28 11:37,,3090.49,3090.49,9,RAMADAN-BUNDLE,canceled
317806,2368,2025-12-28T08:58:08Z,,1686.83,,3,WINTER-FLYER,canceled
317811,2375,2025-12-17T08:47:57Z,,138.49,138.49,2,RAMADAN-BUNDLE,paid
317815,2377,2025-12-12T06:18:30Z,,6751.36,,9,NONE,shipped
317816,2382,2025-12-11T11:48:33Z,,3319.06,,4,WINTER-FLYER,paid
317817,2382,2025-12-13T06:02:21Z,,5557.53,5557.53,11,NONE,pending_hold
317818,2382,2025-12-02T11:34:35Z,,2220.71,,7,,canceled
317821,2383,2025-12-10T12:34:32Z,,1718.77,1718.77,5,NONE,paid
317835,2396,2025-12-21T12:59:40Z,,6406.46,6406.46,11,NONE,shipped
317836,2398,2025-12-21T12:02:54Z,,4811.36,4811.36,4,RAMADAN-BUNDLE,paid
317839,2400,2025-12-19T06:54:50Z,,3328.7,3328.70,11,LUX-R6,shipped
317844,2405,2025-12-06T12:59:40Z,,2411.07,,6,NONE,paid
317847,2407,2025-12-25T11:58:52Z,,2669.06,,5,WINTER-FLYER,paid
317852,2415,2025-12-14T06:21:50Z,,5279.78,,6,WINTER-FLYER,shipped
317854,2417,2025/12/17 14:24,,4646.06,,6,WINTER-FLYER,paid
317855,2418,2025-12-04T09:15:36Z,,4683.47,,5,,canceled
317860,2425,2025-12-22T06:05:08Z,,232.32,232.32,3,LUX-R6,shipped
317862,2425,2025-12-09T16:41:59Z,,1200.59,,3,WINTER-FLYER,pending_hold
317867,2430,2025-12-09T14:30:45Z,,3556.67,3556.67,7,WINTER-FLYER,canceled
317870,2431,2025-12-02T10:04:14Z,,2298.72,2298.72,3,WINTER-FLYER,pending_hold
317877,2439,2025-12-22T09:03:44Z,,4264.15,,5,NONE,pending_hold
317878,2440,2025-12-01T06:24:37Z,,4103.07,,3,NONE,paid
317880,2441,2025-12-08T12:05:04Z,,4991.07,4991.07,8,,paid
317883,2443,2025-12-26T13:59:45Z,,4022.9,4022.90,6,WINTER-FLYER,shipped
317906,2465,2025-12-14T07:32:56Z,,4141.18,,8,NONE,paid
317908,2472,2025-12-01T09:43:31Z,,5126.41,,15,LUX-R6,paid
317917,2479,2025-12-23T07:35:13Z,,2589.84,,8,WINTER-FLYER,shipped
317918,2479,2025-12-09T10:28:10Z,,6704.13,6704.13,9,WINTER-FLYER,canceled
317920,2479,2025-12-04T14:05:17Z,,1231.12,,4,RAMADAN-BUNDLE,shipped
317921,2479,2025-12-08T12:44:54Z,,3258.4,,7,WINTER-FLYER,shipped
317923,2481,2025-12-26T13:03:29Z,,1901.77,,6,RAMADAN-BUNDLE,paid
317926,2484,2025-12-19T11:46:19Z,,2849.94,2849.94,8,WINTER-FLYER,shipped
317937,2490,2025/12/26 12:56,,7307.81,,15,RAMADAN-BUNDLE,paid
317938,2492,2025-12-02T12:07:27Z,,2686.38,2686.38,6,NONE,canceled
317939,2492,2025-12-14T10:32:49Z,,11501.42,11501.42,14,WINTER-FLYER,paid
317948,2497,2025-12-27T11:51:32Z,,4579.9,,8,NONE,paid
317950,2498,2025-12-01T10:48:51Z,,4329.74,,6,NONE,pending_hold
317952,2498,2025-12-01T14:08:32Z,,3867.63,,7,NONE,canceled
317954,2499,2025-12-01T11:04:18Z,,1656.02,,5,NONE,shipped
317958,2508,2025-12-19T10:25:06Z,,4251.2,4251.20,6,,canceled
317959,2508,2025-12-13T08:28:08Z,,5261.12,,10,WINTER-FLYER,paid
317961,2509,2025-12-27T08:01:45Z,,6745.84,6745.84,6,NONE,paid
317962,2511,2025/12/05 10:12,,3080.21,,6,,paid
317963,2511,2025-12-23T14:38:13Z,,2422.17,2422.17,6,WINTER-FLYER,paid
317967,2513,2025-12-19T11:21:45Z,,8492.89,8492.89,10,LUX-R6,paid
317971,2515,2025-12-16T11:06:34Z,,3458.21,3458.21,7,NONE,canceled
317972,2517,2025/12/06 08:25,,990.85,990.85,3,WINTER-FLYER,canceled
317973,2518,2025-12-16T06:54:41Z,,1553.04,1553.04,7,LUX-R6,canceled
317977,2528,2025-12-01T06:13:40Z,,6071.65,6071.65,12,WINTER-FLYER,shipped
317978,2531,2025-12-18T08:56:23Z,,2686.01,2686.01,9,NONE,shipped
317980,2533,2025-12-02T08:21:34Z,,3068.58,,5,NONE,paid
317981,2535,2025-12-06T08:42:28Z,,4468.14,4468.14,8,WINTER-FLYER,pending_hold
317982,2535,2025-12-01T12:38:40Z,,2464.04,2464.04,7,,shipped
317983,2535,2025-12-26T09:10:20Z,,2270.68,,4,RAMADAN-BUNDLE,shipped
317988,2541,2025-12-10T12:31:08Z,,4276.39,,6,NONE,paid
317992,2542,2025-12-14T09:01:58Z,,2779.65,2779.65,5,NONE,shipped
317994,2544,2025-12-24T10:27:37Z,,4384.53,,6,,pending_hold
317997,2545,2025-12-15T13:03:58Z,,2929.65,,3,LUX-R6,canceled
317998,2545,2025-12-26T09:41:36Z,,2647.15,,7,NONE,shipped
318001,2552,2025-12-07T13:41:18Z,,2604.59,,3,RAMADAN-BUNDLE,paid
318004,2555,2025-12-16T08:45:03Z,,964.61,,5,NONE,paid
318005,2556,2025-12-10T06:05:20Z,,4098.32,4098.32,6,LUX-R6,paid
318010,2561,2025-12-08T08:14:09Z,,2073.59,,3,LUX-R6,shipped
318011,2561,2025-12-25T14:42:41Z,,4767.04,,9,NONE,paid
318014,2563,2025-12-09T07:49:26Z,,2473.26,2473.26,9,LUX-R6,pending_hold
318017,2564,2025-12-09T08:09:48Z,,2141.24,,8,NONE,paid
318021,2569,2025-12-16T14:08:01Z,,1608.63,,6,WINTER-FLYER,shipped
318027,2575,2025-12-09T13:27:40Z,,2757.38,2757.38,7,WINTER-FLYER,paid
318028,2576,2025-12-03T08:51:36Z,,2482.96,,6,RAMADAN-BUNDLE,shipped
318040,2588,2025-12-02T13:22:22Z,,3678.98,,4,NONE,canceled
318047,2593,2025-12-24T08:22:36Z,,2325.77,2325.77,7,,paid
318048,2594,2025-12-28T14:56:09Z,,2260.07,,3,NONE,paid
318054,2599,2025-12-19T06:58:36Z,,6467.03,,6,NONE,shipped
318055,2599,2025-12-21T16:09:34Z,,7409.18,7409.18,11,NONE,paid
318056,2599,2025-12-20T09:20:21Z,,5831.87,,10,,canceled
318061,2604,2025-12-01T06:46:53Z,,3617.58,3617.58,4,NONE,pending_hold
318062,2605,2025-12-09T06:11:40Z,,6324.01,,12,NONE,paid
318077,2620,2025-12-25T07:33:34Z,,3322.57,3322.57,5,NONE,pending_hold
318079,2622,2025-12-27T08:57:20Z,,3245.44,3245.44,7,RAMADAN-BUNDLE,paid
318080,2622,2025-12-20T12:50:53Z,,4959.48,,14,WINTER-FLYER,pending_hold
318081,2623,2025-12-20T06:08:41Z,,1472.25,,7,NONE,shipped
318083,2626,2025-12-05T08:01:51Z,,3646.06,,4,,shipped
318096,2643,2025/12/25 08:13,,1376.15,1376.15,3,NONE,shipped
318102,2645,2025-12-16T11:07:40Z,,6073.82,,8,NONE,paid
318104,2646,2025-12-06T15:43:56Z,,3329.39,,4,NONE,paid
318107,2648,2025-12-27T11:04:20Z,,2324.93,,4,RAMADAN-BUNDLE,paid
318108,2648,2025-12-10T11:52:38Z,,3749.8,3749.80,10,,canceled
318118,2660,2025-12-01T07:47:08Z,,5269.36,5269.36,9,RAMADAN-BUNDLE,shipped
318120,2663,2025-12-16T14:15:05Z,,3757.78,3757.78,7,,canceled
318121,2664,2025-12-14T09:22:27Z,,4061.37,,7,RAMADAN-BUNDLE,shipped
318128,2669,2025-12-19T07:50:26Z,,4024.02,,9,NONE,paid
318130,2670,2025-12-11T13:55:26Z,,6127.77,,8,NONE,paid
318132,2673,2025-12-27T08:26:57Z,,5826.32,5826.32,10,RAMADAN-BUNDLE,canceled
318133,2673,2025-12-10T07:35:20Z,,795.61,795.61,3,NONE,paid
318136,2673,2025-12-24T09:33:23Z,,1113.64,1113.64,4,LUX-R6,canceled
318137,2674,2025-12-09T10:24:44Z,,2598.4,2598.40,8,LUX-R6,paid
318140,2674,2025-12-01T13:24:31Z,,3383.1,,7,,paid
318143,2675,2025-12-15T11:01:35Z,,944.05,944.05,4,NONE,paid
318151,2681,2025-12-03T10:19:40Z,,1067.87,,6,,paid
318154,2688,2025-12-27T11:11:33Z,,3076.94,,8,LUX-R6,shipped
318158,2694,2025-12-06T12:27:16Z,,1563.31,,7,WINTER-FLYER,pending_hold
318163,2699,2025-12-28T12:10:23Z,,1914.97,,4,LUX-R6,paid
318169,2707,2025-12-22T08:21:05Z,,2676.25,2676.25,8,,paid
318171,2707,2025-12-08T10:37:26Z,,8314.61,,6,NONE,paid
318172,2710,2025-12-05T12:17:02Z,,3949.96,,5,RAMADAN-BUNDLE,pending_hold
318177,2712,2025-12-24T14:15:05Z,,1061.93,1061.93,4,RAMADAN-BUNDLE,paid
318183,2722,2025-12-23T07:16:09Z,,2047.14,2047.14,6,NONE,canceled
318189,2726,2025-12-27T08:50:15Z,,3757.55,,9,WINTER-FLYER,pending_hold
318190,2726,2025-12-08T12:55:29Z,,1262.46,,5,WINTER-FLYER,paid
318191,2726,2025-12-06T08:20:06Z,,3258.08,,10,NONE,paid
318195,2728,2025-12-09T11:15:28Z,,3737.61,,6,,paid
318197,2731,2025-12-16T08:03:31Z,,1615.39,,5,NONE,canceled
318198,2731,2025-12-13T13:04:34Z,,2234.21,,5,LUX-R6,canceled
318202,2734,2025-12-04T13:19:55Z,,2557.53,2557.53,4,NONE,paid
318203,2739,2025-12-17T07:19:11Z,,2006.78,2006.78,6,,paid
318204,2739,2025-12-12T07:47:41Z,,2983.75,,9,NONE,pending_hold
318206,2741,2025-12-25T08:40:22Z,,2289.84,,5,LUX-R6,paid
318210,2748,2025-12-27T08:21:20Z,,4143.9,4143.90,6,RAMADAN-BUNDLE,paid
318211,2748,2025-12-26T12:09:08Z,,5266.59,5266.59,7,WINTER-FLYER,pending_hold
318212,2748,2025-12-11T10:08:15Z,,7922.67,7922.67,11,NONE,paid
318214,2750,2025/12/01 08:43,,3464.95,3464.95,5,NONE,paid
318216,2750,2025-12-14T07:26:08Z,,1866.13,1866.13,4,LUX-R6,shipped
318217,2751,2025-12-22T07:42:44Z,,3538.06,,5,,canceled
318222,2753,2025-12-18T10:05:12Z,,1346.25,1346.25,5,RAMADAN-BUNDLE,paid
318232,2761,2025-12-20T13:31:00Z,,1390.86,,3,NONE,paid
318235,2763,2025-12-25T14:46:50Z,,3081.66,,6,RAMADAN-BUNDLE,pending_hold
318236,2765,2025-12-08T09:55:06Z,,5561.95,5561.95,8,,shipped
318239,2767,2025-12-11T09:14:42Z,,2187.51,2187.51,8,WINTER-FLYER,paid
318242,2769,2025-12-24T11:58:19Z,,5309.29,5309.29,8,NONE,pending_hold
318245,2772,2025-12-03T06:28:24Z,,9112.51,9112.51,13,NONE,canceled
318248,2776,2025-12-12T08:52:45Z,,5886.71,5886.71,10,LUX-R6,canceled
318249,2776,2025-12-01T08:45:51Z,,1633.4,1633.40,5,,paid
318250,2780,2025-12-13T08:43:51Z,,13302.04,13302.04,13,RAMADAN-BUNDLE,shipped
318259,2786,2025-12-22T14:55:11Z,,4007.06,,10,WINTER-FLYER,canceled
318260,2789,2025-12-08T11:58:40Z,,8089.54,8089.54,11,WINTER-FLYER,paid
318262,2793,2025-12-11T09:41:36Z,,1673.11,,4,LUX-R6,paid
318263,2795,2025-12-20T13:22:43Z,,2663.69,2663.69,5,,paid
318264,2795,2025-12-20T14:16:01Z,,854.28,,4,NONE,paid
318268,2797,2025/12/28 13:15,,999.94,999.94,2,NONE,paid
318271,2799,2025-12-22T12:53:15Z,,4376.52,4376.52,8,WINTER-FLYER,paid
318272,2801,2025/12/17 12:45,,2041.88,2041.88,3,WINTER-FLYER,paid
318273,2801,2025-12-17T09:38:55Z,,3247.75,,7,RAMADAN-BUNDLE,shipped
318276,2803,2025-12-27T14:24:53Z,,3864.38,,7,NONE,pending_hold
318279,2805,2025-12-15T13:26:43Z,,7064.1,,12,NONE,paid
318282,2807,2025-12-14T06:14:01Z,,2193.62,,4,WINTER-FLYER,paid
318285,2812,2025-12-27T06:20:27Z,,1462.69,,7,LUX-R6,paid
318289,2814,2025-12-04T10:55:30Z,,6515.3,,13,WINTER-FLYER,canceled
318292,2817,2025-12-02T14:06:37Z,,1461.25,,3,,paid
318295,2818,2025-12-13T10:34:22Z,,5426.33,,8,RAMADAN-BUNDLE,pending_hold
318296,2818,2025-12-17T06:03:50Z,,6454.16,,9,,canceled
318297,2818,2025-12-03T14:14:04Z,,2465.19,2465.19,7,,paid
318298,2818,2025-12-23T14:18:33Z,,2642.3,2642.30,5,WINTER-FLYER,paid
318301,2819,2025/12/04 09:53,,1552.91,,3,WINTER-FLYER,paid
318303,2822,2025-12-09T13:09:26Z,,1399.47,,4,NONE,paid
318306,2824,2025-12-25T07:33:10Z,,2030.82,,6,RAMADAN-BUNDLE,shipped
318309,2824,2025-12-17T12:26:29Z,,2643.04,,4,RAMADAN-BUNDLE,paid
318310,2824,2025-12-20T15:19:22Z,,4594.96,,9,,paid
318315,1000,2026-01-10T08:43:03Z,,3989.79,3989.79,5,RAMADAN-BUNDLE,paid
318317,1002,2026-01-14T09:02:21Z,,4895.56,,5,NONE,canceled
318318,1002,2026-01-28T10:54:18Z,,1692.18,1692.18,4,WINTER-FLYER,canceled
318319,1004,2026-01-25T10:55:03Z,,6038.62,,6,LUX-R6,paid
318324,1006,2026-01-26T15:15:24Z,,2740.38,,6,LUX-R6,shipped
318325,1011,2026-01-24T06:08:03Z,,2575.59,2575.59,6,WINTER-FLYER,canceled
318326,1011,2026-01-10T09:19:25Z,,896.56,896.56,3,,paid
318327,1011,2026-01-13T09:19:18Z,,1974.61,1974.61,7,WINTER-FLYER,canceled
318334,1017,2026-01-26T07:53:00Z,,2077.7,2077.70,6,RAMADAN-BUNDLE,paid
318335,1019,2026-01-17T09:23:31Z,,4077.02,,5,NONE,shipped
318336,1019,2026/01/01 08:31,,1562.3,,4,NONE,paid
318338,1022,2026-01-05T12:46:59Z,,9029.0,,11,WINTER-FLYER,paid
318339,1022,2026-01-09T06:31:48Z,,5131.31,,6,LUX-R6,paid
318343,1026,2026-01-04T11:22:58Z,,2401.24,2401.24,9,WINTER-FLYER,paid
318349,1036,2026-01-14T08:13:31Z,,3537.13,3537.13,5,NONE,canceled
318352,1045,2026-01-24T14:51:31Z,,2221.78,,6,RAMADAN-BUNDLE,shipped
318358,1052,2026-01-20T10:21:40Z,,10691.6,10691.60,14,RAMADAN-BUNDLE,shipped
318364,1053,2026-01-06T06:46:54Z,,5222.75,5222.75,6,NONE,shipped
318366,1053,2026-01-20T14:14:27Z,,8212.44,,15,NONE,pending_hold
318367,1055,2026-01-03T15:32:09Z,,2423.05,2423.05,4,NONE,paid
318371,1058,2026-01-06T15:54:22Z,,4175.99,4175.99,9,RAMADAN-BUNDLE,shipped
318372,1061,2026-01-13T14:16:04Z,,4314.02,4314.02,9,WINTER-FLYER,canceled
318373,1064,2026-01-17T15:31:20Z,,2104.3,,2,RAMADAN-BUNDLE,canceled
318374,1064,2026-01-11T07:54:13Z,,3337.57,3337.57,13,WINTER-FLYER,canceled
318376,1065,2026-01-16T08:58:31Z,,1547.58,,6,NONE,paid
318378,1065,2026-01-15T10:06:32Z,,1317.1,1317.10,3,NONE,paid
318381,1066,2026-01-16T06:03:10Z,,1895.16,1895.16,7,LUX-R6,paid
318382,1067,2026-01-08T08:22:31Z,,4750.13,,11,WINTER-FLYER,paid
318383,1067,2026-01-20T09:57:40Z,,1705.78,,6,,pending_hold
318384,1067,2026-01-26T13:00:06Z,,1996.31,,6,RAMADAN-BUNDLE,paid
318385,1069,2026-01-17T13:01:42Z,,5955.78,,9,RAMADAN-BUNDLE,paid
318386,1071,2026-01-27T18:57:34Z,,8196.58,,11,RAMADAN-BUNDLE,paid
318393,1081,2026-01-09T06:46:45Z,,4049.48,,9,,paid
318395,1083,2026-01-07T16:14:33Z,,956.79,956.79,2,NONE,paid
318396,1083,2026-01-10T10:42:03Z,,1302.05,,4,,paid
318398,1083,2026-01-19T06:38:42Z,,1080.73,,4,RAMADAN-BUNDLE,pending_hold
318400,1086,2026-01-04T11:27:20Z,,2790.97,2790.97,7,NONE,canceled
318410,1098,2026-01-19T13:36:31Z,,2588.46,2588.46,5,WINTER-FLYER,paid
318411,1099,2026-01-15T10:10:42Z,,2314.21,2314.21,4,NONE,paid
318412,1100,2026/01/22 13:30,,2647.5,,4,LUX-R6,paid
318413,1100,2026-01-11T11:49:42Z,,4874.94,,7,WINTER-FLYER,paid
318418,1106,2026-01-27T15:16:46Z,,6114.06,,7,NONE,pending_hold
318419,1106,2026-01-19T10:44:51Z,,1616.59,1616.59,4,NONE,paid
318425,1109,2026-01-18T09:25:52Z,,3535.02,3535.02,5,LUX-R6,paid
318426,1109,2026-01-13T07:09:55Z,,3842.53,3842.53,6,RAMADAN-BUNDLE,paid
318431,1118,2026-01-15T11:51:29Z,,6256.93,6256.93,6,WINTER-FLYER,pending_hold
318433,1119,2026-01-09T06:30:37Z,,1654.75,,3,RAMADAN-BUNDLE,paid
318438,1123,2026-01-27T06:48:49Z,,3938.24,3938.24,13,WINTER-FLYER,paid
318442,1128,2026-01-20T08:13:37Z,,5705.51,5705.51,7,,paid
318446,1134,2026-01-14T12:36:39Z,,759.86,,4,NONE,paid
318447,1135,2026-01-17T13:38:16Z,,4031.56,4031.56,8,WINTER-FLYER,shipped
318449,1136,2026-01-11T10:50:58Z,,3030.0,3030.00,8,NONE,shipped
318453,1139,2026-01-06T06:05:31Z,,1957.52,1957.52,4,LUX-R6,paid
318457,1141,2026-01-10T13:04:32Z,,1423.83,,2,WINTER-FLYER,canceled
318458,1141,2026-01-22T11:57:46Z,,8368.08,8368.08,12,WINTER-FLYER,pending_hold
318460,1142,2026-01-22T08:27:32Z,,5259.22,,10,RAMADAN-BUNDLE,shipped
318464,1146,2026-01-02T09:42:24Z,,4815.59,4815.59,11,LUX-R6,paid
318467,1151,2026-01-05T08:04:29Z,,4450.54,,7,NONE,canceled
318471,1153,2026-01-18T08:28:08Z,,1333.34,,4,NONE,paid
318475,1158,2026-01-12T06:42:07Z,,6912.86,6912.86,6,RAMADAN-BUNDLE,paid
318476,1158,2026-01-10T13:31:44Z,,2281.17,,5,LUX-R6,pending_hold
318477,1160,2026-01-14T12:14:38Z,,2411.28,2411.28,7,LUX-R6,shipped
318480,1163,2026-01-02T12:31:01Z,,1871.26,1871.26,3,LUX-R6,paid
318482,1166,2026-01-12T11:53:39Z,,4652.4,4652.40,12,NONE,paid
318486,1171,2026/01/12 10:48,,3102.68,,4,RAMADAN-BUNDLE,paid
318487,1171,2026-01-10T07:11:59Z,,1623.45,1623.45,2,,paid
318491,1177,2026-01-05T09:19:04Z,,2640.45,,4,LUX-R6,paid
318492,1177,2026-01-04T09:48:49Z,,3853.31,3853.31,6,LUX-R6,paid
318493,1182,2026-01-27T08:22:13Z,,1703.96,1703.96,2,RAMADAN-BUNDLE,shipped
318494,1182,2026-01-22T11:17:27Z,,2328.51,,5,,pending_hold
318495,1182,2026-01-02T07:47:32Z,,3489.69,,5,WINTER-FLYER,pending_hold
318496,1183,2026-01-24T12:58:20Z,,3026.12,,5,WINTER-FLYER,paid
318497,1185,2026-01-10T10:23:56Z,,3581.57,3581.57,9,RAMADAN-BUNDLE,paid
318499,1188,2026-01-23T08:31:33Z,,5030.4,,8,,canceled
318500,1188,2026-01-19T10:05:06Z,,2945.57,2945.57,8,RAMADAN-BUNDLE,shipped
318501,1188,2026-01-21T11:28:45Z,,2694.21,2694.21,6,LUX-R6,paid
318502,1188,2026/01/15 12:16,,2300.54,2300.54,3,WINTER-FLYER,pending_hold
318504,1191,2026-01-02T08:19:51Z,,2720.94,,4,,shipped
318509,1194,2026-01-05T09:35:50Z,,3653.85,,11,RAMADAN-BUNDLE,canceled
318510,1194,2026-01-28T09:29:27Z,,3885.57,3885.57,8,RAMADAN-BUNDLE,pending_hold
