alias_id,account_name,branch_id,supplier_code
A58578,Ph/El Baraka Faisal 04,712,87
A58579,EL BARAKA FAISAL,719,66
A58580,El Baraka Faisal (2),729,73
A58581,Ph/el baraka faisal 6th Zone,729,73
A58582,PY/EL BARAKA FAISAL 011,746,64
A58583,PH el baraka faisal 6th Zone,746,64
A58584,el baraka faisal Branch 2,761,56
A58585,EL BARAKA FAISAL Station St.,778,77
A58586,EL Silver Care Branch 2155,704,69
A58587,SLIVER CARE br.2,704,69
A58588,EL SILVER CARE (2),732,75
A58589,PH silver care Mall,733,70
A58590,EL Silver Care 04,762,73
A58591,PH Silver Care168,762,73
A58592,PY/silver crae,763,80
A58593,Silver Care 011,779,66
A58594,union pharm faisal Main Road,719,67
A58595,PH Union Pharm Faisal 011749,719,67
A58596,Union Pharm Faissal Branch 1145,734,69
A58597,PY/Union Pharm Faisal Mall,749,66
A58598,Union Pharm Faisal 6th Znoe,749,66
A58599,El Shifa Branch 2,704,70
A58600,El Shifa,740,70
A58601,el EL SHIFA br.2,776,60
A58602,PH El Shifa,776,60
A58603,EL care 24 seven,700,67
A58604,care 24 seven Main Road,705,73
A58605,EL CARE 24 SEVEN (2),706,75
A58606,el care 24 seven-A,706,75
A58607,El-Care 24 Seven 011,719,68
A58608,el Care 24 Seven Branch 2,724,65
A58609,El-Care 24 Seven-A,724,65
A58610,EL CARE 24 SEVEN 6th Zone,727,83
A58611,Care 24 Seven 04438,744,81
A58612,EL Care 24 Seven 04,744,81
A58613,El-NILE CARE Branch 1,701,69
A58614,EL Nile Care,701,69
A58615,PY/Nile Caer br.2,708,63
A58616,Ph/NILE CARE 011,715,51
A58617,Nile Care Mall152,715,51
A58618,PH NILE CARE 04,718,59
A58619,Ph/Nile Care 04,718,59
A58620,NILE CARE-A,751,69
A58621,el Nile Care (2),764,69
A58622,Ph/nile care 011,765,68
A58623,Nile Care167,765,68
A58624,EBN SINA FAISAL Branch 2835,721,69
A58625,PH Ebn Sina Faisal,738,75
A58626,Ebn Sina Faisal Branch 2,739,75
A58627,el EBN SINA FAISAL471,739,75
A58628,PH Ebn Sina Faisal-A,743,55
A58629,EBN SINA FAISAL Branch 1,765,69
A58630,Ebn Sina Faisal,775,71
A58631,Ebn Sina Faisal br.2,775,71
A58632,ebn sina faisal,781,74
A58633,Ph/NILE CARE Branch 1,730,70
A58634,PY/NILE CARE 04,748,78
A58635,Ph/NILE CARE-A,779,67
A58636,el GOLDNE CARE,717,57
A58637,Golden Care Branch 260,754,68
A58638,PH golden care (2),754,68
A58639,el GOLDEN CARE 04,761,57
A58640,Ph/NILE CARE311,731,75
A58641,Nile Care Station St.,731,75
A58642,PY/NILLE CARE 04,760,70
A58643,Ph/Nile Care (2),760,70
A58644,nile care-A,772,75
A58645,el nile care 04,772,75
A58646,PH omega oct city 6th Zone,703,69
A58647,EL OMEGA OCT CTIY 011,704,71
A58648,PH omega oct city br.2,708,64
A58649,Omega Oct City 6th Zone,708,64
A58650,El-Omega Oct City-A,712,88
A58651,PH OMEGA OCT CITY 011,712,88
A58652,Omega Oct City,743,56
A58653,Ph/Omega Oct City,743,56
A58654,el Omega Oct City Branch 1457,761,58
A58655,el omega oct ciity,761,58
A58656,OMEGA OCT CITY (2),774,69
A58657,PY/Care 24 Seven Main Road,700,68
A58658,PY/Care 24 Seven 6th Zone,743,57
A58659,El-Care 24 Seven Branch 2118,752,65
A58660,PY/care 24 seven 6th Zone,766,76
A58661,PH care 24 seven-A,769,63
A58662,PY/better life fasial,735,71
A58663,Ph/Better Life Faisal,735,71
A58664,el Better Life Faisal,736,64
A58665,Ph/better life faisal 6th Zone911,777,72
A58666,Dr Medhat Imbaba 04,703,70
A58667,Ph/DR MEDHAT IMBABA 04,714,74
A58668,dr medhaat imbaba Branch 2,721,70
A58669,Dr Medhat Imbaba Main Road,721,70
A58670,El-DR MEDHAT IMBABA 6thZ one,780,67
A58671,DR MEDHAT IMBABA Branch 1,780,67
A58672,el Silver Care 2),715,52
A58673,el Silver Care Mall,715,52
A58674,Ph/silver care Station St.,717,58
A58675,Ph/silver caree (2),722,70
A58676,el SILVER CARE,722,70
A58677,Ph/Silver Care 6th Zone,736,65
A58678,SILVER CARE 011,736,65
A58679,El-silver care 6th Zone,740,71
A58680,Silver Care,740,71
A58681,PY/silver care-A,748,79
A58682,Silver Care 04,770,82
A58683,Ph/Silver Care 04,778,78
A58684,el silver care 011,778,78
A58685,angel,700,69
A58686,Ph/Angel-A,740,72
A58687,Ph/angel,769,64
A58688,PH Angel Branch 2,769,64
A58689,el ANGE LBranch 2,773,75
A58690,salamtekk (2),703,71
A58691,SLAMTEK-A,708,65
A58692,el salamtek 6th Zone,708,65
A58693,SALAMTEK Station St.,716,63
A58694,ElS-ALAMTEK,716,63
A58695,el Salamtek 04,728,65
A58696,Ph/salamtek Branch 1,728,65
A58697,PH salamtek 6th Zone331,737,75
A58698,Ph/SALAMTEK 011,737,75
A58699,PH Salamtek Mall,759,66
A58700,Ph/salamtek Branch 1,762,74
A58701,PH aSlamtek Main Road,762,74
A58702,El-eel baraka marg 011,701,70
A58703,EL el baraka marg,741,68
A58704,PH El Baraka Marg (2),743,58
A58705,El Baraka Marg br.2,751,70
A58706,PY/E lBaraka Marg Mall,751,70
A58707,EL El Baraka Marg 04,753,64
A58708,Ph/Elite Haram838,701,71
A58709,El-ELITE HARAM Main Road,701,71
A58710,ELITE HARAM Branch 1,710,73
A58711,el ELITE HARAM Mall,731,76
A58712,el Elite Haram Main Road,753,65
A58713,el El Zahraa Obour (2),728,66
A58714,Ph/El Zahraa Obour Branch 2,730,71
A58715,PH El Zahraa Obour 6th Zone,730,71
A58716,El Zahraa Obour 6th Zone,736,66
A58717,El Zahraa Obour Main Raod,745,59
A58718,EL ZHARAA OBOUR Mall,753,66
A58719,el El Zahraa Obour Station St.,768,76
A58720,El-El Zahraa Obour,773,76
A58721,EL el zahraa obour Main Road,773,76
A58722,Ph/Omega Faisal Station St.,714,75
A58723,El-OMEGA FAISAL 6th Zone,720,76
A58724,El-Omega Faisal Branch 1876,720,76
A58725,EL Omega aisal 04,723,69
A58726,PH omega faisal-A754,723,69
A58727,el Omega Faisal Station St.210,735,72
A58728,OMEGA FAISAL,740,73
A58729,El-Omega Faisal758,740,73
A58730,Omega Faisal388,745,60
A58731,Omega Faisal 6th Zone,745,60
A58732,Omega Faisal 04,769,65
A58733,EL Omega aFisal576,772,76
A58734,EL Alpha Pharma br.2,717,59
A58735,alpha pharma Mall,727,84
A58736,el ALPHA PHARMA 04,727,84
A58737,Ph/Alpha Pharma-A,735,73
A58738,alpha pharma,744,82
A58739,Ph/Alpha Pharma,744,82
A58740,El-Alpha Pharma Station St.,756,81
A58741,EL el naasr Mall,717,60
A58742,EL NASR,733,71
A58743,el el nsr 011,733,71
A58744,el el nasr,758,58
A58745,EL NASR,773,77
A58746,El Nasr br.2,778,79
A58747,PY/EL NASR 6th Zone,778,79
A58748,el Omega Agami br.2,704,72
A58749,OMMEGA AGAMI Mall,724,66
A58750,PH Omega Agami 011,734,70
A58751,EL Omega Agami 011906,734,70
A58752,Omega Agami,767,67
A58753,Omega Agami Main Road,779,68
A58754,Ph/omega agami Barnch 2,779,68
A58755,Ph/angel nozhaB ranch 1,702,66
A58756,angel nohza 6th Zone829,749,67
A58757,Angle Nozha br.2,749,67
A58758,el angell nozha-A,754,69
A58759,El-Angel Nozha,754,69
A58760,Ph/ANGEL NOZHA,757,73
A58761,PY/Angel Nozha (2),757,73
A58762,El-ngel Nozha Main Road,767,68
A58763,ANGEL NOZHA,770,83
A58764,ANGEL NOZHA br.2,770,83
A58765,PY/Union Phrm Zayed,712,89
A58766,PY/union phar mzayed,718,60
A58767,Ph/union pharm zayed br.2,727,85
A58768,PY/Union Pharm Zayed Branch 2,753,67
A58769,el union pharm zayed-A,754,70
A58770,UNION PHARM ZAYE DMall,758,59
A58771,PH UNION PHARM ZAYED-A,760,71
A58772,UNION PHARM ZAYED (2),760,71
A58773,PY/Union Pharm Zayed br.2,769,66
A58774,PH Better Life Nozha,705,74
A58775,EL better life nozha Branch 2,705,74
A58776,PY/Better Life Nozha,743,59
A58777,BETTER LIFE NOZHA Branch 2736,743,59
A58778,Phh/better life nozha Main Road,768,77
A58779,MIRA,737,76
A58780,Ph/Mira rBanch 2,742,73
A58781,El-Mira br.2976,742,73
A58782,Mira (2),744,83
A58783,El-Mira Mall,756,82
A58784,PY/Mira (2)300,779,69
A58785,Mira 6th Zone,779,69
A58786,El-el zahraa faisal Main Road,702,67
A58787,EL ZAHRAA FAISAL Mall,716,64
A58788,EL ZAHRAA FAISAL 04586,754,71
A58789,el El Zahraa Faisal159,754,71
A58790,PH EL ZAHRAA FAISAL (2),767,69
A58791,Ph/el zahraa faisal Station St.,767,69
A58792,PY/El Zahraa Faisal Branch 2,769,67
A58793,El Zahraa Faisal 011309,769,67
A58794,el zahraa faisal Branch 1,770,84
A58795,El Zahraa Faisal,770,84
A58796,EL ZAHRAA FAISAL (2)307,780,68
A58797,el zahraaa faisal Branch 1551,780,68
A58798,El-Health Gate Zayed Station St.,707,55
A58799,PH Health Gate Zayed (2),707,55
A58800,PY/Health Gate Zayd Main Road,721,71
A58801,el Health Gate Zayed Main Road,721,71
A58802,PY/health gate zayed (2),746,65
A58803,Health Gate Zayed Mall,746,65
A58804,Health Gate Zayed br.2,773,78
A58805,Ell-Health Gate Zayed,773,78
A58806,Nile Care Faisal br.2,701,72
A58807,EL Nile Care Faisal 011192,703,72
A58808,PY/Nile Care Faisal,713,74
A58809,El-NILE CARE FAISAL,721,72
A58810,Nile Care Faisal Station St.,721,72
A58811,Ph/Nile Care Faisal 04850,741,69
A58812,el Nile Care Faisal Mall,741,69
A58813,Nile Care Fiasal,765,70
A58814,Elite Faisal br.2,706,76
A58815,Ph/Elite Faisal 04,722,71
A58816,PY/elite faisal Branch 2,722,71
A58817,El-elite faisal Branch 1,734,71
A58818,el nasr square br.2,700,70
A58819,EL NAS RSQUARE (2)17,700,70
A58820,EL El Nasr Square,708,66
A58821,PH el nasr square Main Road,708,66
A58822,El Nasr Square Main Road,717,61
A58823,el El Nasr Square Branch 2,717,61
A58824,EL NASR SQUARE Mall,718,61
A58825,Ph/el nasr square Branch 1826,718,61
A58826,PH El Nasr Square-A798,726,94
A58827,El-el nasr square 04,726,94
A58828,El-El Nasr Square 6th Zone,758,60
A58829,El Nasr Square Branch 1,768,78
A58830,pharma plus,700,71
A58831,PY/Pharma Plus 011,700,71
A58832,PH pharma plus 6th Zone,701,73
A58833,El-PHARMA PLUS Mall,704,73
A58834,PH pharma pluus-A,750,68
A58835,Ph/PHARMA PLUS Main Road,759,67
A58836,El-Pharma Plus Main Road,761,59
A58837,EL PHARMA PLUS (2)616,761,59
A58838,PY/pharma plus 04,768,79
A58839,PY/pharma plus (2),768,79
A58840,PH Pharma Plus br.2173,771,66
A58841,El-union pharm faiisal 6th Zone,757,74
A58842,PH union pharm faisal Branch 1,764,70
A58843,Ph/UNION PHARM FAISAL br.2329,769,68
A58844,PH Union Pharm Faaisal 04171,772,77
A58845,El-union pharm faisal-A,772,77
A58846,UNION PHARM FAISAL br.2,782,77
A58847,el Salatek Faisal,728,67
A58848,El-Salmtek Faisal Station St.,728,67
A58849,Salamtek Faisal,741,70
A58850,PY//salamtek faisal,741,70
A58851,SALAMTEK FAISAL Branch 2,742,74
A58852,PH Salamtek Faisal Main Road,742,74
A58853,Sallamtek Faisal 04,743,60
A58854,Salamtek Faisal Mall,743,60
A58855,EL Salamtek Faisal,746,66
A58856,el SALAMTEK FAISAL 011973,746,66
A58857,el salamtek faisal,750,69
A58858,PH Salamtek Faisal92,750,69
A58859,El-salamtek faisal,777,73
A58860,PH mira,716,65
A58861,Ph/mira-A,716,65
A58862,PH Mira,722,72
A58863,El-Mira,722,72
A58864,MIRA 6th Zone,745,61
A58865,PH Mira,745,61
A58866,Miar 011,750,70
A58867,El-Mira brr.263,750,70
A58868,mira Branch 2,772,78
A58869,el NIL CARE,708,67
A58870,El-Nile Care-A,708,67
A58871,PH NILE CARE 04,735,74
A58872,El-NILE ACRE,735,74
A58873,EL NILE CARE 04,742,75
A58874,El-Nile Care Main Road,760,72
A58875,El-Nile Care,773,79
A58876,el shifa agami976,728,68
A58877,PY/EL SHIFA AGAM 04,728,68
A58878,EL El Shfa Agami,729,74
A58879,El Shifa Agami Branch 1,729,74
A58880,PH EL SHIF AAGAMI Branch 1,744,84
A58881,PH El Shifa Agami Station St.,758,61
A58882,El-El Shifa Agami Main Road,758,61
A58883,Famil Faisal (2),704,74
A58884,Family Faisal Main Road,717,62
A58885,El-Family Faisal 04,719,69
A58886,EL FAMILY FAISAL,719,69
A58887,EL Family Faisal 04,735,75
A58888,PH FAMILY FAISAL137,735,75
A58889,Ph/Hope Mll,708,68
A58890,el Hope 011241,710,74
A58891,Hope br.2,710,74
A58892,El-Hope,724,67
A58893,PH hoep-A844,724,67
A58894,hope Branch 2,781,75
A58895,PH hope,781,75
A58896,El-Sunrise Montaza 011,732,76
A58897,PY/sunriise montaza br.2,732,76
A58898,PY/sunrise montaza br.2,762,75
A58899,EL Sunrise Montaza (2),777,74
A58900,sunrise montaza 011,777,74
A58901,PH SUNRISE MONTAZA Branch 1,778,80
A58902,PH Sunrise Montaza br.2807,778,80
A58903,PY/OMEA 011,704,75
A58904,OMEGA 011,704,75
A58905,el Omega 6th Zone460,715,53
A58906,omega,715,53
A58907,PY/omega (2),766,77
A58908,Ph/AL AMAL FAISL-A,708,69
A58909,el Al Amal Faisal (2),708,69
A58910,PH AL AMAL FAISAL Mall,719,70
A58911,PH al amal faisal Station St.,719,70
A58912,AL AMAL FAISAL,750,71
A58913,Al Amal Faisal Station St.,750,71
A58914,PY/ebn sina faisal br.2,715,54
A58915,PY/ebn sina faisal,723,70
A58916,Ebn Sina Faisal 6th Zone482,742,76
A58917,El-Ebn Sina Faisal Mall,750,72
A58918,PH Green Leaf Faisal (2),700,72
A58919,Ph/green leaf faisal (2),700,72
A58920,green laf faisal-A175,714,76
A58921,ell Green Leaf Faisal Branch 2,714,76
A58922,PH Green Leaf Faisal 6th Zone,719,71
A58923,Ph/green leaf faisal br.2,719,71
A58924,el green leaf faisal 011,735,76
A58925,Ph/greenn leaf faisal Main Road843,743,61
A58926,GREEN LEAF FAISAL854,743,61
A58927,PY/GREEN LEAF FAISAL Branch 1,768,80
A58928,El-GREEN LEAFF AISAL Main Road,773,80
A58929,PY/GREEN LEAF FAISAL Mall,778,81
A58930,PY/Green Leaf Faisal Main Road,778,81
A58931,El-Salamtek Faisal Branch 2,719,72
A58932,El-Salamtek Faisal 6th Zone,721,73
A58933,El-SALAMTEK FAISAL br.2,721,73
A58934,EL Salamtek Faisal Mall,730,72
A58935,Ph/salamtek faisal Mall,730,72
A58936,SALAMTEK FAISAL Mall,777,75
A58937,Salamtek Faisal 04,778,82
A58938,El Shifa Helwan Mall,717,63
A58939,PY/El Shifa Helwan 6th Zone,719,73
A58940,Ph/el shifa helwan 04,724,68
A58941,Ph/El Shifa Helwan-A,728,69
A58942,el shifa helwan br.2,729,75
A58943,PH El Shifa Helwan 04,729,75
A58944,EL El Shifa Helwan-A,738,76
A58945,el shifa helwan,738,76
A58946,el EEl Shifa Helwan115,754,72
A58947,Ph/METRO OBOUR 011,701,74
A58948,Ph/Metro Obour 6th Zone,701,74
A58949,METRO BOUR Station St.,702,68
A58950,metro obour,708,70
A58951,metro obour,726,95
A58952,metro obour,759,68
A58953,El-Metro Oobur,762,76
A58954,PH METRO OBOUR,768,81
A58955,PH METRO OOBUR (2)252,768,81
A58956,Ph/ile care faisal Mall809,717,64
A58957,Ph/NILE CARE FAISAL,753,68
A58958,EL nile care faisal,753,68
A58959,Nile Care Faisal 04,756,83
A58960,GREEN LEAF,707,56
A58961,PH green lef 0496,707,56
A58962,Ph/Green Leaf Branch 1,711,58
A58963,Green Leaf 011,711,58
A58964,green elaf 04,719,74
A58965,EL Green Leaf Main Road,719,74
A58966,Green Leaf (2),744,85
A58967,PY/GREEN LEAF Station St.,759,69
A58968,PH green leaf br.2,759,69
A58969,el Green Leaf Mall,763,81
A58970,PH Green Leaf,763,81
A58971,PY/Green Leaf Branch 2,764,71
A58972,EL green leaf 04,764,71
A58973,Ph/Green Leaf,771,67
A58974,el Green Leaf Branch 1,702,69
A58975,green leaf,724,69
A58976,GREEN LEAF br.2,728,70
A58977,EL Green Leaf Branch 2,774,70
A58978,Ph/Star Care Faisal Branch 1,703,73
A58979,PH Sar Care Faisal 011,703,73
A58980,EL Star Care Faisal,721,74
A58981,PY/star care fasial,750,73
A58982,star care faisal Main Road,750,73
A58983,El-GREEN LEAF-A,730,73
A58984,EL green leaf Main Road,773,81
A58985,El-Green Leaf 6th Zone,774,71
A58986,green leaf Branch 1,774,71
A58987,P HSilver Care Dokki,704,76
A58988,SILVER CARE DOKKI Station St.,747,68
A58989,el Silver Care Dokki-A531,762,77
A58990,PHG reen Leaf Maadi,706,77
A58991,el Green Leaf Maadi,706,77
A58992,Ph/Green eLaf Maadi Branch 1,730,74
A58993,El-GREEN LEAF MAADI (2),730,74
A58994,el GreenL eaf Maadi,734,72
A58995,Ph/green leaf maadi Station St.,734,72
A58996,PH Green Lefa Maadi (2),736,67
A58997,El-green leaf maadi 04,736,67
A58998,PY/Green Leaf Maadi 04,746,67
A58999,PY/GREEN LEAF MAADI 6th Zone,746,67
A59000,EL Green Leaf Maadi Branch 1,782,78
A59001,METRO Main Road,701,75
A59002,el metro 6th Zone,701,75
A59003,Phh/METRO,702,70
A59004,Meetro,746,68
A59005,el City Care Rehab View Mall,700,73
A59006,City Care Rehab View Branch 2,711,59
A59007,city care rehab view,714,77
A59008,PY/CITY CARE REHAB VIEW (2),722,73
A59009,CITY CARE REHAB VIEW (2),752,66
A59010,City Care Rehab View (2)848,752,66
A59011,EL City Care Rehab View-A,756,84
A59012,City Care Rehab View,771,68
A59013,EL City Care Rehab View,771,68
A59014,El-alpha pharma rehab view 011,741,71
A59015,PH ALPHA PHARMA REHAB VIEW Mall83,741,71
A59016,PY/Alpha Pharma Rehab View (2),751,71
A59017,El-alpha pharma rehab view-A,754,73
A59018,ALPHA PHARMA REHAB VIEW Mall,761,60
A59019,el Alpha Pharma Rehab View (2),772,79
A59020,PY/silver care marg416,707,57
A59021,PY/Silver Care Marg Mall,727,86
A59022,Silver Care Marg880,727,86
A59023,PH Sivler Care Marg 6th Zone,777,76
A59024,EL silver care marg,777,76
A59025,Al Amal (2)204,706,78
A59026,Ph/al amal br.2,706,78
A59027,el Al Amal br.2,711,60
A59028,Ph/al amal 04,734,73
A59029,PH Al Amal 011,734,73
A59030,Al Amal Mall20,741,72
A59031,EL al amal Branch 2,741,72
A59032,al amal,743,62
A59033,PY/Al Amal 011,744,86
A59034,pharma plus dokki 011,724,70
A59035,Pharma Plus Dokki-A,726,96
A59036,pharma lus dokki 04,730,75
A59037,El-pharma plus dokki,730,75
A59038,el pharma plus dokki Branch 2828,734,74
A59039,PY/pharma plus dokki Station St.,734,74
A59040,PH Pharma Plus Dokki-A,744,87
A59041,pharma plus dokki Station St.102,752,67
A59042,Pharma Plus Dokki (2),752,67
A59043,PY/Pharma Plus Dokki 2),768,82
A59044,el pharma plus dokki 011,771,69
A59045,golden care imbaba Mall924,703,74
A59046,GOLDEN CARE IMBABA 6th Zone,703,74
A59047,PY/Golden Care Imbaba Station St.,721,75
A59048,EL Golden Care Imbaba-A,721,75
A59049,Golden Care Imbaba,739,76
A59050,GOLDEN CARE IMBABA Branch 2,739,76
A59051,golden care imbaba 011,740,74
A59052,el golden care imbaba 6th Zone,757,75
A59053,el golden care imbaba Main Road,777,77
A59054,el EL HOKAMA FAISAL Main Road905,701,76
A59055,El Hokma Faisal,727,87
A59056,PY/el hokama faisal,771,70
A59057,PH El Hokama Faisal,771,70
A59058,EL NILE CARE FAISAL Mall,750,74
A59059,Ph/Nile Care Faisal-A,750,74
A59060,Nile Care Faisal-A667,763,82
A59061,Nile Care Faisal 011685,763,82
A59062,El-NILE CARE FAISA-LA,765,71
A59063,EL Nile Care Faisal,765,71
A59064,Ph/Nile Care aFisal-A,781,76
A59065,EL AlN ozha Main Road,725,73
A59066,PY/AL NOZHA,725,73
A59067,EL Al Nozha 04,726,97
A59068,AL NOZHA,726,97
A59069,AL NOZHA,768,83
A59070,Ph/Seha First Mall,704,77
A59071,el Seha First Branch 1,710,75
A59072,SEHA FIRST 04,710,75
A59073,el SEHA FIRST 6th Zone,715,55
A59074,PH SEHA IRST,736,68
A59075,Ph/Seha First,736,68
A59076,SEHA FIRST 011,768,84
A59077,e Star Care Branch 1,705,75
A59078,PY/Star are Mall,745,62
A59079,EL Star Care,745,62
A59080,el STAR CARE Branch 2568,753,69
A59081,el Star Care ranch 1,767,70
A59082,PY/Star Care-A183,767,70
A59083,El-BETTER LIFE IMBABA 04559,700,74
A59084,el better life imbaba Branch 1,700,74
A59085,BETTER LIFE IMBABA Branc 2236,706,79
A59086,el Better Life Imbaba,706,79
A59087,EL Better Life Imbaba,716,66
A59088,Better Life Imbaba 011,716,66
A59089,Ph/BETTER LIFE IMBABA 04,737,77
A59090,BETTER LIFE IMBABA,746,69
A59091,better life imbaba 04,764,72
A59092,El-Better Life Imbaba-A83,765,72
A59093,BETTER LIFE IMBABA Branch 2269,765,72
A59094,PH BETTER LIFE IMBABA MainR oad82,772,80
A59095,metro faisal-A,703,75
A59096,PY/Metro Faisal (2),760,73
A59097,el Metro Faisal (2),760,73
A59098,Metro aFisal Mall,772,81
A59099,el El Zahraa Faisal 6th Zone,706,80
A59100,el El Zahraa Faisal Station St.,706,80
A59101,EL EL ZAHRAA FAISAL Branch 1,711,61
A59102,El Zaraa Faisal Mall,717,65
A59103,El Zahraa Faisal Branch 2,721,76
A59104,el EL ZAHRAA FAISAL (2),721,76
A59105,EL EL ZAHRAA FAISAL Station St.,735,77
A59106,El-EL ZAHRAA FAISAL br.2,736,69
A59107,el zahraa faisal39,763,83
A59108,Nile aCre891,705,76
A59109,nile care Branch 2,705,76
A59110,PH NILE CARE Banch 1,708,71
A59111,PH NILE CARE Main Road,710,76
A59112,el Nile Care Branch 1,710,76
A59113,Nil eCare br.2,711,62
A59114,el Nile Carre br.2,711,62
A59115,Ph/Nile Care,742,77
A59116,EL Nile Care Branch 1,781,77
A59117,El-Nile Care 6t Zone,781,77
A59118,el EL NASR FAISAL 04,709,65
A59119,el nasr fiasal br.2,717,66
A59120,Ph/el nasr faisal Branch 2,742,78
A59121,PH el nasr faisal 6th Zone,742,78
A59122,El Nasr Faisal (2),755,83
A59123,el nas rfaisal-A979,755,83
A59124,El-Hope Imbaba 04,705,77
A59125,Hope Imbaba br.2,705,77
A59126,Ph/hope imbaba 04,706,81
A59127,Hope Imbaba Branch 1,717,67
A59128,Hope Imbaba Main Road,720,77
A59129,Ph/ope Imbaba753,722,74
A59130,EL Hope Imbaba-A,762,78
A59131,El-HOPE IMBABA Mall,769,69
A59132,Hope Imbaba br.2,769,69
A59133,El Baraka Oct City Station St.,706,82
A59134,PY/EL BARAKA OCT CITY (2),706,82
A59135,El Baraka Oct City Station St.,739,77
A59136,El-El Baraka ct City,761,61
A59137,better life faisal Branch 2,737,78
A59138,el BETTER LIFE FAISAL Branch 1,744,88
A59139,BETTER LIFE FAISAL Branch 2,771,71
A59140,BETTER LIFE FAISAL Station St.,771,71
A59141,el Mira Square,746,70
A59142,el MIRA SUQARE-A,746,70
A59143,PY/Mria Square 011,762,79
A59144,EL mira square 6th Zone,762,79
A59145,el Mira Square 011,773,82
A59146,EL MIRA SQQUARE Station St.385,773,82
A59147,Mira Square 6th Zone,782,79
A59148,EBN SINA NOZHA Station St.,715,56
A59149,PY/Ebn Sina Nozha Main Road,727,88
A59150,Ebn Sina Nozha 011,730,76
A59151,PH ebn sina nozha Branch 2,743,63
A59152,PY/ebn sina nzha-A,774,72
A59153,El-Ebn Sina Nozha222,774,72
A59154,El-LFIE LINE Main Road363,700,75
A59155,Lif eLine-A,700,75
A59156,life line 011,726,98
A59157,PH llife line Mall,732,77
A59158,PH LIFE LINE,746,71
A59159,El-life line-A,746,71
A59160,PH Life Line 011,755,84
A59161,el Life Line (2)109,755,84
A59162,LIFE LINE Main Road,758,62
A59163,PY/LIFE LINE-A,759,70
A59164,life line-A992,759,70
A59165,PY/El Shifa 011,714,78
A59166,EL SHIFA Main Road,714,78
A59167,PH El Shifa,720,78
A59168,el shfia 04,720,78
A59169,EL El Shifa-A,747,69
A59170,EL El Shifa 6th Zone,747,69
A59171,El Shifa 04,749,68
A59172,El Shifa 011,749,68
A59173,EL El Shifa-A,755,85
A59174,el El Shifa Branch 2,761,62
A59175,Ell Shifa Branch 1,761,62
A59176,El Shifa 04,781,78
A59177,SILVER CARE,705,78
A59178,El-silver care,727,89
A59179,PY/Silver Care Main Road,727,89
A59180,el ssilver care 011740,729,76
A59181,PY/Silver Care (2),744,89
A59182,Ph/silver acre,744,89
A59183,el Silver Care Branch 1,750,75
A59184,Ph/silver care Mall,750,75
A59185,SILVER CARE (2)818,757,76
A59186,El-Silver Care Main Road194,757,76
A59187,EL Silver Care,769,70
A59188,Silver Care,769,70
A59189,star care nozha Station St.,709,66
A59190,el star care nozha,716,67
A59191,El-Star Care Nozha 04,716,67
A59192,star care nozha Station St.,719,75
A59193,PH Star Care Nozha-A,719,75
A59194,PH Star Care Nozha Station St.,728,71
A59195,Star Care Nozha Branch 2,728,71
A59196,star care noozha-A,732,78
A59197,el star care ozha-A,732,78
A59198,star carenozha (2),766,78
A59199,Star Care Nozha Mall,766,78
A59200,star care nozha Main Road,767,71
A59201,STAR CARE NOZHA-A,767,71
A59202,Star Care Nozha 011,771,72
A59203,El-Star Care Nozha Station St.690,771,72
A59204,EL city care smouha 04,724,71
A59205,El-City Care Smouha Main Road,726,99
A59206,Ph/city care smouha,726,99
A59207,PH City Care Smouha (2),729,77
A59208,el City Care Smouuha br.2,729,77
A59209,PY/CITY CARE SMOUHA Branch 2,745,63
A59210,El-City Care Smouha,775,72
A59211,el City Care Smouha 6th Zone,776,61
A59212,City Care Smouha Mall,776,61
A59213,PY/City Care Smouha Main Road,779,70
A59214,EL el nasr imbaba 6th Zone,758,63
A59215,PY/el nasr imbaba,767,72
A59216,PY/el nasr imbaba-A,767,72
A59217,Ph/El Nasr Imbaba Branch 2,769,71
A59218,PH el nasr imbaba,775,73
A59219,PH EL NASR IMBABA Station St.45,782,80
A59220,Ph/ANGEL IMBABA 04373,705,79
A59221,e ANGEL IMBABA,705,79
A59222,el ANGEL IMBABBA Mall542,719,76
A59223,el Angel Imbaba,734,75
A59224,Angel Imbaba,734,75
A59225,Angel Imbaba Main Road,736,70
A59226,Ph/Angel Imaba210,745,64
A59227,Angel Imbaba 011,779,71
A59228,EL Angel Imbaba br.2,779,71
A59229,PHANGEL IMBABA-A702,780,69
A59230,salamtek square-A423,702,71
A59231,Salamtek Square Main Road,717,68
A59232,Ph/salamtek square br.2,717,68
A59233,SALAMTEK SQUARE-A372,752,68
A59234,Salamtek Square 04,768,85
A59235,PY/EL ZAHRAA FAISAL-A968,717,69
A59236,EL ZAHRAA FAISAL Station St.521,717,69
A59237,El Zahraa Faisl-A,719,77
A59238,El Zahraa Faisal Station St.,719,77
A59239,PH el zahraa faisal Station St.,732,79
A59240,EL ZAHRAA FAISAL br.2,732,79
A59241,el el zahraa faisal Station St.,733,72
A59242,Ph/EL ZAHRAA FAISAL br.2,733,72
A59243,El Zahraa Faisal br.2374,736,71
A59244,EL El Zahraa Faisal,761,63
A59245,EL El Zahraa Faisal Branch 1,761,63
A59246,el el zahraa faisal Main Road212,782,81
A59247,El-El Zahraa Faisal (2),782,81
